"heroes.name_fancy.astral_cosmicspeaker","Astraalihaltia-astronomi"
"heroes.name_fancy.oriental_female_mystic_costume_magician","Ylivertainen taikuri"
"heroes.name_fancy.oriental_female_mystic_costume_scribe","Ylikirjuri"
"heroes.name_fancy.oriental_female_mystic_costume_stylish","Tyylikäs oppinut"
"heroes.name_fancy.oriental_female_ninja","Ninjaoppilas"
"heroes.name_fancy.oriental_female_templar","Viisas kenraali"
"heroes.name_fancy.oriental_female_templar_costume_cute","Yleispiirretty"
"heroes.name_fancy.oriental_female_templar_costume_fireworks","Ilotulitusten kenraali"
"heroes.name_fancy.oriental_female_templar_costume_glass","Lasinen kenraali"
"heroes.name_fancy.oriental_female_templar_costume_kimono","Seremoniallinen salamurhaaja"
"heroes.name_fancy.oriental_female_templar_costume_stylish","Tyylikäs kenraali"
"heroes.name_fancy.oriental_monkey_captain","Apinaherra"
"heroes.name_fancy.oriental_monkey_captain_costume_cute","Piirretty apina"
"heroes.name_fancy.oriental_monkey_captain_costume_glass","Lasinen apina"
"heroes.name_fancy.oriental_monkey_captain_costume_reveller","Juhliva apina"
"heroes.name_fancy.oriental_monkey_captain_costume_warrior","Apina-ronin"
"heroes.name_fancy.oriental_monkey_warrior","Apinasoturi"
"heroes.name_fancy.oriental_panda_berserker","Bambun oksa"
"heroes.name_fancy.oriental_panda_berserker_costume_cute","Piirretty oksa"
"heroes.name_fancy.oriental_panda_berserker_costume_farmer","Bambun juuri"
"heroes.name_fancy.oriental_panda_berserker_costume_glass","Lasinen oksa"
"heroes.name_fancy.oriental_panda_berserker_costume_stylish","Värikäs bambu"
"heroes.name_fancy.oriental_panda_scout","Bambun lehti"
"heroes.name_fancy.oriental_panda_warrior","Bambun terä"
"heroes.name_fancy.oriental_panda_warrior_costume_armor","Bambun kuori"
"heroes.name_fancy.oriental_panda_warrior_costume_cute","Bambupiirretty"
"heroes.name_fancy.oriental_panda_warrior_costume_dueller","Bambutaistelija"
"heroes.name_fancy.oriental_panda_warrior_costume_glass","Lasinen miekka"
"heroes.name_fancy.oriental_squire","Sepän oppilas"
"heroes.name_fancy.oriental_warrior","Jalkasotilas"
"heroes.name_fancy.oriental_warrior_king","Taipumaton kuningas"
"heroes.name_fancy.oriental_warrior_king_costume_cute","Taipumaton piirretty"
"heroes.name_fancy.oriental_warrior_king_costume_glass","Taipumaton lasimaalaus"
"heroes.name_fancy.oriental_warrior_king_costume_mage","Taipumaton maagi"
"heroes.name_fancy.oriental_warrior_king_costume_roman","Spartan kuningas"
"heroes.name_fancy.oriental_warrior_king_costume_stylish","Tyylin kuningas"
"heroes.name_fancy.outlaw_chao_gai","Marskimaan pagodia kantava taivaallinen kuningas"
"heroes.name_fancy.outlaw_gu_dasao","Marskimaan naarastiikeri"
"heroes.name_fancy.outlaw_hu_sanniang","Marskimaan kirkas tähti"
"heroes.name_fancy.outlaw_li_kui","Marskimaan rautahärkä"
"heroes.name_fancy.outlaw_lin_chong","Marskimaan pantteripää"
"heroes.name_fancy.outlaw_liu_tang","Marskimaan punatukkainen paholainen"
"heroes.name_fancy.outlaw_lu_zhishen","Marskimaan kukkaismunkki"
"heroes.name_fancy.outlaw_ruan_xiaoqi","Marskimaan tuhoava tähti"
"heroes.name_fancy.outlaw_shi_jin","Marskimaan yhdeksällä lohikäärmeellä tatuoitu"
"heroes.name_fancy.outlaw_song_jiang","Marskimaan sopiva sade"
"heroes.name_fancy.outlaw_sun_erniang","Marskimaan vahva tähti"
"heroes.name_fancy.outlaw_wu_song","Marskimaan tiikereitä kaatava sankari"
"heroes.name_fancy.outlaw_wu_yong","Marskimaan tietäjätähti"
"heroes.name_fancy.outlaw_xiang_chong","Marskimaan lentävä tähti"
"heroes.name_fancy.outlaw_zheng_tianshou","Marskimaan komea herrasmies"
"heroes.name_fancy.owl_cennius","Pöllötornin vaaniva kynsi"
"heroes.name_fancy.owl_eron","Pöllötornin laulaja"
"heroes.name_fancy.owl_featherino","Pöllötornin innokas veijari"
"heroes.name_fancy.owl_fulvia","Pöllötornin kuningatar"
"heroes.name_fancy.owl_juliani","Pöllötornin tuomitsija"
"heroes.name_fancy.owl_livia","Pöllötornin ylipapitar"
"heroes.name_fancy.owl_lodius","Pöllötornin berserkki"
"heroes.name_fancy.owl_mariol","Pöllötornin hovihenkilö"
"heroes.name_fancy.owl_olbec","Pöllötornin alkemisti"
"heroes.name_fancy.owl_ommodus","Pöllötornin lainvartija"
"heroes.name_fancy.owl_paeia","Pöllötornin prinsessa"
"heroes.name_fancy.owl_pertinax","Pöllötornin vartijaritari"
"heroes.name_fancy.owl_relius","Pöllötornin kasvisparantaja"
"heroes.name_fancy.owl_timius","Pöllötornin kuninkaallinen etujoukko"
"heroes.name_fancy.owl_verus","Pöllötornin tiedustelijoiden komentaja"
"heroes.name_fancy.pirate_anne","Corellian keulakuva"
"heroes.name_fancy.pirate_boatswain","Corellian pursimies"
"heroes.name_fancy.pirate_cabin_boy","Corellian hyttipoika"
"heroes.name_fancy.pirate_cabin_boy_costume_paper","Paperipoika rannalla"
"heroes.name_fancy.pirate_commodore_finley","Corellian kommodori"
"heroes.name_fancy.pirate_commodore_finley_costume_bleak","Ankea kommodori"
"heroes.name_fancy.pirate_dread_captain","Corellian kauhukapteeni"
"heroes.name_fancy.pirate_dread_captain_costume_rotten","Corellian raatokapteeni"
"heroes.name_fancy.pirate_finley","Corellian kostonhimoinen perämies"
"heroes.name_fancy.pirate_first_mate","Corellian yliperämies"
"heroes.name_fancy.pirate_lady","Corellian lady"
"heroes.name_fancy.pirate_lady_costume_queen","Kapinallisten kuningatar"
"heroes.name_fancy.pirate_marie_therese","Corellian voodookuningatar"
"heroes.name_fancy.pirate_marie_therese_costume_priestess","Sieluja varastava papitar"
"heroes.name_fancy.pirate_sally","Corellian maskotti"
"heroes.name_fancy.pirate_swashbuckler","Corellian merirosvokapteeni"
"heroes.name_fancy.pirate_vodnik","Corellian kalastaja"
"heroes.name_fancy.rabbit_blue","Kevätlaakson vartija"
"heroes.name_fancy.rabbit_blue_costume_riftbreaker","Aukkojen murtaja"
"heroes.name_fancy.rabbit_green","Kevätlaakson mestari"
"heroes.name_fancy.rabbit_green_costume_egg_hunter","Kevätlaakson munien etsijä"
"heroes.name_fancy.rabbit_red","Kevätlaakson aseenkantaja"
"heroes.name_fancy.rabbit_red_costume_knight","Kevätlaakson nuori ritari"
"heroes.name_fancy.rodent_embertail","Tulihiiri"
"heroes.name_fancy.rodent_sproutwhisker","Tummaturkkinen pappi"
"heroes.name_fancy.ronin_asakura_masao","Raivostunut ronin"
"heroes.name_fancy.ronin_kageyama_nagato","Heittotähti-ronin"
"heroes.name_fancy.ronin_mikanagi_miran","Demoni-ronin"
"heroes.name_fancy.ronin_tokage_daigo","Kylmäverinen ronin"
"heroes.name_fancy.ronin_yamada_jingasa","Karatemestari"
"heroes.name_fancy.royal_female_knight","Päättäväinen mestari"
"heroes.name_fancy.royal_female_knight_costume_cute","Piirretty mestari"
"heroes.name_fancy.royal_female_knight_costume_glass","Lasinen mestari"
"heroes.name_fancy.royal_female_knight_costume_prospector","Omapäinen kullanetsijä"
"heroes.name_fancy.royal_female_knight_costume_winter","Viikinkien mestari"
"heroes.name_fancy.royal_knight","Suojelijaritari"
"heroes.name_fancy.royal_knight_commander","Jäämiekan taitaja"
"heroes.name_fancy.royal_knight_commander_costume_cute","Piirretty Jäämiekka"
"heroes.name_fancy.royal_knight_commander_costume_glass","Jäämiekan lasimaalaus"
"heroes.name_fancy.royal_knight_commander_costume_gryphon","Komentaja Jäämiekka"
"heroes.name_fancy.royal_knight_commander_costume_king","Kuningas Jäämiekka"
"heroes.name_fancy.royal_knight_costume_blacksmith","Urhea seppä"
"heroes.name_fancy.royal_knight_costume_cute","Piirretty ritari"
"heroes.name_fancy.royal_knight_costume_glass","Lasinen ritari"
"heroes.name_fancy.royal_pikeman","Totinen vartija"
"heroes.name_fancy.s2_ariel","Atlantiksen prinsessa"
"heroes.name_fancy.s2_ariel_costume_cute","Piirretty Atlantiksen prinsessa"
"heroes.name_fancy.s2_ariel_costume_enchanter","Atlantiksen lumoojatar"
"heroes.name_fancy.s2_atlantean_robot","Atlantiksen tarkkailija"
"heroes.name_fancy.s2_atlantean_robot_costume_cute","Piirretty Atlantiksen tarkkailija"
"heroes.name_fancy.s2_atlantean_robot_costume_sentinel","Atlantiksen vahti"
"heroes.name_fancy.s2_chameleon_bruiser","Kameleonttisoturi"
"heroes.name_fancy.s2_chameleon_chief","Kameleonttikenraali"
"heroes.name_fancy.s2_chameleon_chief_costume_heavyweight","Raskaan sarjan maailmanmestari"
"heroes.name_fancy.s2_chameleon_mage","Kameleonttisamaani"
"heroes.name_fancy.s2_chameleon_mage_costume_alchemist","Kameleonttialkemisti"
"heroes.name_fancy.s2_chameleon_mage_costume_cute","Piirretty kameleonttisamaani"
"heroes.name_fancy.s2_croc_man","Suokorsto"
"heroes.name_fancy.s2_cursed_samurai","Kirottu sotapäällikkö"
"heroes.name_fancy.s2_cursed_samurai_costume_beetle","Kuoriaissamurai"
"heroes.name_fancy.s2_cursed_samurai_costume_cute","Kirottu piirrossamurai"
"heroes.name_fancy.s2_demon_master","Petoksen daimyo"
"heroes.name_fancy.s2_demon_master_costume_cute","Piirretty petturi"
"heroes.name_fancy.s2_demon_master_costume_steppe","Ovela yövartija"
"heroes.name_fancy.s2_fiji_mermaid","Matalikon metsästäjä"
"heroes.name_fancy.s2_fiji_mermaid_costume_cute","Piirretty metsästäjä"
"heroes.name_fancy.s2_fiji_mermaid_costume_hunter","Matalikon takaa-ajaja"
"heroes.name_fancy.s2_fox_girl","Yhdeksänhäntäinen henki"
"heroes.name_fancy.s2_fox_girl_costume_cute","Piirretty yhdeksänhäntäinen kettutyttö"
"heroes.name_fancy.s2_fox_girl_costume_white_kitsune","Valkoinen kitsunehenki"
"heroes.name_fancy.s2_ghost_woman","Yksinäinen haamu"
"heroes.name_fancy.s2_ghost_woman_costume_yurei","Yksinäinen yurei"
"heroes.name_fancy.s2_hammerhead_hulk","Raaka teurastaja"
"heroes.name_fancy.s2_hammerhead_hulk_costume_cute","Raaka piirretty"
"heroes.name_fancy.s2_hammerhead_hulk_costume_emerald","Raaka miekkamestari"
"heroes.name_fancy.s2_junglehunter","Viidakon prinssi"
"heroes.name_fancy.s2_junglehunter_costume_cute","Viidakon piirretty"
"heroes.name_fancy.s2_junglehunter_costume_party","Lūʻaun prinssi"
"heroes.name_fancy.s2_lantern_ghost","Lyhty-yokai"
"heroes.name_fancy.s2_mercenary_woman","Mahtava palkkasoturi"
"heroes.name_fancy.s2_mercenary_woman_costume_cute","Mahtava piirretty"
"heroes.name_fancy.s2_mercenary_woman_costume_dancer","Mahtava hulatanssija"
"heroes.name_fancy.s2_merman","Atlantiksen vetehinen"
"heroes.name_fancy.s2_merman_costume_cute","Piirretty vetehinen"
"heroes.name_fancy.s2_merman_costume_leutenant","Atlantiksen luutnantti"
"heroes.name_fancy.s2_merwoman","Atlantiksen merenneito"
"heroes.name_fancy.s2_merwoman_costume_cute","Piirretty merenneito"
"heroes.name_fancy.s2_merwoman_costume_emissary","Atlantiksen lähettiläs"
"heroes.name_fancy.s2_noble_lady","Kuolettava kaunotar"
"heroes.name_fancy.s2_noble_lady_costume_cute","Piirretty kaunotar"
"heroes.name_fancy.s2_noble_lady_costume_warrior","Loimuava kaunotar"
"heroes.name_fancy.s2_oceanus","Merten titaani"
"heroes.name_fancy.s2_oceanus_costume_volcano","Magmatitaani"
"heroes.name_fancy.s2_poseidon","Atlantiksen valtias"
"heroes.name_fancy.s2_poseidon_costume_cute","Piirretty Atlantiksen valtias"
"heroes.name_fancy.s2_poseidon_costume_slayer","Atlantiksen surmaaja"
"heroes.name_fancy.s2_proteus","Atlantiksen maagi"
"heroes.name_fancy.s2_proteus_costume_cute","Piirretty Atlantiksen maagi"
"heroes.name_fancy.s2_proteus_costume_farseer","Atlantiksen kaukomieli"
"heroes.name_fancy.s2_rugged_fisherman","Uljas kalastaja"
"heroes.name_fancy.s2_rugged_fisherman_costume_cute","Piirretty uljas kalastaja"
"heroes.name_fancy.s2_rugged_fisherman_costume_sake_master","Rohkea panimomestari"
"heroes.name_fancy.s2_skyllaros","Atlantiksen vartija"
"heroes.name_fancy.s2_skyllaros_costume_cute","Piirretty Atlantiksen vartija"
"heroes.name_fancy.s2_skyllaros_costume_reef","Riutan vartija"
"heroes.name_fancy.s2_straw_demon","Olkidemoni"
"heroes.name_fancy.s2_tanuki_raccoon","Peloton harhauttaja"
"heroes.name_fancy.s2_tanuki_raccoon_costume_merchant","Peloton kauppias"
"heroes.name_fancy.s2_tethys","Jokien jumalatar"
"heroes.name_fancy.s2_tethys_costume_steel","Kaikkien jokien kostaja"
"heroes.name_fancy.s2_triton","Atlantiksen kapteeni"
"heroes.name_fancy.s2_triton_costume_champion","Atlantiksen esitaistelija"
"heroes.name_fancy.s2_ursena","Syvyyksien keisarinna"
"heroes.name_fancy.s2_ursena_costume_cute","Syvyyksien piirretty"
"heroes.name_fancy.s2_ursena_costume_reef","Riuttojen tappajakuningatar"
"heroes.name_fancy.s3_agnes","Rohkea kyläläinen"
"heroes.name_fancy.s3_alfrike","Svartalfheimin kuningatar"
"heroes.name_fancy.s3_alfrike_costume_hatter","Svartalfheimin hatuntekijä"
"heroes.name_fancy.s3_almur","Svartalfheimin varjomiekka"
"heroes.name_fancy.s3_almur_costume_lord","Svartalfheimin lordi"
"heroes.name_fancy.s3_anwindr","Kirottu voimaviikinki"
"heroes.name_fancy.s3_baldur","Hohtava jumala"
"heroes.name_fancy.s3_baldur_costume_fiery","Tulinen jumala"
"heroes.name_fancy.s3_bera","Dísirien prinsessa"
"heroes.name_fancy.s3_bera_costume_conjurer","Dísirien taikuri"
"heroes.name_fancy.s3_bjorn","Rohkea kyläläinen"
"heroes.name_fancy.s3_bjorn_costume_viking","Urhea sotilas"
"heroes.name_fancy.s3_brynhild","Valkyrioiden kilpineito"
"heroes.name_fancy.s3_by_ulf","Kirottu tappelijaviikinki"
"heroes.name_fancy.s3_ei_dunn","Kirottu taistelijaviikinki"
"heroes.name_fancy.s3_ei_dunn_costume_shield","Raivoisa viikinkitaistelija"
"heroes.name_fancy.s3_fenrir","Niflheimin johtaja"
"heroes.name_fancy.s3_fenrir_costume_guardian","Niflheimin vartija"
"heroes.name_fancy.s3_freya","Kaatuneiden jumalatar"
"heroes.name_fancy.s3_freya_costume_witch","Kaatuneiden noita"
"heroes.name_fancy.s3_frigg","Kaukonäköisyyden jumalatar"
"heroes.name_fancy.s3_frigg_costume_clairvoyance","Selvänäköisyyden jumalatar"
"heroes.name_fancy.s3_fura","Svartalfheimin myrkyttäjä"
"heroes.name_fancy.s3_fura_costume_herbalist","Svartalfheimin kasvisparantaja"
"heroes.name_fancy.s3_gefjon","Sadon jumalatar"
"heroes.name_fancy.s3_gefjon_costume_wilderness","Erämaan jumalatar"
"heroes.name_fancy.s3_grevle","Ovela mäyrä"
"heroes.name_fancy.s3_gullinbursti","Kultainen villisika"
"heroes.name_fancy.s3_gullinbursti_costume_toxic","Vallaton villisika"
"heroes.name_fancy.s3_heimdall","Valpas vahti"
"heroes.name_fancy.s3_heimdall_costume_dreaded","Pelätty vahtimies"
"heroes.name_fancy.s3_jarvur","Nyrkkeilijäahma"
"heroes.name_fancy.s3_jott","Barbaarinen jääjätti"
"heroes.name_fancy.s3_kvasir","Alfheimin mehiläistarhuri"
"heroes.name_fancy.s3_kvasir_costume_captain","Alfheimin mehiläiskapteeni"
"heroes.name_fancy.s3_loki_female","Temppuileva jumalatar"
"heroes.name_fancy.s3_loki_female_costume_mother","Temppuileva äiti"
"heroes.name_fancy.s3_loki_fish","Temppuileva kala"
"heroes.name_fancy.s3_loki_fish_costume_dapper","Tyylikäs kala"
"heroes.name_fancy.s3_loki_male","Temppuileva jumala"
"heroes.name_fancy.s3_loki_male_costume_shapeshifter","Muodonmuuttajajumala"
"heroes.name_fancy.s3_mireweave","Nopea draugr"
"heroes.name_fancy.s3_mist","Valkyrioiden komentaja"
"heroes.name_fancy.s3_nordri","Jotunheimin jääkääpiö"
"heroes.name_fancy.s3_nordri_costume_explorer","Jotunheimin tutkijakääpiö"
"heroes.name_fancy.s3_norns","Kohtalon punojat"
"heroes.name_fancy.s3_norns_costume_puppeteers","Kohtalon nukkemestarit"
"heroes.name_fancy.s3_odin","Viisas kaiken isä"
"heroes.name_fancy.s3_odin_costume_champion","Urhoollinen kaiken isä"
"heroes.name_fancy.s3_ratatoskr","Yggdrasilin viestinviejä"
"heroes.name_fancy.s3_ratatoskr_costume_architect","Yggdrasilin arkkitehti"
"heroes.name_fancy.s3_shadereave","Brutaali draugr"
"heroes.name_fancy.s3_sif","Vaaleahiuksinen jumalatar"
"heroes.name_fancy.s3_sif_costume_golden","Kultainen jumalatar"
"heroes.name_fancy.s3_skadi","Jotunheimin jumalatar"
"heroes.name_fancy.s3_skadi_costume_ravager","Jotunheimin vartija"
"heroes.name_fancy.s3_stonecleave","Sinnikäs draugr"
"heroes.name_fancy.s3_sudri","Muspelheimin tulikääpiö"
"heroes.name_fancy.s3_sumle","Roteva tulijätti"
"heroes.name_fancy.s3_sumle_costume_unhallowed","Pyhittämätön tulijätti"
"heroes.name_fancy.s3_thor","Ukkosen jumala"
"heroes.name_fancy.s3_thor_costume_conduit","Ukkosen kanavoija"
"heroes.name_fancy.s3_tyr","Armoton oikeus"
"heroes.name_fancy.s3_tyr_costume_savage","Julma oikeus"
"heroes.name_fancy.s4_akkorog","Morlokkien päällikkö"
"heroes.name_fancy.s4_akkorog_costume_football","Morlokkien keskushyökkääjä"
"heroes.name_fancy.s4_aouda","Hyväsydäminen prinsessa"
"heroes.name_fancy.s4_aouda_costume_lotus","Lootusprinsessa"
"heroes.name_fancy.s4_captain_nemo","Arvoituksellinen tutkimusmatkailija"
"heroes.name_fancy.s4_captain_nemo_costume_machinist","Arvoituksellinen konemestari"
"heroes.name_fancy.s4_congalach","Syvyyksien soturi"
"heroes.name_fancy.s4_congalach_costume_kelp","Ruskoleväsoturi"
"heroes.name_fancy.s4_doctor_moreau","Kiero tiedemies"
"heroes.name_fancy.s4_doctor_moreau_costume_scribe","Kiero kirjuri"
"heroes.name_fancy.s4_elizabeth","Hämähäkkiaristokraatti"
"heroes.name_fancy.s4_elizabeth_costume_bride","Aristokraattinen morsian"
"heroes.name_fancy.s4_exeera","Tursaspappi"
"heroes.name_fancy.s4_exeera_costume_hierophant","Tursashierofantti"
"heroes.name_fancy.s4_garjammal","Morlokkien sotamestari"
"heroes.name_fancy.s4_garjammal_costume_kite","Morlokkien leijamestari"
"heroes.name_fancy.s4_gramps","Puolituisten vanhin"
"heroes.name_fancy.s4_gramps_costume_gardener","Puolituispuutarhuri"
"heroes.name_fancy.s4_griffin","Näkymätön mies"
"heroes.name_fancy.s4_griffin_costume_priest","Näkymätön pappi"
"heroes.name_fancy.s4_hannah","Seikkaileva arkeologi"
"heroes.name_fancy.s4_hannah_costume_drover","Seikkaileva karjanajaja"
"heroes.name_fancy.s4_helo","Eloi-kalastaja"
"heroes.name_fancy.s4_helo_costume_baker","Eloi-leipuri"
"heroes.name_fancy.s4_hulda","Myyrien johtaja"
"heroes.name_fancy.s4_hulda_costume_nurse","Päähoitaja"
"heroes.name_fancy.s4_kravekrush","Jättien komentaja"
"heroes.name_fancy.s4_kravekrush_costume_grillmaster","Jättien grillimestari"
"heroes.name_fancy.s4_lepiota","Eloiden johtaja"
"heroes.name_fancy.s4_lepiota_costume_undying","Kuolemattomien johtaja"
"heroes.name_fancy.s4_lughaidh","Syvyyksien kuningas"
"heroes.name_fancy.s4_lughaidh_costume_deathless","Kuolematon kuningas"
"heroes.name_fancy.s4_mack","Puolituisseikkailija"
"heroes.name_fancy.s4_mack_costume_novelist","Puolituiskirjailija"
"heroes.name_fancy.s4_morel","Eloi-metsästäjä"
"heroes.name_fancy.s4_morel_costume_sage","Eloi-tietäjä"
"heroes.name_fancy.s4_morris","Mahtava myyrämies"
"heroes.name_fancy.s4_morris_costume_potter","Ruukuntekijä-myyrämies"
"heroes.name_fancy.s4_octros","Tursasmestari"
"heroes.name_fancy.s4_octros_costume_suitor","Nilviäiskosija"
"heroes.name_fancy.s4_passepartout","Nokkela tutkimusmatkailija"
"heroes.name_fancy.s4_passepartout_costume_artist","Elegantti taidemaalari"
"heroes.name_fancy.s4_phileas_fogg","Rohkea tutkimusmatkailija"
"heroes.name_fancy.s4_phileas_fogg_costume_engineer","Hienostunut insinööri"
"heroes.name_fancy.s4_poppy","Puolituis-arbalisti"
"heroes.name_fancy.s4_poppy_costume_lodger","Puolituis-vuokralainen"
"heroes.name_fancy.s4_professor_lidenbrock","Älykäs tutkija"
"heroes.name_fancy.s4_professor_lidenbrock_costume_jeweler","Viisas kultaseppä"
"heroes.name_fancy.s4_rokkamush","Murskaajajätti"
"heroes.name_fancy.s4_rokkamush_costume_mason","Kiviseppäjätti"
"heroes.name_fancy.s4_russula","Eloi-veijari"
"heroes.name_fancy.s4_russula_costume_painter","Eloi-maalari"
"heroes.name_fancy.s4_tettukh","Morlokkiraakalainen"
"heroes.name_fancy.s4_tettukh_costume_cheerleader","Morlokki-cheerleader"
"heroes.name_fancy.s4_vollermork","Morlokkirohmu"
"heroes.name_fancy.s4_vollermork_costume_bartender","Morlokki-baarimikko"
"heroes.name_fancy.s4_xenda","Alamaailman perijätär"
"heroes.name_fancy.s4_xenda_costume_flame","Liekkien perijätär"
"heroes.name_fancy.s4_xnolphod","Tursasnoita"
"heroes.name_fancy.s4_xnolphod_costume_jailer","Vanginvartijatursas"
"heroes.name_fancy.s4_zekena","Tuhatjalkaisten prinssi"
"heroes.name_fancy.s4_zekena_costume_vines","Oleanterien prinssi"
"heroes.name_fancy.s4_zenobia","Tuhatjalkaisten kuningatar"
"heroes.name_fancy.s4_zenobia_costume_floral","Oleanterien kuningatar"
"heroes.name_fancy.s4_zila_lei","Tappajatursas"
"heroes.name_fancy.s4_zila_lei_costume_dancer","Tanssijatursas"
"heroes.name_fancy.s5_ahhotep","Muumiosoturi"
"heroes.name_fancy.s5_ahhotep_costume_champion","Muumiomestari"
"heroes.name_fancy.s5_ahmose","Muumiofaarao"
"heroes.name_fancy.s5_ahmose_costume_reborn","Uudelleensyntynyt faarao"
"heroes.name_fancy.s5_anubis","Tuonpuoleisen jumala"
"heroes.name_fancy.s5_anubis_costume_dancefloor","Tanssilattian sovittelija"
"heroes.name_fancy.s5_aqeela","Nokkela katulapsi"
"heroes.name_fancy.s5_aqeela_costume_sorcerer","Katuviisas noita"
"heroes.name_fancy.s5_azmia","Kivenkova majatalonpitäjä"
"heroes.name_fancy.s5_azmia_costume_dancing","Tanssiva majatalonpitäjä"
"heroes.name_fancy.s5_bastet","Kuun silmä"
"heroes.name_fancy.s5_bastet_costume_forest","Metsän silmä"
"heroes.name_fancy.s5_bennu","Luomisen henki"
"heroes.name_fancy.s5_bennu_costume_heron","Luomisen kurki"
"heroes.name_fancy.s5_cleopatra","Taivaallinen faarao"
"heroes.name_fancy.s5_cleopatra_costume_feline","Kissafaarao"
"heroes.name_fancy.s5_el_naddaha","Jokiseireeni"
"heroes.name_fancy.s5_el_naddaha_costume_sea","Meriseireeni"
"heroes.name_fancy.s5_eset","Tuhansien nimien valtiatar"
"heroes.name_fancy.s5_eset_costume_goldensun","Kultaisen auringon valtiatar"
"heroes.name_fancy.s5_faiez","Onnekas farmari"
"heroes.name_fancy.s5_faiez_costume_miner","Onnekas mainari"
"heroes.name_fancy.s5_hathor","Äitiyden jumalatar"
"heroes.name_fancy.s5_hathor_costume_starlit","Tähden valaisema äiti"
"heroes.name_fancy.s5_hetepheres","Ovela sfinksi"
"heroes.name_fancy.s5_hetepheres_costume_spa","Kylpylän sfinksi"
"heroes.name_fancy.s5_horus","Metsästyksen jumala"
"heroes.name_fancy.s5_horus_costume_golden","Kultainen metsästäjä"
"heroes.name_fancy.s5_jarif","Stressaantunut kirjuri"
"heroes.name_fancy.s5_jarif_costume_curator","Stressaantunut kuraattori"
"heroes.name_fancy.s5_junaid","Valan vannonut sotilas"
"heroes.name_fancy.s5_junaid_costume_champion","Valan vannonut mestari"
"heroes.name_fancy.s5_khafre","Älykäs androsfinksi"
"heroes.name_fancy.s5_khafre_costume_aquatic","Merellinen androsfinksi"
"heroes.name_fancy.s5_khepri","Skarabeejumala"
"heroes.name_fancy.s5_khepri_costume_overlord","Skarabeevaltias"
"heroes.name_fancy.s5_khonshu","Kuun jumala"
"heroes.name_fancy.s5_khonshu_costume_knight","Kuun ritari"
"heroes.name_fancy.s5_maat","Harmonian valtiatar"
"heroes.name_fancy.s5_maat_costume_river","Iterun leidi"
"heroes.name_fancy.s5_meresankh","Auringon sfinksi"
"heroes.name_fancy.s5_meresankh_costume_disco","Disko-sfinksi"
"heroes.name_fancy.s5_papyros","Hiekka- ja paperigolem"
"heroes.name_fancy.s5_papyros_costume_colossus","Hiekka- ja paperikolossi"
"heroes.name_fancy.s5_ptolemy","Vanhempi faarao"
"heroes.name_fancy.s5_ptolemy_costume_log","Vanhempi pökkelö"
"heroes.name_fancy.s5_rekhetre","Nuori sfinksi"
"heroes.name_fancy.s5_rekhetre_costume_artist","Nuori taiteilija"
"heroes.name_fancy.s5_scoratek","Skarabeevartija"
"heroes.name_fancy.s5_scoratek_costume_sentinel","Skarabeevahti"
"heroes.name_fancy.s5_sekhmet","Auringon silmä"
"heroes.name_fancy.s5_sekhmet_costume_warden","Auringon vartija"
"heroes.name_fancy.s5_set","Pimeä vallananastaja"
"heroes.name_fancy.s5_set_costume_tyrant","Pimeä tyranni"
"heroes.name_fancy.s5_sneferu","Kuun sfinksi"
"heroes.name_fancy.s5_sneferu_costume_vanquisher","Kuun valloittaja"
"heroes.name_fancy.s5_sobek","Joen jumala"
"heroes.name_fancy.s5_sobek_costume_guardian","Joen vartija"
"heroes.name_fancy.s5_tetisheri","Muumiokuningatar"
"heroes.name_fancy.s5_tetisheri_costume_molten","Sulava kuningatar"
"heroes.name_fancy.s5_waqas","Faaraon kilpi"
"heroes.name_fancy.s5_waqas_costume_blade","Faaraon miekka"
"heroes.name_fancy.sand_horse","Hiekkavaltakunnan luottoratsu"
"heroes.name_fancy.sand_king","Hiekkavaltakunnan kuningas"
"heroes.name_fancy.sand_king_costume_lifeguard","Rantavahtien kuningas"
"heroes.name_fancy.sand_queen","Hiekkavaltakunnan kuningatar"
"heroes.name_fancy.sand_queen_costume_surfer","Surffaajakuningatar"
"heroes.name_fancy.sand_roc","Hiekkavaltakunnan suojelija"
"heroes.name_fancy.sand_roc_costume_juice","Rannan suojelija"
"heroes.name_fancy.sand_soldier","Hiekkavaltakunnan sotilas"
"heroes.name_fancy.sand_tower","Hiekkavaltakunnan raakalainen"
"heroes.name_fancy.sand_vizier","Hiekkavaltakunnan visiiri"
"heroes.name_fancy.scoundrel_duval","Petollinen tarkka-ampuja"
"heroes.name_fancy.scoundrel_lane","Maantierosvo"
"heroes.name_fancy.shadow_abigail","Tutkiva journalisti"
"heroes.name_fancy.shadow_asketel","Kadotetun tiedon etsijä"
"heroes.name_fancy.shadow_atwood","Tuntemattoman tutkija"
"heroes.name_fancy.shadow_burton","Homunculus-etsivä"
"heroes.name_fancy.shadow_cthuwu","Muinaisten mukula"
"heroes.name_fancy.shadow_dolores","Hurjapäinen yksityisetsivä"
"heroes.name_fancy.shadow_gwendoline","Fanaattinen arkeologi"
"heroes.name_fancy.shadow_hunter","Muinaisten jälkeläinen"
"heroes.name_fancy.shadow_hysteria","Mystisten aarteiden keräilijä"
"heroes.name_fancy.shadow_melancholia","Muinaisten akolyytti"
"heroes.name_fancy.shadow_omen","Paholaisriutan pyhittämä"
