"specials.name.a_cozy_break","En mysig paus"
"specials.name.scar_of_the_depths_deadly","Djupets ärr"
"specials.name.scarab_barrage","Skarabéskur"
"specials.name.scarab_blitz","Skarabéangrepp"
"specials.name.scarab_bombardment","Skarabé-bombardemang"
"specials.name.scarab_rush","Skarabérusning"
"specials.name.scarab_throw","Skarabé-kast"
"specials.name.scavenging_dash","Plundrande spurt"
"specials.name.scepter_of_bundelkhand","Bundelkhands spira"
"specials.name.scepter_of_constellations","Stjärnbildernas spira"
"specials.name.scion_sword","Ättlingklinga"
"specials.name.scion_sword_costume_white_raven","Ättlingsegg"
"specials.name.scorching_orb","Brännande klot"
"specials.name.scoundrel_swing","Slyngelsving"
"specials.name.scourge_of_joy","Glädjens gissel"
"specials.name.scourge_of_the_strong","De starkas gissel"
"specials.name.scouts_spyglass","Spejarkikare"
"specials.name.scroll_of_equations","Ekvationsskrift"
"specials.name.scroll_of_fellowship","Brödraskapets skriftrulle"
"specials.name.scroll_of_navigation","Navigeringsskrift"
"specials.name.scroll_of_new_beginnings","Nya begynnelsers skrift"
"specials.name.scroll_of_spite","Illviljans rulle"
"specials.name.scythe_of_sorceries","Besvärjelsernas lie"
"specials.name.seabed_pirouette","Havspiruett"
"specials.name.seabed_sissonne","Havssissonne"
"specials.name.seal_of_ares","Ares sigill"
"specials.name.seal_of_fire","Eldsigill"
"specials.name.searing_frost","Brännande frost"
"specials.name.searing_strike","Brinnande slag"
"specials.name.seastar_burst","Stjöstjärneattack"
"specials.name.seaweed_flail","Sjögissel"
"specials.name.second_skin","Andra hud"
"specials.name.seeking_shots","Sökande skott"
"specials.name.self_preservation","Självbevarelse"
"specials.name.sense_of_wonder","Förundran"
"specials.name.serenade_of_sedition","Upprorets serenad"
"specials.name.servants_aid","Tjänarens hjälp"
"specials.name.set_phase2","Mörkret är löst"
"specials.name.set_phase3","Sista satsningen"
"specials.name.severed_seal","Kapat sigill"
"specials.name.severing_strike","Kritiskt slag"
"specials.name.sewing_back_together","Syr ihop igen"
"specials.name.shackles_of_the_sea","Havets bojor"
"specials.name.shade_cloak","Skuggig slängkappa"
"specials.name.shadow_link","Stållänk"
"specials.name.shadow_lunge","Skuggslag"
"specials.name.shadow_monster_form","Kusligt hugg"
"specials.name.shadow_sidestep","Skuggsidsteg"
"specials.name.shadow_strike","Skuggslag"
"specials.name.shadow_sweep","Skuggsvep"
"specials.name.shady_concerto","Skum konsert"
"specials.name.shapeshifters_deception","Hamnskiftarens svek"
"specials.name.shards_of_sun","Solskärvor"
"specials.name.shared_compassion","Delad medkänsla"
"specials.name.shared_visage","Delat ansikte"
"specials.name.shark_bite","Hajbett"
"specials.name.sharp_cut","Skarpt hugg"
"specials.name.sharp_knife","Vass kniv"
"specials.name.sharp_stingers","Skarpa gaddar"
"specials.name.shatter_psyche","Krossa psyke"
"specials.name.shatter_soul","Krossa själ"
"specials.name.shattering_shriek","Krossande skri"
"specials.name.shattering_warcry","Krossande stridsrop"
"specials.name.shed_skin","Ömsa skinn"
"specials.name.shieldmaidens_protection","Sköldmöns skydd"
"specials.name.shifting_mindless_attack","Skiftande vettlös attack"
"specials.name.shimmering_shield","Skimrande sköld"
"specials.name.shock_bolt","Blixtklot"
"specials.name.shock_ultimatum","Chockultimatum"
"specials.name.shocking_news","Chockerande nyheter"
"specials.name.shrill_announcement","Gällt tillkännagivande"
"specials.name.shy_jab_dragon_pve","Blyg jabb"
"specials.name.sickening_glow","Vedersken"
"specials.name.sickle_of_eradication","Utplåningens skära"
"specials.name.sickle_of_wu","Wu-skära"
"specials.name.sickle_trouble","Skärtrubbel"
"specials.name.sideswipe","Sidosvepning"
"specials.name.sigil_of_the_sun","Solens sigill"
"specials.name.silencing_stick_up","Dövande rån"
"specials.name.silent_takedown","Tyst lönnmord"
"specials.name.sinister_enlace","Ondskefull sammanflätning"
"specials.name.sinister_enlace_deadly","Ondskefull sammanflätning"
"specials.name.sinister_siphon","Ondskefull sifon"
"specials.name.sir_agony","Tömmande klinga"
"specials.name.sir_pain","Hämndlysten lie"
"specials.name.situational_awareness","Situationsmedvetenhet"
"specials.name.sky_attack","Himlaangrepp"
"specials.name.skyfall_crumble","Himlen rämnar"
"specials.name.slash_and_support","Hugg och hjälp"
"specials.name.slash_of_four_blades","De fyra klingornas hugg"
"specials.name.slash_of_glass_blades","Glasklingornas hugg"
"specials.name.slash_of_seven_blades","De sju klingornas hugg"
"specials.name.slash_of_seven_daggers","De sju dolkarnas hugg"
"specials.name.slash_of_seven_toons","De sju tecknades hugg"
"specials.name.slash_of_the_seven_stilettos","Sju stiletters hugg"
"specials.name.slaying_stake","Dräpande påle"
"specials.name.sledge_bash","Slädsmäll"
"specials.name.slice_and_dice","Hacka sönder"
"specials.name.slice_and_dice_pve","Hacka sönder"
"specials.name.slime_coated_sword","Slemtäckt svärd"
"specials.name.slime_serving","Slemportion"
"specials.name.slime_slap","Slemslag"
"specials.name.slimy_balls","Slemmiga bollar"
"specials.name.slingja_attack_chingiriko","Slungattack"
"specials.name.slumber_spores","Sovsporer"
"specials.name.slumbering_beatdown","Sovande misshandel"
"specials.name.smoldering_tear_dragon_pve","Brännhet tår"
"specials.name.smooth_treatment","Mild behandling"
"specials.name.snapping_jaws","Snäppande käftar"
"specials.name.snowlit_slices","Snöbelysta hugg"
"specials.name.soaring_blast","Svidande smäll"
"specials.name.sock_and_block","Slå och blocka"
"specials.name.solar_beam","Solstråle"
"specials.name.solar_strike","Solhugg"
"specials.name.soldiers_curse","Sandbris"
"specials.name.solid_frozen_fist","Stelfrusen näve"
"specials.name.song_of_calamity","Eländets sång"
"specials.name.song_of_hoot_and_holler","Jublets och hojtandets sång"
"specials.name.song_of_regression","Förfallets klagan"
"specials.name.song_of_the_morass","Träskets sång"
"specials.name.song_of_the_skies","Himlens sång"
"specials.name.songs_of_the_cherry_tree","Körsbärsträdets sånger"
"specials.name.sonic_infusion_arrow","Ljudpil"
"specials.name.sonic_roar","Skärande vrål"
"specials.name.sonic_wall","Ljudvägg"
"specials.name.sonorous_spear","Sjungande spjut"
"specials.name.soothing_melody","Lugnande melodi"
"specials.name.soothing_song","Stillsam sång"
"specials.name.soul_cage","Skelettåkallan"
"specials.name.soul_guardian","Själaväktare"
"specials.name.sour_berry_blast_dragon_pve","Surbärssmäll"
"specials.name.sparking_star_slash","Strålande stjärnhugg"
"specials.name.sparrow_fury","Sparvens vrede"
"specials.name.spartan_cleave","Spartanskt klyvning"
"specials.name.spartan_slash","Spartanskt hugg"
"specials.name.spear_of_blood_pact","Blodpaktens spjut"
"specials.name.spear_of_loyalty","Lojalitetsspjut"
"specials.name.spear_of_shu","Shu-spjut"
"specials.name.spearwand_gale","Spjutstavsstorm"
"specials.name.spectacular_bite","Spektakulärt bett"
"specials.name.spectral_visions","Spökvisioner"
"specials.name.spectral_wings","Spökvingar"
"specials.name.spectres_flail","Spökets slaga"
"specials.name.spell_lock","Besvärjelselås"
"specials.name.spell_of_camaraderie","Kamratskapens besvärjelse"
"specials.name.spicy_berry_blast_dragon_pve","Stark bärsmäll"
"specials.name.spike_burst","Tagga till"
"specials.name.spilled_decoctions","Utspillda dekokter"
"specials.name.spirit_arrow","Andepil"
"specials.name.spirit_drain","Andetömmare"
"specials.name.spirit_of_spring","Vårande"
"specials.name.spirit_of_winter","Vinteranda"
"specials.name.spirit_rally","Samlade andar"
"specials.name.spirits_of_the_mountain","Bergets andar"
"specials.name.spiritual_unity","Underbar fest"
"specials.name.spiritual_wire","Andlig vajer"
"specials.name.splintering_shot","Splittrande skott"
"specials.name.splintering_shot2","Splittrande skott"
"specials.name.spotting_trouble","Hitta trubbel"
"specials.name.spreading_gossip","Skvallerspridning"
"specials.name.spreading_shadow","Skuggspridare"
"specials.name.spreading_traps","Spridande fällor"
"specials.name.sprite_ballad","Andeballad"
"specials.name.sprite_hymn","Andehymn"
"specials.name.squeak_of_protection","Skyddspip"
"specials.name.squire_strike","Väpnarslag"
"specials.name.squires_squirrel","Väpnarekorre"
"specials.name.squish_squash_achillea","Sönderklämd"
"specials.name.stab_of_four_blades","De fyra klingornas stöt"
"specials.name.staff_of_mana_control","Manastavskontroll"
"specials.name.staff_of_mana_control_pve","Manastavskontroll"
"specials.name.staff_of_the_seastar","Sjöstjärnans stav"
"specials.name.staggering_blows","Dråpslag"
"specials.name.stalling_spell","Fördröjningsformel"
"specials.name.stalling_strike","Fördröjande anfall"
"specials.name.stalwart_rally","Tapper samling"
"specials.name.stalwart_to_the_end","Stadig till slutet"
"specials.name.standing_fortress","Stående fort"
"specials.name.standing_fortress3","Stående fort"
"specials.name.star_construct","Stjärnkonstruktion"
"specials.name.star_trail","Stjärnspår"
"specials.name.starplay","Stjärnlek"
"specials.name.stately_retribution","Värdig vedergällning"
"specials.name.steel_rush","Stålrusning"
"specials.name.stellar_beam","Stjärnstråle"
"specials.name.sticky_express","Klibbexpressen"
"specials.name.sticky_spear","Segt spjut"
"specials.name.stiletto_cyclone","Stilettcyklon"
"specials.name.stolen_tarts","Stulna pajer"
"specials.name.stomp","Stamp"
"specials.name.stone_skin","Andelänk"
"specials.name.storm_of_blades","Eggstorm"
"specials.name.strange_incense","Märklig rökelse"
"specials.name.strategic_slash","Ornitologiskt hugg"
"specials.name.strength_of_the_accursed","Den avskyvärdas styrka"
"specials.name.strength_of_the_benemoth","Vidundrets styrka"
"specials.name.strength_of_the_volcano","Vulkanens styrka"
"specials.name.strengthening_draught","Stärkande brygd"
"specials.name.strengthening_smash","Stärkande slag"
"specials.name.strict_standards","Strikta normer"
"specials.name.strike_and_support","Stjälpa och hjälpa"
"specials.name.strike_from_the_shadows","Anfall från skuggorna"
"specials.name.strike_from_the_skies","Anfall från skyn"
"specials.name.strike_of_a_thousand_howls","Tusen yls attack"
"specials.name.strike_of_the_ancients","De forntidas attack"
"specials.name.strike_of_the_cobra","Kobrans attack"
"specials.name.strike_of_the_monolith","Monolitslag"
"specials.name.strike_of_the_toons","Tecknat anfall"
"specials.name.strike_of_the_underworld","Dödsrikets slag"
"specials.name.struck_by_thunder","Träffad av blixten"
"specials.name.stubby_reap","Stubbig skörd"
"specials.name.stunning_blow","Förlamningsslag"
"specials.name.stunning_spear","Bedövande spjut"
"specials.name.stunning_steel","Förlamande stål"
"specials.name.stunning_strike","Paralyserande anfall"
"specials.name.stupendous_break_in","Enastående inbrott"
"specials.name.sturdy_riposte","Stadig ripost"
"specials.name.stylish_chop","Stilsäkert hugg"
"specials.name.stylish_counterattack","Stilsäker motattack"
"specials.name.stylish_eruption","Stilsäkert utbrott"
"specials.name.stylish_fireball","Stilsäkert eldklot"
"specials.name.stylish_heal","Stilsäker läkning"
"specials.name.stylish_pulverizer","Stilsäker pulverisering"
"specials.name.stylish_slash","Stilsäkert snitt"
"specials.name.stylish_spear","Stilsäkert spjut"
"specials.name.stylish_strike","Stilsäkert anfall"
"specials.name.stylish_strike_caedmon","Stilsäkert anfall"
"specials.name.stylish_warcry","Stilsäkert stridsrop"
"specials.name.subduing_strike","Kuvande angrepp"
"specials.name.sublime_pastry","Det härsknaste bakverket"
"specials.name.sudden_attack","Plötslig attack"
"specials.name.suffocating_smoke","Kvävande rök"
"specials.name.suffocating_smoke2","Kvävande rök"
"specials.name.suffocating_smoke3","Kvävande rök"
"specials.name.sugar_rush","Sockerchock"
"specials.name.summer_carol","Sommarvisa"
"specials.name.summers_end","Iskall avslutning"
"specials.name.summon_ballerina_fiend","Ballerinaåkallning"
"specials.name.summon_celestial_guardians","Åkalla stjärnväktare"
"specials.name.summon_rock_golems","Åkalla stengolemar"
"specials.name.summon_sand_golems","Åkalla sandgolemar"
"specials.name.summon_temple_guardians","Åkalla tempelväktare"
"specials.name.sunken_abyss","Sjunken avgrund"
"specials.name.sunken_magma_cube","Sjunken magmakub"
"specials.name.sunscreen_blast","Solskyddsskott"
"specials.name.sunstone_glare_dragon_pve","Solstensblick"
"specials.name.super_duper_spray","Superdupersprej"
"specials.name.super_porridge","Supergröt"
"specials.name.superb_sake","Superb sake"
"specials.name.supercharged_fireball_dragon_pve","Superladdat eldklot"
"specials.name.supernova","Supernova"
"specials.name.supernova_boss_phase1","Supernova"
"specials.name.supernova_boss_phase2","Supernova Aeternus"
"specials.name.suppressing_ki","Förtryckande ki"
"specials.name.sure_fire_combustion","Given antändning"
"specials.name.surprise_goo","Geggig överraskning"
"specials.name.suspicious_stew","Suspekt stuvning"
"specials.name.swamp_skin","Träskskinn"
"specials.name.swashbuckling_stab","Pirathugg"
"specials.name.sweet_berry_blast_dragon_pve","Sötbärssmäll"
"specials.name.sweet_dreams","Ljuva drömmar"
"specials.name.swift_little_friends","Snabba små vänner"
"specials.name.swift_maneuvers","Snabba manövrar"
"specials.name.swift_stingers","Snabba taggar"
"specials.name.swooping_support","Svepande stöd"
"specials.name.swooping_talon","Svepande klo"
"specials.name.sword_barricade","Svärdbarrikad"
"specials.name.sword_dance","Svärddans"
"specials.name.sword_of_swan_song","Svansångens svärd"
"specials.name.sword_of_wei","Wei-svärd"
"specials.name.sylvan_blessings","Skogens välsignelser"
"specials.name.symphonic_pulverizer","Symfoniskt pulver"
"specials.name.tackle","Tackling"
"specials.name.tactical_cut","Taktiskt hugg"
"specials.name.tail_bash","Svansslag"
"specials.name.tail_slam","Svanssmäll"
"specials.name.tail_slam_deadly","Svanssmäll"
"specials.name.tail_sting","Svansstyng"
"specials.name.tail_sting_deadly","Svansstyng"
"specials.name.tainted_axe","Smittad yxa"
"specials.name.tambourine_solo","Tamburinsolo"
"specials.name.tangy_berry_blast_dragon_pve","Skarp bärsmäll"
"specials.name.tantrum_of_forest","De tecknades vrede"
"specials.name.teeth_of_the_river","Flodens tänder"
"specials.name.tempered_blade","Tempererad klinga"
"specials.name.tentacle_jab","Tentakelsmocka"
"specials.name.tentacle_slash","Tentakelhugg"
"specials.name.terrifying_screech","Skräckens skri"
"specials.name.terror_shriek","Skräckens skri"
"specials.name.testudo_rock","Testudosten"
"specials.name.testudo_roll","Testudorullning"
"specials.name.testudo_roll_deadly","Testudorullning"
"specials.name.the_call_to_hibernate","Idets kall"
"specials.name.the_dukes_investigation","Hertigens utredning"
"specials.name.the_eagles_blessing","Örnens välsignelse"
"specials.name.the_mighty_crescendo","Det mäktiga crescendot"
"specials.name.the_perfect_throw","Det perfekta kastet"
"specials.name.the_piranha_incident","Pirayaincidenten"
"specials.name.the_queens_radiance","Drottningens charm"
"specials.name.the_queens_speech","Drottningens tal"
"specials.name.the_two_sides_of_the_moon","Månens två sidor"
"specials.name.the_undercover_investigation","Hemlig utredning"
"specials.name.thieving_shot","Tjuvskott"
"specials.name.thorned_slam_dunk","Törnslamdunk"
"specials.name.thousand_cuts","Tusen hugg"
"specials.name.thousand_palm_strikes","Tusen handflatsslag"
"specials.name.three_bandit_mice","Tre banditråttor"
"specials.name.three_blind_mice","Tre blinda möss"
"specials.name.three_little_rams","Tre små baggar"
"specials.name.thresher_worms","Tröskaremaskar"
"specials.name.thrilling_clash","Spännande strid"
"specials.name.throwing_daggers","Kastknivar"
"specials.name.throwing_stars","Kaststjärnor"
"specials.name.thunder_ultimatum","Åskultimatum"
"specials.name.thunderbolt","Ljungeld"
"specials.name.thundering_strike","Åskslag"
"specials.name.thunderstorm","Åskstorm"
"specials.name.thunderstrike","Åskultimatum"
"specials.name.tidal_force","Tidvattenskraft"
"specials.name.tidal_vortex","Tidvattensvirvel"
"specials.name.tidal_wave","Brottsvåg"
"specials.name.tidal_waves","Tidvattenvågor"
"specials.name.tidy_up","Städa upp!"
"specials.name.time_rewind","Spola tillbaka tiden"
"specials.name.timeless_timepiece","Tidlöst ur"
"specials.name.titanbone_chain_slash","Titanbenets kedjehugg"
"specials.name.titanium_antler_attack","Titanhornsattack"
"specials.name.titantooth_blade","Titantandssvärd"
"specials.name.to_the_rescue","Till undsättning!"
"specials.name.tokri_of_resources","Tokri med resurser"
"specials.name.tome_of_the_stag","Hjortens bok"
"specials.name.toon_annihilation","Tecknad utplåning"
"specials.name.toon_athenas_bow","Tecknad Athenas pilbåge"
"specials.name.toon_attack","Tecknad attack"
"specials.name.toon_barrage","Tecknad salva"
"specials.name.toon_bash","Tecknad smäll"
"specials.name.toon_bite","Tecknat bett"
"specials.name.toon_blast","Tecknad explosion"
"specials.name.toon_brew","Tecknad brygd"
"specials.name.toon_chop","Tecknat slag"
"specials.name.toon_cleave","Tecknat hugg"
"specials.name.toon_counter","Tecknad kontring"
"specials.name.toon_cut","Tecknat hugg"
"specials.name.toon_finisher","Tecknad nådastöt"
"specials.name.toon_fury","Tecknad ilska"
"specials.name.toon_hit","Tecknad träff"
"specials.name.toon_jolt","Tecknad stöt"
"specials.name.toon_lament","Tecknad klagan"
"specials.name.toon_link","Tecknad länk"
"specials.name.toon_mirror","Tecknad spegel"
"specials.name.toon_mist","Tecknad dimma"
"specials.name.toon_of_the_depths","Tecknad djupets kejsarinna"
"specials.name.toon_of_the_seas","Tecknad havsfigur"
"specials.name.toon_prowess","Tecknad talang"
"specials.name.toon_riposte","Tecknad ripost"
"specials.name.toon_shot","Tecknat skott"
"specials.name.toon_slam","Tecknad smäll"
"specials.name.toon_slash","Tecknat hack"
"specials.name.toon_stab","Tecknat hugg"
"specials.name.toon_stars","Tecknade stjärnor"
"specials.name.toon_storm","Tecknad storm"
"specials.name.toon_strike","Tecknat anfall"
"specials.name.toon_traps","Tecknade fällor"
"specials.name.toon_ultimatum","Tecknat ultimatum"
"specials.name.toon_vines","Tecknade vinrankor"
"specials.name.toon_wave","Tecknad våg"
"specials.name.toon_waza","Tecknad färdighet"
"specials.name.toonball","Tecknad boll"
"specials.name.tooncry","Tecknat rop"
"specials.name.toonpower_pulverizer","Tecknad pulvriseringskraft"
"specials.name.toons_luck","Tecknad lycka"
"specials.name.toons_order","Tecknade sällskapet"
"specials.name.toontastic_feast","Tecknad festmåltid"
"specials.name.toontastic_fog","Omtecknad dimma"
"specials.name.toontastic_link","Omtecknad länk"
"specials.name.toontastic_protection","Tecknat skydd"
"specials.name.toontastic_pulverizer","Tecknad pulvriserare"
"specials.name.toontastic_riposte","Tecknad kanonkontring"
"specials.name.toontastic_smash","Omtecknad smäll"
"specials.name.toontastic_strike","Omtecknat slag"
"specials.name.total_beatdown","Storstryk"
"specials.name.tough_love","Kärlekskanon"
"specials.name.towers_curse","Sandblåst"
"specials.name.toxic_berry_blast","Giftigt bärskott"
"specials.name.toxic_bile","Giftig galla"
"specials.name.toxic_flames","Giftiga flammor"
"specials.name.toxic_fumes","Giftiga ångor"
"specials.name.toxic_gas_cloud","Giftigt gasmoln"
"specials.name.toxic_headbutt","Giftig skallning"
"specials.name.toxic_incense","Giftig rökelse"
"specials.name.toxic_spit","Giftigt spott"
"specials.name.toxic_stinger","Gifttagg"
"specials.name.toxic_traps","Giftfällor"
"specials.name.toxic_tricks","Giftiga knep"
"specials.name.toxicadendra","Påskyndad tillväxt"
"specials.name.trainer_blast","Tränarskott"
"specials.name.trainer_slash","Tränaranfall"
"specials.name.tranquil_mist","Stilla dimma"
"specials.name.transcendental_charge","Överstigande laddning"
"specials.name.transcendental_frame","Överstigande flamma"
"specials.name.transfigure","Transformera"
"specials.name.travelers_snack","Resenärens mellanmål"
"specials.name.treasure_ale","Skattöl"
"specials.name.trial_of_darkness","Mörkrets prövning"
"specials.name.trial_of_fauna","Faunans prövning"
"specials.name.trial_of_fire","Eldens prövning"
"specials.name.trial_of_flames","Lågornas prövning"
"specials.name.trial_of_flora","Florans prövning"
"specials.name.trial_of_frost","Frostens prövning"
"specials.name.trial_of_ice","Isens prövning"
"specials.name.trial_of_nature","Naturens prövning"
"specials.name.trial_of_pain","Smärtans prövning"
"specials.name.trial_of_the_moon","Månens prövning"
"specials.name.trial_of_the_sun","Solens prövning"
"specials.name.trial_of_the_waters","Vattnets prövning"
"specials.name.tribal_rage","Stammens ilska"
"specials.name.tribal_rage_pve","Stammens ilska"
"specials.name.trick_of_the_trade","Branschknep"
"specials.name.trickster_grenades","Skojargranater"
"specials.name.tricksters_buff","Flaska"
"specials.name.tricksters_damage","Svärd"
"specials.name.tricksters_exchange","Bedragarens list"
"specials.name.tricksters_lullaby","Bedragarens vaggvisa"
"specials.name.tricksters_malice","Lömskhetens illvilja"
"specials.name.tricksters_mischief","Den sluges list"
"specials.name.tricksters_negative","Frys"
"specials.name.tricksters_transformation","Den sluges förvandling"
"specials.name.triple_stab","Trippelhugg"
"specials.name.triumph_of_strategy","Strategins triumf"
"specials.name.tropical_ambush","Tropiskt bakhåll"
"specials.name.tumbling_dragon","Rumlande drake"
"specials.name.tumbling_dragon2","Rumlande drake"
"specials.name.turquoise_falcon","Turkos falk"
"specials.name.twilight_of_crimes","Brottsskymning"
"specials.name.twilight_of_ruin","Undergångens skymning"
"specials.name.twilight_of_sorrow","Sorgens skymning"
"specials.name.twilight_star_strike","Skymningstjärnanfall"
"specials.name.twilight_tricks","Skymningstrick"
"specials.name.twist_of_fate","Ödets nyck"
"specials.name.twist_of_fate_minor","Skruvat öde"
"specials.name.twostep_swing","Tvåstegssving"
"specials.name.ultimate_giftsack","Den ultimata presentpåsen"
"specials.name.unbreakable_brawler","Obeveklig kämpe"
"specials.name.unbroken_assault","Obrutet angrepp"
"specials.name.unchained_jaws","Vilda käkar"
"specials.name.unchained_jaws_ultimate_boss","Vilda käkar"
"specials.name.undead_obliteration","Odöd förintare"
"specials.name.undead_penance_poetic","Odöd botgöring"
"specials.name.undead_rage","Besvärjelsepil"
"specials.name.undead_razer","Odödas förgörare"
"specials.name.under_the_surf","Under bränningarna"
"specials.name.underwater_magma_cube","Undervattensmagmakub"
"specials.name.underwater_riddle","Undervattensgåta"
"specials.name.undying_heads","Odöende huvuden"
"specials.name.undying_heads_ultimate_boss","Hydrahuvuden"
"specials.name.undying_incantation","Odödlig besvärjelse"
"specials.name.undying_summon","Odödlig åkallelse"
"specials.name.unerring_course","Stadig kurs"
"specials.name.unfeeling_assailing","Känslolöst anfall"
"specials.name.unhallowed_spirits","Ohelgade andar"
"specials.name.unholy_light","Oheligt ljus"
"specials.name.unholy_power","Ohelig kraft"
"specials.name.unholy_rain","Oheligt regn"
"specials.name.unite_and_oppose","Motstånd och omstörtning"
"specials.name.unnatural_pact","Vitalitetsslukare"
"specials.name.unrelenting_hunter","Obeveklig jägare"
"specials.name.unrelenting_riposte","Skoningslös ripost"
"specials.name.unstoppable_charge","Ostoppbar rusning"
"specials.name.unstoppable_growl","Ostoppbart morrande"
"specials.name.unwavering_devotion","Obeveklig hängivenhet"
"specials.name.unwavering_devotion_pve","Obeveklig hängivenhet"
"specials.name.unwavering_focus","Orubbligt fokus"
"specials.name.unyielding_protector","Orubblig beskyddare"
"specials.name.unyielding_stance","Orubblig ställning"
"specials.name.unyielding_sword","Orubbligt svärd"
"specials.name.urgent_gift_delivery","Brådskande gåvoleverans"
"specials.name.ursine_protection","Björnens skydd"
"specials.name.valiant_lunge","Tappert utfall"
"specials.name.valkyrie_charge","Valkyriskt anfall"
"specials.name.valkyrie_defense","Valkyriskt försvar"
"specials.name.valkyrie_resistance","Valkyriskt motstånd"
"specials.name.valkyrie_rush","Valkyrisk rusning"
"specials.name.valkyries_fortitude","Valkyrians tapperhet"
"specials.name.valorant_strike","Tappert anfall"
"specials.name.valuable_contribution","Värdefullt bidrag"
"specials.name.vampire_killer","Vampyrdödare"
"specials.name.vampiric_cleave","Vampyrhugg"
"specials.name.vampiric_curse","Vampyrförbannelse"
"specials.name.vampiric_heist","Vampyrstöld"
"specials.name.vampiric_touch","Vampyrberöring"
"specials.name.vanguard_of_passion","Passionens förtrupp"
"specials.name.vantage_point","Utsiktsplats"
"specials.name.vapors_of_the_underworld","Dödsrikets ångor"
"specials.name.vast_ward","Robust väktare"
"specials.name.vengeance_of_owlhalla","Ugglehalls hämnd"
"specials.name.vengeful_backstab","Hämndlystet rygghugg"
"specials.name.vengeful_scythe","Hämndlysten lie"
"specials.name.venom_slash","Gifthugg"
"specials.name.venomfang_concoction","Gifttandsblandning"
"specials.name.venomous_claws","Giftiga klor"
"specials.name.venomous_jab","Giftig jabb"
"specials.name.venomous_spores","Giftiga sporer"
"specials.name.venomous_sting_dragon_pve","Giftigt stick"
"specials.name.verdant_mirror","Grönskande spegel"
"specials.name.verdant_trap","Grönskande fälla"
"specials.name.vertical_slash","Vertikalt hugg"
"specials.name.vicious_axe","Våldsam yxa"
"specials.name.vicious_cyclone","Våldsam cyklon"
"specials.name.vicious_strike","Våldsamt slag"
"specials.name.vicious_trap","Våldsam fälla"
"specials.name.vigilante_punch","Vigilantslag"
"specials.name.vigorous_aegis","Livligt skydd"
"specials.name.vigorous_villanelle","Spänstig villanelle"
"specials.name.vile_blessing","Försvagande förbannelse"
"specials.name.villain_swing","Skurksving"
"specials.name.viper_blade","Huggormsklinga"
"specials.name.viper_blade_costume_bear_slayer","Björnklinga"
"specials.name.viscous_shield_justico","Seg sköld"
"specials.name.vitalizing_show","Upplivande spektakel"
"specials.name.vitrail_flames","Vitrailflammor"
"specials.name.viziers_curse","Sandblåst"
"specials.name.voice_of_authority","Auktoritetens röst"
"specials.name.void_blast","Explosion ur intet"
"specials.name.void_bomb","Tomrumsbomb"
"specials.name.void_orb_dragon_pve","Tomrumsklot"
"specials.name.voidshield","Tomhetssköld"
"specials.name.volatile_crystal_conduit","Instabil kristallkanal"
"specials.name.volcanic_blast","Vulkanisk smäll"
"specials.name.volcanic_boulders","Vulkanstenar"
"specials.name.volcanic_eruption","Vulkanutbrott"
"specials.name.volcanic_explosion","Vulkanisk explosion"
"specials.name.volcanic_flareup","Vulkanflamma"
"specials.name.volcanic_rush","Vulkanisk rusning"
"specials.name.volcanic_shell","Vulkaniskt skal"
"specials.name.volcanic_tantrum","Tecknad explosion"
"specials.name.voluminous_vigor","Gemensam livskraft"
"specials.name.wall_of_ice","Ismur"
"specials.name.wall_of_ki","Ki-mur"
"specials.name.wall_of_ki2","Ki-mur"
"specials.name.wall_of_swords","Svärdmur"
"specials.name.wallet_pulverizer","Pulveriserande abakus"
"specials.name.wand_of_mana_control","Manatrollspöskontroll"
"specials.name.wand_of_mana_trickery","Manatrickens trollspö"
"specials.name.wandering_star_shot","Vandrande stjärnskott"
"specials.name.war_feast","Krigsfest"
"specials.name.war_song","Krigssång"
"specials.name.warcry","Stridsrop"
"specials.name.warcry_of_the_hunt","Jaktens stridsrop"
"specials.name.warcry_of_the_jungle","Djungelns krigsvrål"
"specials.name.warding_off_evil","Håller ondskan stången"
"specials.name.warped_timepiece","Förvrängt ur"
"specials.name.watchful_duty","Vaksam plikt"
"specials.name.water_jet_dragon_pve","Vattenstråle"
"specials.name.waters_of_nourishment","Näringens vatten"
"specials.name.watery_grave","Vattengrav"
"specials.name.weakening_strike","Försvagande slag"
"specials.name.web_of_spies","Spionnät"
"specials.name.welding_sweep_dragon_pve","Svetssvep"
"specials.name.whimsical_aid","Knasig hjälp"
"specials.name.whirlpool","Strömvirvel"
"specials.name.whirlpool_dash","Virvelrus"
"specials.name.whirlwind_blows","Stormslag"
"specials.name.whispers_of_xulu","Xulus viskningar"
"specials.name.whiteout","Vite"
"specials.name.wicked_witchcraft","Ondskefull häxkonst"
"specials.name.wide_slash","Vilt hugg"
"specials.name.widows_kiss","Änkans kyss"
"specials.name.wild_cleave","Vilt hugg"
"specials.name.wild_growth","Vild tillväxt"
"specials.name.will_of_fire","Vilja av eld"
"specials.name.wily_wisps","Lömska irrbloss"
"specials.name.wind_gospel","Vindgospel"
"specials.name.wind_prayer","Vindbön"
"specials.name.wings_of_destruction_pve","Förödelsens vingar"
"specials.name.wings_of_force","Kraftens vingar"
"specials.name.wings_of_frost","Frostens vingar"
"specials.name.wings_of_laceration","Sönderslitningens vingar"
