"specials.name.a_cozy_break","舒适小憩"
"specials.name.stalwart_to_the_end","坚定不移"
"specials.name.standing_fortress","不动堡垒"
"specials.name.standing_fortress3","不动堡垒"
"specials.name.star_construct","星体构建"
"specials.name.star_trail","星之轨迹"
"specials.name.starplay","星之游戏"
"specials.name.stately_retribution","庄严回报"
"specials.name.steel_rush","钢铁突袭"
"specials.name.stellar_beam","恒星光波"
"specials.name.sticky_express","粘糊快递"
"specials.name.sticky_spear","粘糊长矛"
"specials.name.stiletto_cyclone","匕首旋风"
"specials.name.stolen_tarts","失窃的馅饼"
"specials.name.stomp","重踏"
"specials.name.stone_skin","英灵羁绊"
"specials.name.storm_of_blades","利刃风暴"
"specials.name.strange_incense","奇效异香"
"specials.name.strategic_slash","空中截击"
"specials.name.strength_of_the_accursed","受咒者之力"
"specials.name.strength_of_the_benemoth","巨神之力"
"specials.name.strength_of_the_volcano","火山之力"
"specials.name.strengthening_draught","力量灵药"
"specials.name.strengthening_smash","强化碎击"
"specials.name.strict_standards","铁律如山"
"specials.name.strike_and_support","攻击支援"
"specials.name.strike_from_the_shadows","暗影一击"
"specials.name.strike_from_the_skies","苍穹一击"
"specials.name.strike_of_a_thousand_howls","千嚎之击"
"specials.name.strike_of_the_ancients","远古打击"
"specials.name.strike_of_the_cobra","毒蛇突袭"
"specials.name.strike_of_the_monolith","方碑打击"
"specials.name.strike_of_the_toons","卡通之击"
"specials.name.strike_of_the_underworld","冥界之击"
"specials.name.struck_by_thunder","天降轰雷"
"specials.name.stubby_reap","割人手短"
"specials.name.stunning_blow","麻痹粉碎"
"specials.name.stunning_spear","眩晕之矛"
"specials.name.stunning_steel","震慑斩"
"specials.name.stunning_strike","震慑之击"
"specials.name.stupendous_break_in","穿窬之盗"
"specials.name.sturdy_riposte","壮力还击"
"specials.name.subduing_strike","制伏打击"
"specials.name.sublime_pastry","可疑糕点"
"specials.name.sudden_attack","倏然突袭"
"specials.name.suffocating_smoke","窒息浓烟"
"specials.name.suffocating_smoke2","窒息浓烟"
"specials.name.suffocating_smoke3","窒息浓烟"
"specials.name.sugar_rush","血糖陡升"
"specials.name.summer_carol","夏日颂歌"
"specials.name.summers_end","极寒终结"
"specials.name.summon_ballerina_fiend","召唤芭蕾舞者"
"specials.name.summon_celestial_guardians","召唤守护神"
"specials.name.summon_rock_golems","召唤石魔像"
"specials.name.summon_sand_golems","召唤沙魔像"
"specials.name.summon_temple_guardians","召唤神殿守护者"
"specials.name.sunken_abyss","沉没深渊"
"specials.name.sunken_magma_cube","沉没熔岩魔方"
"specials.name.sunscreen_blast","防晒霜轰炸"
"specials.name.sunstone_glare_dragon_pve","日石眩光"
"specials.name.super_duper_spray","超级诡诈喷雾"
"specials.name.super_porridge","超级稀饭"
"specials.name.superb_sake","一流清酒"
"specials.name.supercharged_fireball_dragon_pve","超能火球"
"specials.name.supernova","超新星"
"specials.name.supernova_boss_phase1","超新星"
"specials.name.supernova_boss_phase2","永恒超新星"
"specials.name.suppressing_ki","抑制之气"
"specials.name.sure_fire_combustion","势如烈火"
"specials.name.surprise_goo","惊喜粘物！"
"specials.name.suspicious_stew","可疑炖菜"
"specials.name.swamp_skin","沼泽皮肤"
"specials.name.sweet_berry_blast_dragon_pve","甜浆果爆破"
"specials.name.sweet_dreams","甜美梦乡"
"specials.name.swift_little_friends","迅捷小友"
"specials.name.swift_stingers","迅捷毒刺"
"specials.name.swooping_support","俯冲支援"
"specials.name.swooping_talon","俯冲利爪"
"specials.name.sword_barricade","刀锋壁垒"
"specials.name.sword_dance","剑舞"
"specials.name.sword_of_swan_song","天鹅挽歌之剑"
"specials.name.sword_of_wei","魏刀"
"specials.name.sylvan_blessings","森林祝福"
"specials.name.symphonic_pulverizer","粉碎交响"
"specials.name.tackle","应风披靡"
"specials.name.tactical_cut","战术之斩"
"specials.name.tail_bash","尾巴狂击"
"specials.name.tail_slam","甩尾重击"
"specials.name.tail_slam_deadly","甩尾重击"
"specials.name.tail_sting","尾刺"
"specials.name.tail_sting_deadly","尾刺"
"specials.name.tainted_axe","腐坏斧头"
"specials.name.tambourine_solo","手鼓独奏"
"specials.name.tangy_berry_blast_dragon_pve","咸浆果爆破"
"specials.name.tantrum_of_forest","卡通愤怒"
"specials.name.teeth_of_the_river","河之獠牙"
"specials.name.tempered_blade","回火利刃"
"specials.name.tentacle_jab","触手突刺"
"specials.name.tentacle_slash","触手斩击"
"specials.name.terrifying_screech","恐惧尖啸"
"specials.name.terror_shriek","恐惧尖叫"
"specials.name.testudo_rock","陆龟巨石"
"specials.name.testudo_roll","陆龟翻滚"
"specials.name.testudo_roll_deadly","陆龟翻滚"
"specials.name.the_call_to_hibernate","冬眠的呼唤"
"specials.name.the_dukes_investigation","公爵彻查"
"specials.name.the_eagles_blessing","鹰之祝福"
"specials.name.the_mighty_crescendo","渐强升华"
"specials.name.the_perfect_throw","完美一掷"
"specials.name.the_queens_radiance","女王的容光"
"specials.name.the_queens_speech","王后致辞"
"specials.name.the_two_sides_of_the_moon","月之两面"
"specials.name.thorned_slam_dunk","荆棘暴扣"
"specials.name.thousand_cuts","千刀万剐"
"specials.name.thousand_palm_strikes","千手如来掌"
"specials.name.three_bandit_mice","三只鼠匪"
"specials.name.three_blind_mice","三只瞎眼老鼠"
"specials.name.three_little_rams","三头小公羊"
"specials.name.thresher_worms","长尾蠕虫"
"specials.name.thrilling_clash","恐惧冲撞"
"specials.name.throwing_daggers","投掷匕首"
"specials.name.throwing_stars","投掷飞镖"
"specials.name.thunder_ultimatum","雷电通牒"
"specials.name.thunderbolt","闪电箭"
"specials.name.thundering_strike","雷霆一击"
"specials.name.thunderstorm","闪电风暴"
"specials.name.thunderstrike","雷电通牒"
"specials.name.tidal_force","潮汐之力"
"specials.name.tidal_vortex","潮汐漩涡"
"specials.name.tidal_wave","盗贼浪潮"
"specials.name.tidal_waves","海啸"
"specials.name.tidy_up","收拾收拾！"
"specials.name.time_rewind","时光倒流"
"specials.name.timeless_timepiece","永恒时钟"
"specials.name.titanbone_chain_slash","泰坦骨锁链挥击"
"specials.name.titantooth_blade","巨牙利刃"
"specials.name.to_the_rescue","紧急救援！"
"specials.name.tome_of_the_stag","雄鹿之书"
"specials.name.toon_attack","卡通攻击"
"specials.name.toon_barrage","卡通连击"
"specials.name.toon_bite","卡通撕咬"
"specials.name.toon_brew","卡通酿酒"
"specials.name.toon_chop","卡通斩击"
"specials.name.toon_cleave","卡通劈砍"
"specials.name.toon_counter","卡通和计数"
"specials.name.toon_cut","卡通切割"
"specials.name.toon_finisher","卡通终结者"
"specials.name.toon_fury","卡通之怒"
"specials.name.toon_hit","卡通之击"
"specials.name.toon_jolt","卡通电击"
"specials.name.toon_link","卡通连接"
"specials.name.toon_mist","卡通迷雾"
"specials.name.toon_riposte","卡通反击"
"specials.name.toon_shot","卡通射击"
"specials.name.toon_slam","卡通重击"
"specials.name.toon_slash","卡通斩"
"specials.name.toon_stab","卡通刺"
"specials.name.toon_stars","卡通之星"
"specials.name.toon_storm","卡通风暴"
"specials.name.toon_traps","卡通陷阱"
"specials.name.toon_ultimatum","卡通通牒"
"specials.name.toon_vines","卡通藤蔓"
"specials.name.toonball","卡通球"
"specials.name.tooncry","卡通战嚎"
"specials.name.toonpower_pulverizer","卡通之力粉碎者"
"specials.name.toons_order","卡通号令"
"specials.name.toontastic_fog","卡通梦幻迷雾"
"specials.name.toontastic_link","卡通梦幻连结"
"specials.name.toontastic_pulverizer","卡通梦幻粉碎者"
"specials.name.toontastic_riposte","卡通梦幻反击"
"specials.name.toontastic_smash","卡通梦幻冲撞"
"specials.name.toontastic_strike","卡通梦幻攻击"
"specials.name.total_beatdown","强袭猛攻"
"specials.name.tough_love","爱情大炮"
"specials.name.towers_curse","飞沙狂风"
"specials.name.toxic_berry_blast","毒莓爆炸"
"specials.name.toxic_bile","剧毒胆汁"
"specials.name.toxic_flames","剧毒焰火"
"specials.name.toxic_fumes","剧毒烟雾"
"specials.name.toxic_gas_cloud","毒气云"
"specials.name.toxic_headbutt","剧毒头槌"
"specials.name.toxic_incense","剧毒熏香"
"specials.name.toxic_spit","有毒唾液"
"specials.name.toxic_stinger","剧毒叮噬"
"specials.name.toxic_traps","剧毒陷阱"
"specials.name.toxic_tricks","剧毒诡计"
"specials.name.toxicadendra","加速增长"
"specials.name.trainer_blast","训练师爆破"
"specials.name.trainer_slash","虎卫侵袭"
"specials.name.tranquil_mist","安谧迷雾"
"specials.name.transcendental_charge","超然冲锋"
"specials.name.transcendental_frame","超自然洗礼"
"specials.name.transfigure","改头换面"
"specials.name.travelers_snack","旅行者零食"
"specials.name.treasure_ale","珍宝酒酿"
"specials.name.trial_of_darkness","暗黑试炼"
"specials.name.trial_of_fauna","动物试炼"
"specials.name.trial_of_fire","烈火试炼"
"specials.name.trial_of_flames","烈焰试炼"
"specials.name.trial_of_flora","植物试炼"
"specials.name.trial_of_frost","冰霜试炼"
"specials.name.trial_of_ice","冰雪试炼"
"specials.name.trial_of_nature","自然试炼"
"specials.name.trial_of_pain","痛苦试炼"
"specials.name.trial_of_the_moon","月之试炼"
"specials.name.trial_of_the_sun","日之试炼"
"specials.name.trial_of_the_waters","水之试炼"
"specials.name.tribal_rage","部落狂怒"
"specials.name.tribal_rage_pve","部落狂怒"
"specials.name.trick_of_the_trade","交易之道"
"specials.name.trickster_grenades","狡诈手雷"
"specials.name.tricksters_buff","瓶子"
"specials.name.tricksters_damage","刀剑"
"specials.name.tricksters_exchange","戏法师金牌手"
"specials.name.tricksters_lullaby","戏法师的催眠曲"
"specials.name.tricksters_malice","戏法师的怨怒"
"specials.name.tricksters_mischief","戏法师的灾祸"
"specials.name.tricksters_negative","冰冻"
"specials.name.tricksters_transformation","戏法师的变身"
"specials.name.triple_stab","三重刺击"
"specials.name.triumph_of_strategy","战略制胜"
"specials.name.tropical_ambush","热带伏击"
"specials.name.tumbling_dragon","龙腾虎踞"
"specials.name.tumbling_dragon2","龙腾虎踞"
"specials.name.turquoise_falcon","绿松猎隼"
"specials.name.twilight_of_crimes","罪恶黄昏"
"specials.name.twilight_of_ruin","毁灭黄昏"
"specials.name.twilight_of_sorrow","暮色神伤"
"specials.name.twilight_star_strike","暮星打击"
"specials.name.twilight_tricks","暮色之术"
"specials.name.twist_of_fate","命运缠旋"
"specials.name.twist_of_fate_minor","扭曲命运"
"specials.name.twostep_swing","两步摇摆"
"specials.name.ultimate_giftsack","终极礼袋"
"specials.name.unbreakable_brawler","无敌斗士"
"specials.name.unbroken_assault","不间断攻击"
"specials.name.unchained_jaws","不羁之颚"
"specials.name.unchained_jaws_ultimate_boss","不羁之颚"
"specials.name.undead_obliteration","不死毁灭者"
"specials.name.undead_penance_poetic","亡灵忏悔"
"specials.name.undead_rage","咒语之箭"
"specials.name.undead_razer","不死蝰蛇"
"specials.name.under_the_surf","浪潮之下"
"specials.name.underwater_magma_cube","深海熔岩魔方"
"specials.name.underwater_riddle","水下谜语"
"specials.name.undying_heads","不死之颅"
"specials.name.undying_heads_ultimate_boss","多头蛇之首"
"specials.name.undying_incantation","不死者魔咒"
"specials.name.undying_summon","不死者召唤"
"specials.name.unerring_course","准确航向"
"specials.name.unfeeling_assailing","冷血突袭"
"specials.name.unhallowed_spirits","不洁神灵"
"specials.name.unholy_light","罪恶之光"
"specials.name.unholy_power","渎神之力"
"specials.name.unholy_rain","罪恶之雨"
"specials.name.unite_and_oppose","摧枯拉朽"
"specials.name.unnatural_pact","火力吞噬者"
"specials.name.unrelenting_hunter","冷酷猎手"
"specials.name.unrelenting_riposte","冷酷反击"
"specials.name.unstoppable_charge","无敌冲锋"
"specials.name.unstoppable_growl","巨威咆哮"
"specials.name.unwavering_devotion","坚定奉献"
"specials.name.unwavering_devotion_pve","坚定奉献"
"specials.name.unwavering_focus","坚定聚焦"
"specials.name.unyielding_protector","不屈守卫"
"specials.name.unyielding_sword","不屈之剑"
"specials.name.ursine_protection","野熊守护"
"specials.name.valiant_lunge","英勇猛冲"
"specials.name.valkyrie_charge","女武神冲锋"
"specials.name.valkyrie_defense","女武神防御"
"specials.name.valkyrie_resistance","女武神抵抗"
"specials.name.valkyrie_rush","女武神突袭"
"specials.name.valkyries_fortitude","女武神的坚毅"
"specials.name.valorant_strike","无畏之击"
"specials.name.valuable_contribution","宝贵贡献"
"specials.name.vampire_killer","吸血鬼杀手"
"specials.name.vampiric_cleave","吸血劈斩"
"specials.name.vampiric_curse","吸血诅咒"
"specials.name.vampiric_heist","吸血盗团"
"specials.name.vampiric_touch","吸血之触"
"specials.name.vanguard_of_passion","激情先锋"
"specials.name.vantage_point","绝佳视角"
"specials.name.vapors_of_the_underworld","冥界雾气"
"specials.name.vast_ward","蛮力守卫"
"specials.name.vengeance_of_owlhalla","猫头鹰神殿的复仇"
"specials.name.vengeful_backstab","复仇背刺"
"specials.name.vengeful_scythe","复仇镰刀"
"specials.name.venom_slash","剧毒斩"
"specials.name.venomfang_concoction","毒牙合剂"
"specials.name.venomous_claws","毒液之爪"
"specials.name.venomous_jab","毒刺"
"specials.name.venomous_spores","剧毒孢子"
"specials.name.venomous_sting_dragon_pve","剧毒蜇刺"
"specials.name.verdant_mirror","翠绿镜"
"specials.name.vertical_slash","纵向斩"
"specials.name.vicious_axe","凶残利斧"
"specials.name.vicious_cyclone","恶毒旋风"
"specials.name.vicious_strike","恶毒打击"
"specials.name.vicious_trap","凶险陷阱"
"specials.name.vigilante_punch","侠义拳击"
"specials.name.vigorous_aegis","活力神盾"
"specials.name.vigorous_villanelle","充满活力的薇拉内尔"
"specials.name.vile_blessing","虚弱诅咒"
"specials.name.villain_swing","邪恶摇摆"
"specials.name.viper_blade","丈八蛇矛"
"specials.name.viper_blade_costume_bear_slayer","丈八熊矛"
"specials.name.viscous_shield_justico","粘稠护盾"
"specials.name.vitalizing_show","振奋奇观"
"specials.name.vitrail_flames","彩绘之火"
"specials.name.viziers_curse","飞沙狂风"
"specials.name.voice_of_authority","权威之音"
"specials.name.void_blast","虚空爆裂"
"specials.name.void_bomb","虚空炸弹"
"specials.name.void_orb_dragon_pve","虚空法球"
"specials.name.voidshield","虚空盾"
"specials.name.volcanic_blast","火山爆发"
"specials.name.volcanic_boulders","火山巨石"
"specials.name.volcanic_eruption","火山喷发"
"specials.name.volcanic_explosion","火山喷发"
"specials.name.volcanic_flareup","火山骤燃"
"specials.name.volcanic_rush","火山突袭"
"specials.name.volcanic_shell","火山之壳"
"specials.name.volcanic_tantrum","卡通爆炸"
"specials.name.voluminous_vigor","活力满盈"
"specials.name.wall_of_ice","寒冰之墙"
"specials.name.wall_of_ki","气之墙"
"specials.name.wall_of_ki2","气之墙"
"specials.name.wall_of_swords","剑墙"
"specials.name.wallet_pulverizer","粉碎算盘"
"specials.name.wand_of_mana_control","控法魔杖"
"specials.name.wand_of_mana_trickery","法力戏法杖"
"specials.name.wandering_star_shot","游星射击"
"specials.name.war_feast","死亡筵席"
"specials.name.war_song","战歌"
"specials.name.warcry","战嚎"
"specials.name.warcry_of_the_hunt","狩猎战嚎"
"specials.name.warcry_of_the_jungle","丛林战嚎"
"specials.name.warding_off_evil","驱邪避凶"
"specials.name.warped_timepiece","扭曲钟表"
"specials.name.water_jet_dragon_pve","高压水射"
"specials.name.waters_of_nourishment","滋养之水"
"specials.name.watery_grave","葬身鱼腹"
"specials.name.weakening_strike","虚弱打击"
"specials.name.web_of_spies","间谍密网"
"specials.name.whimsical_aid","天外飞援"
"specials.name.whirlpool","漩涡"
"specials.name.whirlpool_dash","漩涡突刺"
"specials.name.whirlwind_blows","旋风吹拂"
"specials.name.whispers_of_xulu","苏鲁的低语"
"specials.name.whiteout","白雪茫茫"
"specials.name.wicked_witchcraft","邪恶巫术"
"specials.name.wide_slash","宽刀斩"
"specials.name.widows_kiss","孀妇之吻"
"specials.name.wild_cleave","狂野劈砍"
"specials.name.wild_growth","狂野生长"
"specials.name.will_of_fire","烈火意志"
"specials.name.wily_wisps","狡猾精灵"
"specials.name.wind_gospel","疾风福音"
"specials.name.wind_prayer","疾风祷告"
"specials.name.wings_of_destruction_pve","毁灭之翼"
"specials.name.wings_of_force","力量之翼"
"specials.name.wings_of_frost","寒霜之翼"
"specials.name.wings_of_laceration","撕裂之翼"
"specials.name.wings_of_recovery","恢复之翼"
"specials.name.wings_of_shadow","暗影之翼"
"specials.name.wings_of_thorn","荆棘之翼"
"specials.name.wisdom_of_the_gnomes","地精的智慧"
"specials.name.wise_mans_counsel","贤者谏言"
"specials.name.witch_killer","巫师杀手"
"specials.name.witch_slayer","巫师刽子手"
"specials.name.withering_seasons","季节凋零"
"specials.name.wolf_bite","狼之撕咬"
"specials.name.word_of_queen","女王之命"
"specials.name.word_of_skies","苍天之命"
"specials.name.worm_bite","幼虫啃噬"
"specials.name.wounding_strike","创伤之击"
"specials.name.wrap","掩护"
"specials.name.wrath_of_fate","命运之怒"
"specials.name.wrath_of_frozen_soul","冰魂之怒"
"specials.name.wrath_of_the_ancient","远古之怒"
"specials.name.wrath_of_the_nine_beaks","九喙之怒"
"specials.name.wrath_of_tundra","苔原之怒"
"specials.name.wrathful_sting","暴怒之刺"
"specials.name.wrenching_strike","钻心斩"
"specials.name.xenda_special","冥界炽焰"
"specials.name.xenda_special_costume","冥界火焰"
"specials.name.yellow_beetloid_bite","黄色甲虫怪噬咬"
"specials.name.yellow_signs","黄色警示"
"specials.name.yurei","幽灵"
"specials.name.zombie_curse","僵尸护佑"
"specials.name.zombie_invocation","僵尸咒语"
"specials.name.zooming_lunge","疾影冲刺"
