"specials.name.a_cozy_break","心地よきひと休憩"
"specials.name.scarab_barrage","スカラベの集中攻撃"
"specials.name.scarab_blitz","スカラベの急襲"
"specials.name.scarab_bombardment","コガネムシの爆撃"
"specials.name.scarab_rush","スカラベ ラッシュ"
"specials.name.scarab_throw","コガネムシの一投"
"specials.name.scavenging_dash","走り漁り"
"specials.name.scepter_of_bundelkhand","ブンデルカンドの笏"
"specials.name.scepter_of_constellations","星座の笏"
"specials.name.scion_sword","末裔の剣"
"specials.name.scion_sword_costume_white_raven","継承者の刃"
"specials.name.scorching_orb","灼熱のオーブ"
"specials.name.scoundrel_swing","ならず者のスイング"
"specials.name.scourge_of_joy","喜びの災い"
"specials.name.scourge_of_the_strong","強き者の罰"
"specials.name.scouts_spyglass","偵察員の望遠鏡"
"specials.name.scroll_of_equations","平等の巻物"
"specials.name.scroll_of_fellowship","連帯の巻物"
"specials.name.scroll_of_navigation","航海の巻物"
"specials.name.scroll_of_new_beginnings","新たな始まりの巻物"
"specials.name.scroll_of_spite","悪意の巻物"
"specials.name.scythe_of_sorceries","魔法の大鎌"
"specials.name.seabed_pirouette","海底のピルエット"
"specials.name.seabed_sissonne","海底のシソンヌ"
"specials.name.seal_of_ares","アレスの印"
"specials.name.seal_of_fire","炎の封形"
"specials.name.searing_frost","焼け付きの霜"
"specials.name.searing_strike","力強い一撃"
"specials.name.seastar_burst","爆発ヒトデ"
"specials.name.seaweed_flail","海藻のフレイル"
"specials.name.second_skin","セカンドスキン"
"specials.name.seeking_shots","追求の銃撃"
"specials.name.self_preservation","本能の自衛"
"specials.name.sense_of_wonder","驚異の念"
"specials.name.serenade_of_sedition","暴動のセレナーデ"
"specials.name.servants_aid","従者の援護"
"specials.name.set_phase2","解き放たれた闇"
"specials.name.set_phase3","最後の抵抗"
"specials.name.severed_seal","切り裂かれた封印"
"specials.name.severing_strike","切り裂く一撃"
"specials.name.sewing_back_together","縫合して元通り"
"specials.name.shackles_of_the_sea","海の足かせ"
"specials.name.shade_cloak","影のマント"
"specials.name.shadow_link","スティールリンク"
"specials.name.shadow_lunge","影の突き刺し"
"specials.name.shadow_monster_form","エルドリッチの斬撃"
"specials.name.shadow_sidestep","シャドウ サイドステップ"
"specials.name.shadow_strike","シャドウ ストライキ"
"specials.name.shadow_sweep","シャドウスイープ"
"specials.name.shady_concerto","日陰の協奏曲"
"specials.name.shapeshifters_deception","変幻自在の欺き"
"specials.name.shards_of_sun","太陽の欠片"
"specials.name.shared_compassion","分かち合われた同情"
"specials.name.shared_visage","シェア ビゼージ"
"specials.name.shark_bite","サメの噛みつき"
"specials.name.sharp_cut","シャープカット"
"specials.name.sharp_knife","鋭い刃"
"specials.name.sharp_stingers","鋭き毒針"
"specials.name.shatter_psyche","精神の破壊"
"specials.name.shatter_soul","魂砕き"
"specials.name.shattering_shriek","シャッターシュリーク"
"specials.name.shattering_warcry","シャッターウォークライ"
"specials.name.shed_skin","シェッドスキン"
"specials.name.shieldmaidens_protection","楯の乙女の守り"
"specials.name.shifting_mindless_attack","転移マインドレスアタック"
"specials.name.shimmering_shield","煌めきのシールド"
"specials.name.shock_bolt","ショックボルト"
"specials.name.shock_ultimatum","ショックアルテマ"
"specials.name.shocking_news","ショックな知らせ"
"specials.name.shrill_announcement","辛辣な知らせ"
"specials.name.shy_jab_dragon_pve","シャイなジャブ"
"specials.name.sickening_glow","病みの輝き"
"specials.name.sickle_of_eradication","根絶のシックル"
"specials.name.sickle_of_wu","呉の鎌"
"specials.name.sickle_trouble","鎌の問題"
"specials.name.sideswipe","サイドスワイプ"
"specials.name.sigil_of_the_sun","太陽の紋章"
"specials.name.silencing_stick_up","鎮静の突き上げ"
"specials.name.silent_takedown","静かなるテイクダウン"
"specials.name.sinister_enlace","不吉な糸"
"specials.name.sinister_enlace_deadly","不吉な糸"
"specials.name.sinister_siphon","不吉な汲み上げ"
"specials.name.sir_agony","水切り刃"
"specials.name.sir_pain","復讐の鎌"
"specials.name.situational_awareness","状況把握"
"specials.name.sky_attack","スカイ アタック"
"specials.name.skyfall_crumble","滅びの猛雨"
"specials.name.slash_and_support","スラッシュサポート"
"specials.name.slash_of_four_blades","四刃の斬撃"
"specials.name.slash_of_glass_blades","ガラス刃の斬撃"
"specials.name.slash_of_seven_blades","七刃の斬撃"
"specials.name.slash_of_seven_daggers","七短剣の斬撃"
"specials.name.slash_of_seven_toons","7人のアニメ風英雄の斬撃"
"specials.name.slash_of_the_seven_stilettos","七小剣の斬撃"
"specials.name.slaying_stake","殺害の棒杭"
"specials.name.sledge_bash","ソリの突撃"
"specials.name.slice_and_dice","スライスアンドダイス"
"specials.name.slice_and_dice_pve","スライスアンドダイス"
"specials.name.slime_coated_sword","スライムで覆われた剣"
"specials.name.slime_serving","ご馳走スライム"
"specials.name.slime_slap","スライムスラップ"
"specials.name.slimy_balls","スライミーボール"
"specials.name.slingja_attack_chingiriko","スリングアタック"
"specials.name.slumber_spores","眠りの胞子"
"specials.name.slumbering_beatdown","まどろみのビートダウン"
"specials.name.smoldering_tear_dragon_pve","炎くすぶる涙"
"specials.name.smooth_treatment","スムース トリート"
"specials.name.snapping_jaws","食いちぎる顎"
"specials.name.snowlit_slices","雪火の断片"
"specials.name.soaring_blast","ソアリング・ブラスト"
"specials.name.sock_and_block","ソック＆ブロック"
"specials.name.solar_beam","ソーラービーム"
"specials.name.solar_strike","ソーラーストライク"
"specials.name.soldiers_curse","サンドブリーズ"
"specials.name.solid_frozen_fist","氷の鉄拳"
"specials.name.song_of_calamity","惨禍の歌"
"specials.name.song_of_hoot_and_holler","鳴き声の歌"
"specials.name.song_of_regression","退行の嘆き"
"specials.name.song_of_the_morass","苦境の歌"
"specials.name.song_of_the_skies","空の歌"
"specials.name.songs_of_the_cherry_tree","桜の木の唄"
"specials.name.sonic_infusion_arrow","音速の矢"
"specials.name.sonic_roar","音速の咆哮"
"specials.name.sonic_wall","ソニックウォール"
"specials.name.sonorous_spear","轟く槍"
"specials.name.soothing_melody","穏やかなメロディー"
"specials.name.soothing_song","癒やしの歌"
"specials.name.soul_cage","スケルトンサモン"
"specials.name.soul_guardian","魂の守護者"
"specials.name.sour_berry_blast_dragon_pve","サワーベリーブラスト"
"specials.name.sparking_star_slash","きらめく星の斬撃"
"specials.name.sparrow_fury","烈火のスパロウ"
"specials.name.spartan_cleave","スパルタクリーブ"
"specials.name.spartan_slash","豪快な斬撃"
"specials.name.spear_of_blood_pact","血の契りの槍"
"specials.name.spear_of_loyalty","忠誠の槍"
"specials.name.spear_of_shu","蜀の槍"
"specials.name.spearwand_gale","スピアワンドの強風"
"specials.name.spectacular_bite","劇的なひと噛み"
"specials.name.spectral_visions","スペクトラルビジョン"
"specials.name.spectral_wings","亡霊の翼"
"specials.name.spectres_flail","幽霊のフレイル"
"specials.name.spell_lock","呪文封じ"
"specials.name.spell_of_camaraderie","仲間意識の呪文"
"specials.name.spicy_berry_blast_dragon_pve","スパイシーベリーブラスト"
"specials.name.spike_burst","スパイクバースト"
"specials.name.spilled_decoctions","こぼれた煎じ薬"
"specials.name.spirit_arrow","スピリットアロー"
"specials.name.spirit_drain","霊力の枯渇"
"specials.name.spirit_of_spring","春の精"
"specials.name.spirit_of_winter","冬のスピリット"
"specials.name.spirit_rally","スピリットラリー"
"specials.name.spirits_of_the_mountain","山の精霊"
"specials.name.spiritual_unity","麗しき饗宴"
"specials.name.spiritual_wire","スピリチュアルワイヤー"
"specials.name.splintering_shot","分裂ショット"
"specials.name.splintering_shot2","分裂ショット"
"specials.name.spotting_trouble","問題発見"
"specials.name.spreading_gossip","噂の拡散"
"specials.name.spreading_shadow","広がる影"
"specials.name.spreading_traps","拡散トラップ"
"specials.name.sprite_ballad","妖精のバラード"
"specials.name.sprite_hymn","妖精の賛歌"
"specials.name.squeak_of_protection","庇護の金切り声"
"specials.name.squire_strike","大地主の一撃"
"specials.name.squires_squirrel","騎士の従者のリス"
"specials.name.squish_squash_achillea","圧しつぶし"
"specials.name.stab_of_four_blades","四刃の牙突"
"specials.name.staff_of_mana_control","マナ制御の杖"
"specials.name.staff_of_mana_control_pve","マナ制御の杖"
"specials.name.staff_of_the_seastar","ヒトデのこん棒"
"specials.name.staggering_blows","よろめく一撃"
"specials.name.stalling_spell","失速の呪文"
"specials.name.stalling_strike","ストーリング ストライク"
"specials.name.stalwart_rally","猛者の集会"
"specials.name.stalwart_to_the_end","果てし時までの忠誠"
"specials.name.standing_fortress","永遠の要塞"
"specials.name.standing_fortress3","永遠の要塞"
"specials.name.star_construct","スター・コンストラクト"
"specials.name.star_trail","スタートレイル"
"specials.name.starplay","スタープレイ"
"specials.name.stately_retribution","堂々たる報復"
"specials.name.steel_rush","鋼鉄の突進"
"specials.name.stellar_beam","ステラービーム"
"specials.name.sticky_express","粘着の速達"
"specials.name.sticky_spear","粘着の槍"
"specials.name.stiletto_cyclone","スティレットサイクロン"
"specials.name.stolen_tarts","盗まれたタルト"
"specials.name.stomp","踏みつけ"
"specials.name.stone_skin","スピリットリンク"
"specials.name.storm_of_blades","刃の嵐"
"specials.name.strange_incense","奇妙なインセンス"
"specials.name.strategic_slash","鳥類学的な切断"
"specials.name.strength_of_the_accursed","呪われし者の力"
"specials.name.strength_of_the_benemoth","ベヒモスの力"
"specials.name.strength_of_the_volcano","火山の力"
"specials.name.strengthening_draught","通気強化"
"specials.name.strengthening_smash","ストロングスマッシュ"
"specials.name.strict_standards","厳格な基準"
"specials.name.strike_and_support","攻撃と支援"
"specials.name.strike_from_the_shadows","影からの一撃"
"specials.name.strike_from_the_skies","空からの一撃"
"specials.name.strike_of_a_thousand_howls","幾千もの遠吠え"
"specials.name.strike_of_the_ancients","古の迎撃"
"specials.name.strike_of_the_cobra","コブラの一撃"
"specials.name.strike_of_the_monolith","モノリスの一撃"
"specials.name.strike_of_the_toons","コミックの一撃"
"specials.name.strike_of_the_underworld","アンダーワールドの一撃"
"specials.name.struck_by_thunder","落雷直撃"
"specials.name.stubby_reap","スタビー・リープ"
"specials.name.stunning_blow","マヒの一撃"
"specials.name.stunning_spear","スタンニング スピア"
"specials.name.stunning_steel","スタンスチール"
"specials.name.stunning_strike","スタンニング ストライク"
"specials.name.stupendous_break_in","スチューペンダス・ブレイクイン"
"specials.name.sturdy_riposte","不屈即妙"
"specials.name.stylish_chop","スタイリッシュチョップ"
"specials.name.stylish_counterattack","スタイリッシュな反撃"
"specials.name.stylish_eruption","スタイリッシュな噴火"
"specials.name.stylish_fireball","スタイリッシュファイヤーボール"
"specials.name.stylish_heal","スタイリッシュヒール"
"specials.name.stylish_pulverizer","スタイリッシュパルヴェライザー"
"specials.name.stylish_slash","スタイリッシュな斬撃"
"specials.name.stylish_spear","スタイリッシュスピア"
"specials.name.stylish_strike","スタイリッシュな一撃"
"specials.name.stylish_strike_caedmon","スタイリッシュな一撃"
"specials.name.stylish_warcry","スタイリッシュな雄叫び"
"specials.name.subduing_strike","鎮圧の一撃"
"specials.name.sublime_pastry","怪しいパン菓子"
"specials.name.sudden_attack","奇襲攻撃"
"specials.name.suffocating_smoke","窒息の煙"
"specials.name.suffocating_smoke2","窒息の煙"
"specials.name.suffocating_smoke3","窒息の煙"
"specials.name.sugar_rush","シュガーラッシュ"
"specials.name.summer_carol","夏の祝歌"
"specials.name.summers_end","凍結のフィナーレ"
"specials.name.summon_ballerina_fiend","バレリーナのサモン"
"specials.name.summon_celestial_guardians","天の守護者の召喚"
"specials.name.summon_rock_golems","ロックゴーレムの召喚"
"specials.name.summon_sand_golems","サンドゴーレムサモン"
"specials.name.summon_temple_guardians","寺院の守護者サモン"
"specials.name.sunken_abyss","沈みし深淵"
"specials.name.sunken_magma_cube","沈みしマグマのキューブ"
"specials.name.sunscreen_blast","日焼け止めバースト"
"specials.name.sunstone_glare_dragon_pve","太陽石の輝き"
"specials.name.super_duper_spray","超スーパースプレー"
"specials.name.super_porridge","スーパーポリッジ"
"specials.name.superb_sake","極上の酒"
"specials.name.supercharged_fireball_dragon_pve","超即発のファイヤーボール"
"specials.name.supernova","超新星"
"specials.name.supernova_boss_phase1","超新星"
"specials.name.supernova_boss_phase2","永遠の超新星"
"specials.name.suppressing_ki","圧倒の気"
"specials.name.sure_fire_combustion","業火の炎"
"specials.name.surprise_goo","サプライズスライム！"
"specials.name.suspicious_stew","怪しいシチュー"
"specials.name.swamp_skin","スワンプスキン"
"specials.name.swashbuckling_stab","向こう見ずな突き刺し"
"specials.name.sweet_berry_blast_dragon_pve","スイートベリーブラスト"
"specials.name.sweet_dreams","甘美な夢"
"specials.name.swift_little_friends","小さな俊足の友"
"specials.name.swift_maneuvers","素早い操作"
"specials.name.swift_stingers","光速スティンガー"
"specials.name.swooping_support","急襲サポート"
"specials.name.swooping_talon","鉤爪の急襲"
"specials.name.sword_barricade","ソードバリケード"
"specials.name.sword_dance","剣の舞い"
"specials.name.sword_of_swan_song","白鳥の歌の剣"
"specials.name.sword_of_wei","魏の剣"
"specials.name.sylvan_blessings","森の恩恵"
"specials.name.symphonic_pulverizer","シンフォニック・パルヴァライザー"
"specials.name.tackle","タックル"
"specials.name.tactical_cut","タクティカルカット"
"specials.name.tail_bash","テイルバッシュ"
"specials.name.tail_slam","テール・スラム"
"specials.name.tail_slam_deadly","テール・スラム"
"specials.name.tail_sting","テール・スティング"
"specials.name.tail_sting_deadly","テール・スティング"
"specials.name.tainted_axe","禍つの斧"
"specials.name.tambourine_solo","タンバリン ソロ"
"specials.name.tangy_berry_blast_dragon_pve","ピリっとベリーブラスト"
"specials.name.tantrum_of_forest","アニメ風怒り"
"specials.name.teeth_of_the_river","リバーバイト"
"specials.name.tempered_blade","鍛えられた刃"
"specials.name.tentacle_jab","吸盤の鋭打"
"specials.name.tentacle_slash","吸盤の掻き切り"
"specials.name.terrifying_screech","恐怖の金切り声"
"specials.name.terror_shriek","恐怖の悲鳴"
"specials.name.testudo_rock","テストゥドの岩"
"specials.name.testudo_roll","テストゥド・ロール"
"specials.name.testudo_roll_deadly","テストゥド・ロール"
"specials.name.the_call_to_hibernate","冬ごもりの知らせ"
"specials.name.the_dukes_investigation","公爵の調査"
"specials.name.the_eagles_blessing","ワシの恩恵"
"specials.name.the_mighty_crescendo","強力なクレッシェンド"
"specials.name.the_perfect_throw","完璧なスロー"
"specials.name.the_piranha_incident","ピラニア事件"
"specials.name.the_queens_radiance","女王の輝き"
"specials.name.the_queens_speech","女王の演説"
"specials.name.the_two_sides_of_the_moon","月の表裏"
"specials.name.the_undercover_investigation","秘密の調査"
"specials.name.thieving_shot","盗みの一撃"
"specials.name.thorned_slam_dunk","トゲばるスラムダンク"
"specials.name.thousand_cuts","幾千の切り裂き"
"specials.name.thousand_palm_strikes","千の張り手"
"specials.name.three_bandit_mice","3匹の盗賊ネズミ"
"specials.name.three_blind_mice","スリー・ブラインド・マイス"
"specials.name.three_little_rams","3匹の子羊"
"specials.name.thresher_worms","スレッシャーワーム"
"specials.name.thrilling_clash","スリリングな衝突"
"specials.name.throwing_daggers","スローイングダガー"
"specials.name.throwing_stars","スタースロー"
"specials.name.thunder_ultimatum","究極雷撃"
"specials.name.thunderbolt","雷撃"
"specials.name.thundering_strike","雷音の一撃"
"specials.name.thunderstorm","雷嵐"
"specials.name.thunderstrike","究極雷撃"
"specials.name.tidal_force","大波の力"
"specials.name.tidal_vortex","潮の渦"
"specials.name.tidal_wave","ローグウェーブ"
"specials.name.tidal_waves","大波"
"specials.name.tidy_up","お掃除！"
"specials.name.time_rewind","時間の巻き戻し"
"specials.name.timeless_timepiece","タイムレスタイムピース"
"specials.name.titanbone_chain_slash","タイタンボーン・チェーンスラッシュ"
"specials.name.titanium_antler_attack","チタン製アントラーの攻撃"
"specials.name.titantooth_blade","タイタントゥースの刃"
"specials.name.to_the_rescue","いざ、救助！"
"specials.name.tokri_of_resources","資源のカゴ"
"specials.name.tome_of_the_stag","オジカの学術書"
"specials.name.toon_annihilation","トゥーン・アナイアレーション"
"specials.name.toon_athenas_bow","アニメ風アテネの弓"
"specials.name.toon_attack","アニメ風攻撃"
"specials.name.toon_barrage","アニメ風バラージ"
"specials.name.toon_bash","トゥーンバッシュ"
"specials.name.toon_bite","カートゥーンバイト"
"specials.name.toon_blast","トゥーンブラスト"
"specials.name.toon_brew","アニメ風醸造"
"specials.name.toon_chop","コミックチョップ"
"specials.name.toon_cleave","コミッククリーブ"
"specials.name.toon_counter","トゥーン&カウンター"
"specials.name.toon_cut","カートゥーンカット"
"specials.name.toon_finisher","アニメ風トドメの一撃"
"specials.name.toon_fury","コミックの怒り"
"specials.name.toon_hit","アニメ風ヒット"
"specials.name.toon_jolt","コミックジョルト"
"specials.name.toon_lament","トゥーンラメント"
"specials.name.toon_link","アニメ風リンク"
"specials.name.toon_mirror","トゥーンミラー"
"specials.name.toon_mist","カートゥーンミスト"
"specials.name.toon_of_the_depths","深淵のトゥーン"
"specials.name.toon_of_the_seas","海のトゥーン"
"specials.name.toon_prowess","トゥーンの武勇"
"specials.name.toon_riposte","アニメ風反撃"
"specials.name.toon_shot","アニメ風射撃"
"specials.name.toon_slam","カートゥーンスラム"
"specials.name.toon_slash","コミックスラッシュ"
"specials.name.toon_stab","アニメ風突き刺し"
"specials.name.toon_stars","アニメ風の星"
"specials.name.toon_storm","カートゥーンストーム"
"specials.name.toon_strike","トゥーンストライク"
"specials.name.toon_traps","アニメ風の罠"
"specials.name.toon_ultimatum","アニメ風の最後通牒"
"specials.name.toon_vines","カートゥーンヴァイン"
"specials.name.toon_wave","トゥーンウェイブ"
"specials.name.toon_waza","トゥーンのワザ"
"specials.name.toonball","コミックボール"
"specials.name.tooncry","コミックの叫び"
"specials.name.toonpower_pulverizer","コミックパワー・パルヴェライザー"
"specials.name.toons_luck","トゥーンの幸運"
"specials.name.toons_order","カートゥーンオーダー"
"specials.name.toontastic_feast","アニメ風の豪華な饗宴"
"specials.name.toontastic_fog","コミックタスティックな霧"
"specials.name.toontastic_link","ファンタスティックなアニメ風リンク"
"specials.name.toontastic_protection","ファンタスティックなアニメ風の守り"
"specials.name.toontastic_pulverizer","アニメ風パルヴェライザー"
"specials.name.toontastic_riposte","コミックの反撃"
"specials.name.toontastic_smash","コミックパワー・スマッシュ"
"specials.name.toontastic_strike","コミックパワー・ストライク"
"specials.name.total_beatdown","総叩き"
"specials.name.tough_love","ラブキャノン"
"specials.name.towers_curse","サンドゲイル"
"specials.name.toxic_berry_blast","猛毒ベリーの爆発"
"specials.name.toxic_bile","猛毒の胆汁"
"specials.name.toxic_flames","毒性炎"
"specials.name.toxic_fumes","毒の煙霧"
"specials.name.toxic_gas_cloud","毒ガスの雲"
"specials.name.toxic_headbutt","猛毒の頭突き"
"specials.name.toxic_incense","毒のお香"
"specials.name.toxic_spit","毒の唾液"
"specials.name.toxic_stinger","毒針"
"specials.name.toxic_traps","毒性罠"
"specials.name.toxic_tricks","毒性トリック"
"specials.name.toxicadendra","加速的成長"
"specials.name.trainer_blast","トレーナーブラスト"
"specials.name.trainer_slash","トレーナーストライク"
"specials.name.tranquil_mist","静寂の霧"
"specials.name.transcendental_charge","超越の突進"
"specials.name.transcendental_frame","超越的なフレーム"
"specials.name.transfigure","変幻自在"
"specials.name.travelers_snack","旅行者の間食"
"specials.name.treasure_ale","宝のエール"
"specials.name.trial_of_darkness","闇の試練"
"specials.name.trial_of_fauna","動物相の試練"
"specials.name.trial_of_fire","火の試練"
"specials.name.trial_of_flames","炎の試練"
"specials.name.trial_of_flora","植物相の試練"
"specials.name.trial_of_frost","霜の試練"
"specials.name.trial_of_ice","氷の試練"
"specials.name.trial_of_nature","自然の試練"
"specials.name.trial_of_pain","苦痛の試練"
"specials.name.trial_of_the_moon","月の試練"
"specials.name.trial_of_the_sun","太陽の試練"
"specials.name.trial_of_the_waters","水の試練"
"specials.name.tribal_rage","部族の怒り"
"specials.name.tribal_rage_pve","部族の怒り"
"specials.name.trick_of_the_trade","トリック・オブ・ザ・トレード"
"specials.name.trickster_grenades","トリックスターのグレネード"
"specials.name.tricksters_buff","ボトル"
"specials.name.tricksters_damage","ソード"
"specials.name.tricksters_exchange","詐欺師のガンビット"
"specials.name.tricksters_lullaby","詐欺師の子守唄"
"specials.name.tricksters_malice","詐欺師の恨み"
"specials.name.tricksters_mischief","詐欺師の悪戯"
"specials.name.tricksters_negative","フリーズ"
"specials.name.tricksters_transformation","詐欺師の変身"
"specials.name.triple_stab","トリプルスタブ"
"specials.name.triumph_of_strategy","戦略の勝利"
"specials.name.tropical_ambush","熱帯の奇襲"
"specials.name.tumbling_dragon","アクロバティック・ドラゴン"
"specials.name.tumbling_dragon2","アクロバティック・ドラゴン"
"specials.name.turquoise_falcon","ターコイズの鷹"
"specials.name.twilight_of_crimes","トワイライト クライム"
"specials.name.twilight_of_ruin","トワイライト ルイン"
"specials.name.twilight_of_sorrow","悲哀の薄暮"
"specials.name.twilight_star_strike","薄暮の星の一撃"
"specials.name.twilight_tricks","薄暮のトリック"
"specials.name.twist_of_fate","運命のねじれ"
"specials.name.twist_of_fate_minor","ねじれし命運"
"specials.name.twostep_swing","ツーステップスウィング"
"specials.name.ultimate_giftsack","究極ギフトサック"
"specials.name.unbreakable_brawler","無敵の一撃"
"specials.name.unbroken_assault","途切れなき攻撃"
"specials.name.unchained_jaws","解き放たれし顎"
"specials.name.unchained_jaws_ultimate_boss","解き放たれし顎"
"specials.name.undead_obliteration","ゾンビ掃除"
"specials.name.undead_penance_poetic","不死者の告解"
"specials.name.undead_rage","呪術の矢"
"specials.name.undead_razer","アンデッドのレーザー"
"specials.name.under_the_surf","破滅の波"
"specials.name.underwater_magma_cube","深海のマグマキューブ"
"specials.name.underwater_riddle","水中の謎かけ"
"specials.name.undying_heads","不死の頭"
"specials.name.undying_heads_ultimate_boss","ヒドラの頭"
"specials.name.undying_incantation","不滅の呪文"
"specials.name.undying_summon","不滅の召喚"
"specials.name.unerring_course","誤りなき道"
"specials.name.unfeeling_assailing","無情なる襲撃"
"specials.name.unhallowed_spirits","邪悪な精霊"
"specials.name.unholy_light","不聖の光"
"specials.name.unholy_power","不聖の力"
"specials.name.unholy_rain","不聖の雨"
"specials.name.unite_and_oppose","反対と転覆"
"specials.name.unnatural_pact","活力への渇望"
"specials.name.unrelenting_hunter","無慈悲のハンター"
"specials.name.unrelenting_riposte","容赦ない反撃"
"specials.name.unstoppable_charge","阻止不能の突進"
"specials.name.unstoppable_growl","不止のうなり"
"specials.name.unwavering_devotion","揺るぎない献身"
"specials.name.unwavering_devotion_pve","揺るぎない献身"
"specials.name.unwavering_focus","不断の集中"
"specials.name.unyielding_protector","不屈の守護者"
"specials.name.unyielding_stance","不屈の構え"
"specials.name.unyielding_sword","不屈の剣"
"specials.name.urgent_gift_delivery","緊急ギフト配達"
"specials.name.ursine_protection","クマの加護"
"specials.name.valiant_lunge","勇猛なる突き刺し"
"specials.name.valkyrie_charge","ヴァルキリーチャージ"
"specials.name.valkyrie_defense","ヴァルキリーディフェンス"
"specials.name.valkyrie_resistance","ヴァルキリーレジスト"
"specials.name.valkyrie_rush","ヴァルキリーラッシュ"
"specials.name.valkyries_fortitude","ヴァルキリーの試練"
"specials.name.valorant_strike","ヴァロラント ストライク"
"specials.name.valuable_contribution","貴重な貢献"
"specials.name.vampire_killer","バンパイア・キラー"
"specials.name.vampiric_cleave","バンパイアの切り裂き"
"specials.name.vampiric_curse","吸血鬼の呪い"
"specials.name.vampiric_heist","バンパイアの悪事"
"specials.name.vampiric_touch","バンパイアタッチ"
"specials.name.vanguard_of_passion","情熱のバンガード"
"specials.name.vantage_point","バンテージポイント"
"specials.name.vapors_of_the_underworld","地獄の蒸気"
"specials.name.vast_ward","ロバストウォード"
"specials.name.vengeance_of_owlhalla","オウルハラの復讐"
"specials.name.vengeful_backstab","復讐のバックスタブ"
"specials.name.vengeful_scythe","復讐の鎌"
"specials.name.venom_slash","ヴェノム・スラッシュ"
"specials.name.venomfang_concoction","毒牙の調合物"
"specials.name.venomous_claws","毒の鉤爪"
"specials.name.venomous_jab","猛毒擊"
"specials.name.venomous_spores","猛毒の胞子"
"specials.name.venomous_sting_dragon_pve","猛毒の一刺し"
"specials.name.verdant_mirror","碧々の鏡"
"specials.name.verdant_trap","碧々の罠"
"specials.name.vertical_slash","バーティカル・スラッシュ"
"specials.name.vicious_axe","凶悪な斧"
"specials.name.vicious_cyclone","凶悪なサイクロン"
"specials.name.vicious_strike","凶悪な一撃"
"specials.name.vicious_trap","凶悪な罠"
"specials.name.vigilante_punch","自警の殴打"
"specials.name.vigorous_aegis","強壮の盾"
"specials.name.vigorous_villanelle","強壮のヴィラネル"
"specials.name.vile_blessing","弱体の呪い"
"specials.name.villain_swing","悪役のスイング"
"specials.name.viper_blade","毒蛇の刃"
"specials.name.viper_blade_costume_bear_slayer","ベアーブレード"
"specials.name.viscous_shield_justico","粘性の盾"
"specials.name.vitalizing_show","活力のスペクタクル"
"specials.name.vitrail_flames","ヴィトレイルの炎"
"specials.name.viziers_curse","サンドゲイル"
"specials.name.voice_of_authority","権威の声"
"specials.name.void_blast","ヴォイドブラスト"
"specials.name.void_bomb","爆撃空間"
"specials.name.void_orb_dragon_pve","虚空のオーブ"
"specials.name.voidshield","虚空の盾"
"specials.name.volatile_crystal_conduit","揮発クリスタル水路"
"specials.name.volcanic_blast","火山ブラスト"
"specials.name.volcanic_boulders","ヴォルカニック・ボルダー"
"specials.name.volcanic_eruption","火山噴火"
"specials.name.volcanic_explosion","火山爆発"
"specials.name.volcanic_flareup","火山炎上"
"specials.name.volcanic_rush","火山ラッシュ"
"specials.name.volcanic_shell","火山の殻"
"specials.name.volcanic_tantrum","カートゥーン爆発"
"specials.name.voluminous_vigor","豊富な活力"
"specials.name.wall_of_ice","氷の壁"
"specials.name.wall_of_ki","気の壁"
"specials.name.wall_of_ki2","気の壁"
"specials.name.wall_of_swords","剣壁"
"specials.name.wallet_pulverizer","そろばんの粉砕"
"specials.name.wand_of_mana_control","マナ制御の杖"
"specials.name.wand_of_mana_trickery","マナ詐欺の杖"
"specials.name.wandering_star_shot","彷徨う星の一撃"
"specials.name.war_feast","戦争の宴"
"specials.name.war_song","戦の歌"
"specials.name.warcry","ウォークライ"
"specials.name.warcry_of_the_hunt","狩りの雄叫び"
"specials.name.warcry_of_the_jungle","ジャングルの雄叫び"
"specials.name.warding_off_evil","悪魔撃退"
"specials.name.warped_timepiece","歪んだ時計"
"specials.name.watchful_duty","監視の務め"
"specials.name.water_jet_dragon_pve","ウォータージェット"
"specials.name.waters_of_nourishment","滋養の水"
"specials.name.watery_grave","ウォーターグレイブ"
"specials.name.weakening_strike","弱体化の一撃"
"specials.name.web_of_spies","スパイ網"
"specials.name.welding_sweep_dragon_pve","ウェルディング・スイープ"
"specials.name.whimsical_aid","気まぐれな援助"
"specials.name.whirlpool","渦潮"
"specials.name.whirlpool_dash","ワールプール・ダッシュ"
"specials.name.whirlwind_blows","つむじ風のひと吹き"
"specials.name.whispers_of_xulu","スールーの囁き"
"specials.name.whiteout","ホワイトアウト"
"specials.name.wicked_witchcraft","魔女の力"
"specials.name.wide_slash","大斬撃"
"specials.name.widows_kiss","未亡人の接吻"
"specials.name.wild_cleave","野生の切り裂き"
"specials.name.wild_growth","自然繁殖"
"specials.name.will_of_fire","炎の意思"
"specials.name.wily_wisps","到達できない目標"
"specials.name.wind_gospel","風のゴスペル"
"specials.name.wind_prayer","風の祈り"
"specials.name.wings_of_destruction_pve","破壊の翼"
"specials.name.wings_of_force","力の翼"
"specials.name.wings_of_frost","冷気の翼"
"specials.name.wings_of_laceration","裂傷の翼"
"specials.name.wings_of_recovery","回復の翼"
"specials.name.wings_of_shadow","影の翼"
"specials.name.wings_of_thorn","トゲの翼"
"specials.name.wisdom_of_the_gnomes","ノームの知恵"
