"specials.name.a_cozy_break","En hyggelig pause"
"specials.name.sand_cyclone","Sandstorm"
"specials.name.sand_cyclone_pve","Sandstorm"
"specials.name.sand_wave_rana","Surferklar"
"specials.name.sand_wave_yunan","Sandbider"
"specials.name.sandstorm_strike","Sandstormsangreb"
"specials.name.sandworm_strike","Sandormsangreb"
"specials.name.sapphire_eyes","Safirøjne"
"specials.name.saturated_suffering","Mættet lidelse"
"specials.name.savage_gobble_blue","Glubsk grådighed"
"specials.name.savage_gobble_green","Glubsk grådighed"
"specials.name.savage_gobble_purple","Glubsk grådighed"
"specials.name.savage_gobble_red","Glubsk grådighed"
"specials.name.savage_gobble_yellow","Glubsk grådighed"
"specials.name.savage_talons","Brutale kløer"
"specials.name.scale_of_the_newt","Salamanderens skæl"
"specials.name.scaly_skin","Skællet hud"
"specials.name.scar_of_the_depths","Dybdernes ar"
"specials.name.scar_of_the_depths_deadly","Dybdernes ar"
"specials.name.scarab_barrage","Skarabæspærreild"
"specials.name.scarab_blitz","Skarabælynangreb"
"specials.name.scarab_bombardment","Billebombardement"
"specials.name.scarab_rush","Skarabæ-stormløb"
"specials.name.scarab_throw","Billekast"
"specials.name.scavenging_dash","Tingfinderspurt"
"specials.name.scepter_of_bundelkhand","Bundelkhands scepter"
"specials.name.scepter_of_constellations","Scepter af stjernebilleder"
"specials.name.scion_sword","Efterkommerens sværd"
"specials.name.scion_sword_costume_white_raven","Ætlingeblad"
"specials.name.scorching_orb","Svidende kugle"
"specials.name.scoundrel_swing","Slyngelsving"
"specials.name.scourge_of_joy","Glædesplage"
"specials.name.scourge_of_the_strong","De stærkes svøbe"
"specials.name.scouts_spyglass","Spejderens kikkert"
"specials.name.scroll_of_equations","Ligningernes skriftrulle"
"specials.name.scroll_of_fellowship","Kammeratlig skriftrulle"
"specials.name.scroll_of_navigation","Navigationsrulle"
"specials.name.scroll_of_new_beginnings","Skriftrulle om nye begyndelser"
"specials.name.scroll_of_spite","Ondskabsrullen"
"specials.name.scythe_of_sorceries","Trolddomsle"
"specials.name.seabed_pirouette","Havbundens pirouette"
"specials.name.seabed_sissonne","Havbundssissonne"
"specials.name.seal_of_ares","Ares' segl"
"specials.name.seal_of_fire","Ildens segl"
"specials.name.searing_frost","Bidende frost"
"specials.name.searing_strike","Brændende slag"
"specials.name.seastar_burst","Søstjerneeksplosion"
"specials.name.seaweed_flail","Tangplejl"
"specials.name.second_skin","Andet hud"
"specials.name.seeking_shots","Søgende skud"
"specials.name.self_preservation","Selvopholdelse"
"specials.name.sense_of_wonder","Mirakelsans"
"specials.name.serenade_of_sedition","Oprørsserenade"
"specials.name.servants_aid","Tjenerens hjælper"
"specials.name.set_phase2","Mørkets frigivelse"
"specials.name.set_phase3","Sidste indsats"
"specials.name.severed_seal","Brudt segl"
"specials.name.severing_strike","Kløvende slag"
"specials.name.sewing_back_together","Syer sammen igen"
"specials.name.shackles_of_the_sea","Havets lænker"
"specials.name.shade_cloak","Skyggekappe"
"specials.name.shadow_link","Stålled"
"specials.name.shadow_lunge","Skyggespring"
"specials.name.shadow_monster_form","Sælsomt hug"
"specials.name.shadow_sidestep","Skyggeundvigelse"
"specials.name.shadow_strike","Skyggeslag"
"specials.name.shadow_sweep","Skyggefejning"
"specials.name.shady_concerto","Skummel concert"
"specials.name.shapeshifters_deception","Formskifterens bedrag"
"specials.name.shards_of_sun","Solskår"
"specials.name.shared_compassion","Delt barmhjertighed"
"specials.name.shared_visage","Fælles vision"
"specials.name.shark_bite","Hajbid"
"specials.name.sharp_cut","Skarpt snit"
"specials.name.sharp_knife","Skarp kniv"
"specials.name.sharp_stingers","Skarpe pigge"
"specials.name.shatter_psyche","Knust psyke"
"specials.name.shatter_soul","Splintret sjæl"
"specials.name.shattering_shriek","Knusende skrig"
"specials.name.shattering_warcry","Knusende krigsråb"
"specials.name.shed_skin","Skiftet ham"
"specials.name.shieldmaidens_protection","Skjoldmøens beskyttelse"
"specials.name.shifting_mindless_attack","Varierende tankeløst angreb"
"specials.name.shimmering_shield","Glitrende skjold"
"specials.name.shock_bolt","Choklyn"
"specials.name.shock_ultimatum","Chokultimatum"
"specials.name.shocking_news","Chokerende nyheder"
"specials.name.shrill_announcement","Skinger bekendtgørelse"
"specials.name.shy_jab_dragon_pve","Genert slag"
"specials.name.sickening_glow","Sygeligt skær"
"specials.name.sickle_of_eradication","Segludryddelse"
"specials.name.sickle_of_wu","Wu-seglet"
"specials.name.sickle_trouble","Faresegl"
"specials.name.sideswipe","Strejfen"
"specials.name.sigil_of_the_sun","Solens segl"
"specials.name.silencing_stick_up","Stille og roligt overfald"
"specials.name.silent_takedown","Lydløs overvindelse"
"specials.name.sinister_enlace","Skæbnesvanger omvikling"
"specials.name.sinister_enlace_deadly","Skæbnesvanger omvikling"
"specials.name.sinister_siphon","Grusom sifon"
"specials.name.sir_agony","Energislugersværd"
"specials.name.sir_pain","Hævngerrig le"
"specials.name.situational_awareness","Situationsbevidsthed"
"specials.name.sky_attack","Luftangreb"
"specials.name.skyfall_crumble","Skybrudscrumble"
"specials.name.slash_and_support","Slag og støtte"
"specials.name.slash_of_four_blades","Snit med fire klinger"
"specials.name.slash_of_glass_blades","Snit med glasklinger"
"specials.name.slash_of_seven_blades","Snit med syv klinger"
"specials.name.slash_of_seven_daggers","Snit med syv dolke"
"specials.name.slash_of_seven_toons","De syv tegningers slag"
"specials.name.slash_of_the_seven_stilettos","De syv stiletters stik"
"specials.name.slaying_stake","Dræberpæl"
"specials.name.sledge_bash","Kælkeklask"
"specials.name.slice_and_dice","Hug og hak"
"specials.name.slice_and_dice_pve","Hug og hak"
"specials.name.slime_coated_sword","Slimdækket sværd"
"specials.name.slime_serving","Slimservering"
"specials.name.slime_slap","Slimdask"
"specials.name.slimy_balls","Slimbolde"
"specials.name.slingja_attack_chingiriko","Sling-ja-angreb"
"specials.name.slumber_spores","Søvndyssende sporer"
"specials.name.slumbering_beatdown","Slumrende prygl"
"specials.name.smoldering_tear_dragon_pve","Ulmende tåre"
"specials.name.smooth_treatment","Glat behandling"
"specials.name.snapping_jaws","Snappende kæber"
"specials.name.snowlit_slices","Sneoplyste snit"
"specials.name.soaring_blast","Højtflyvende eksplosion"
"specials.name.sock_and_block","Slå og bloker"
"specials.name.solar_beam","Solstråle"
"specials.name.solar_strike","Solangreb"
"specials.name.soldiers_curse","Sandbrise"
"specials.name.solid_frozen_fist","Fast frostnæve"
"specials.name.song_of_calamity","Katastrofens sang"
"specials.name.song_of_hoot_and_holler","Sang med for mange stemmer"
"specials.name.song_of_regression","Klagesang"
"specials.name.song_of_the_morass","Moradsets sang"
"specials.name.song_of_the_skies","Himlens sang"
"specials.name.songs_of_the_cherry_tree","Sange fra kirsebærtræet"
"specials.name.sonic_infusion_arrow","Sonisk infusionspil"
"specials.name.sonic_roar","Sonisk brøl"
"specials.name.sonic_wall","Sonisk mur"
"specials.name.sonorous_spear","Klangspyd"
"specials.name.soothing_melody","Beroligende melodi"
"specials.name.soothing_song","Beroligende sang"
"specials.name.soul_cage","Hidkaldelse af skelet"
"specials.name.soul_guardian","Sjælevogter"
"specials.name.sour_berry_blast_dragon_pve","Sur bæreksplosion"
"specials.name.sparking_star_slash","Gnistrende stjernehug"
"specials.name.sparrow_fury","Spurvens vrede"
"specials.name.spartan_cleave","Spartakriger"
"specials.name.spartan_slash","Spartahug"
"specials.name.spear_of_blood_pact","Blodpagtens spyd"
"specials.name.spear_of_loyalty","Loyalitetens spyd"
"specials.name.spear_of_shu","Shus spyd"
"specials.name.spearwand_gale","Spydstavens storm"
"specials.name.spectacular_bite","Spektakulær bid"
"specials.name.spectral_visions","Spektrale syner"
"specials.name.spectral_wings","Åndevinger"
"specials.name.spectres_flail","Spøgelsets udfald"
"specials.name.spell_lock","Magilås"
"specials.name.spell_of_camaraderie","Kammeraderiets besværgelse"
"specials.name.spicy_berry_blast_dragon_pve","Stærk bæreksplosion"
"specials.name.spike_burst","Spydbrag"
"specials.name.spilled_decoctions","Spildt dekokt"
"specials.name.spirit_arrow","Åndepilen"
"specials.name.spirit_drain","Sjæleslid"
"specials.name.spirit_of_spring","Forårsånd"
"specials.name.spirit_of_winter","Vinterens ånd"
"specials.name.spirit_rally","Åndeløft"
"specials.name.spirits_of_the_mountain","Bjergets ånder"
"specials.name.spiritual_unity","Vidunderligt gilde"
"specials.name.spiritual_wire","Spirituel tråd"
"specials.name.splintering_shot","Splintrende skud"
"specials.name.splintering_shot2","Splintrende skud"
"specials.name.spotting_trouble","Ude på ballade"
"specials.name.spreading_gossip","Spreder sladder"
"specials.name.spreading_shadow","Voksende skygge"
"specials.name.spreading_traps","Spredte fælder"
"specials.name.sprite_ballad","Alfeballade"
"specials.name.sprite_hymn","Alfesalme"
"specials.name.squeak_of_protection","Beskyttelseshyl"
"specials.name.squire_strike","Væbnerslag"
"specials.name.squires_squirrel","Væbnerens egern"
"specials.name.squish_squash_achillea","Mas og kvas"
"specials.name.stab_of_four_blades","Stik med fire klinger"
"specials.name.staff_of_mana_control","Manastav"
"specials.name.staff_of_mana_control_pve","Manastav"
"specials.name.staff_of_the_seastar","Søstjernens stav"
"specials.name.staggering_blows","Svimlende klaps"
"specials.name.stalling_spell","Bremsebesværgelse"
"specials.name.stalling_strike","Bremsende angreb"
"specials.name.stalwart_rally","Trofast samling"
"specials.name.stalwart_to_the_end","Trofast til det sidste"
"specials.name.standing_fortress","Stående fæstning"
"specials.name.standing_fortress3","Stående fæstning"
"specials.name.star_construct","Stjernebygning"
"specials.name.star_trail","Stjernespor"
"specials.name.starplay","Stjernestykke"
"specials.name.stately_retribution","Skarp gengældelse"
"specials.name.steel_rush","Stålsus"
"specials.name.stellar_beam","Stjernestråle"
"specials.name.sticky_express","Klæbrig ekspres"
"specials.name.sticky_spear","Klistret spyd"
"specials.name.stiletto_cyclone","Knivstorm"
"specials.name.stolen_tarts","Stjålne tærter"
"specials.name.stomp","Tramp"
"specials.name.stone_skin","Sjælekæde"
"specials.name.storm_of_blades","Stormklinger"
"specials.name.strange_incense","Mystisk røgelse"
"specials.name.strategic_slash","Ornitologisk snitsår"
"specials.name.strength_of_the_accursed","De forbandedes styrke"
"specials.name.strength_of_the_benemoth","Mastodontstyrke"
"specials.name.strength_of_the_volcano","Vulkanens styrke"
"specials.name.strengthening_draught","Styrkeeliksir"
"specials.name.strengthening_smash","Styrkende slag"
"specials.name.strict_standards","Strenge standarder"
"specials.name.strike_and_support","Slå til og støt"
"specials.name.strike_from_the_shadows","Angreb fra skyggerne"
"specials.name.strike_from_the_skies","Angreb fra oven"
"specials.name.strike_of_a_thousand_howls","De tusinde hyls angreb"
"specials.name.strike_of_the_ancients","Legendernes slag"
"specials.name.strike_of_the_cobra","Kobrabid"
"specials.name.strike_of_the_monolith","Monolitens slag"
"specials.name.strike_of_the_toons","Tegneseriefigurernes angreb"
"specials.name.strike_of_the_underworld","Underverdenens angreb"
"specials.name.struck_by_thunder","Lynnedslag"
"specials.name.stubby_reap","Stumpehøst"
"specials.name.stunning_blow","Paralyserende slag"
"specials.name.stunning_spear","Lammende spyd"
"specials.name.stunning_steel","Lammende stål"
"specials.name.stunning_strike","Lammende angreb"
"specials.name.stupendous_break_in","Drabeligt indbrud"
"specials.name.sturdy_riposte","Hårdført modangreb"
"specials.name.stylish_chop","Stilfuldt hug"
"specials.name.stylish_counterattack","Stilfuldt modangreb"
"specials.name.stylish_eruption","Stilfuldt udbrud"
"specials.name.stylish_fireball","Stilfuld ildkugle"
"specials.name.stylish_heal","Stilfuld helbredning"
"specials.name.stylish_pulverizer","Stilfuld pulverisering"
"specials.name.stylish_slash","Stilfuldt snit"
"specials.name.stylish_spear","Stilfuldt spyd"
"specials.name.stylish_strike","Stilfuldt slag"
"specials.name.stylish_strike_caedmon","Stilfuldt slag"
"specials.name.stylish_warcry","Stilfuldt krigsråb"
"specials.name.subduing_strike","Tæmmende slag"
"specials.name.sublime_pastry","Fordægtigt wienerbrød"
"specials.name.sudden_attack","Pludseligt angreb"
"specials.name.suffocating_smoke","Kvælende røg"
"specials.name.suffocating_smoke2","Kvælende røg"
"specials.name.suffocating_smoke3","Kvælende røg"
"specials.name.sugar_rush","Sukkersus"
"specials.name.summer_carol","Sommerkor"
"specials.name.summers_end","Frossen finale"
"specials.name.summon_ballerina_fiend","Ballerinaernes hidkaldelse"
"specials.name.summon_celestial_guardians","Hidkald himmelske vogtere"
"specials.name.summon_rock_golems","Hidkald stengolemmer"
"specials.name.summon_sand_golems","Hidkald sandgolemmer"
"specials.name.summon_temple_guardians","Hidkald tempelvagter"
"specials.name.sunken_abyss","Sunket dyb"
"specials.name.sunken_magma_cube","Nedsunken magmakube"
"specials.name.sunscreen_blast","Solcremeseksplosion"
"specials.name.sunstone_glare_dragon_pve","Solstenens skulen"
"specials.name.super_duper_spray","Superduperspray"
"specials.name.super_porridge","Superhavregrød"
"specials.name.superb_sake","Luksussake"
"specials.name.supercharged_fireball_dragon_pve","Højeksplosiv ildkugle"
"specials.name.supernova","Supernova"
"specials.name.supernova_boss_phase1","Supernova"
"specials.name.supernova_boss_phase2","Supernova Aeternus"
"specials.name.suppressing_ki","Undertrykkende ki"
"specials.name.sure_fire_combustion","Bombesikker forbrænding"
"specials.name.surprise_goo","Overraskende slim!"
"specials.name.suspicious_stew","Mistænkelig stuvning"
"specials.name.swamp_skin","Sumphud"
"specials.name.swashbuckling_stab","Piratstik"
"specials.name.sweet_berry_blast_dragon_pve","Sød bæreksplosion"
"specials.name.sweet_dreams","Drøm sødt"
"specials.name.swift_little_friends","Raske små venner"
"specials.name.swift_maneuvers","Hurtige manøvrer"
"specials.name.swift_stingers","Hurtige stikkere"
"specials.name.swooping_support","Fejende støtte"
"specials.name.swooping_talon","Dykkende klo"
"specials.name.sword_barricade","Sværdbarrikade"
"specials.name.sword_dance","Sværddans"
"specials.name.sword_of_swan_song","Svanesangens sværd"
"specials.name.sword_of_wei","Wei-sværdet"
"specials.name.sylvan_blessings","Sylvanske velsignelser"
"specials.name.symphonic_pulverizer","Symfonisk findeler"
"specials.name.tackle","Tackle"
"specials.name.tactical_cut","Taktisk snit"
"specials.name.tail_bash","Haleslag"
"specials.name.tail_slam","Halehug"
"specials.name.tail_slam_deadly","Halehug"
"specials.name.tail_sting","Halestik"
"specials.name.tail_sting_deadly","Halestik"
"specials.name.tainted_axe","Beskidt økse"
"specials.name.tambourine_solo","Tamburinsolo"
"specials.name.tangy_berry_blast_dragon_pve","Skarptsmagende bæreksplosion"
"specials.name.tantrum_of_forest","Tegneseriefigurernes vrede"
"specials.name.teeth_of_the_river","Flodens tænder"
"specials.name.tempered_blade","Hærdet klinge"
"specials.name.tentacle_jab","Tentakelslag"
"specials.name.tentacle_slash","Tentakelhug"
"specials.name.terrifying_screech","Skrækindjagende skrig"
"specials.name.terror_shriek","Terrorskrig"
"specials.name.testudo_rock","Skildpaddesten"
"specials.name.testudo_roll","Skildpadderulning"
"specials.name.testudo_roll_deadly","Skildpadderulning"
"specials.name.the_call_to_hibernate","Vinterdvalen venter"
"specials.name.the_dukes_investigation","Hertugens efterforskning"
"specials.name.the_eagles_blessing","Ørnens velsignelse"
"specials.name.the_mighty_crescendo","Det mægtige crescendo"
"specials.name.the_perfect_throw","Det perfekte kast"
"specials.name.the_piranha_incident","Piratfiskhændelsen"
"specials.name.the_queens_radiance","Dronningens stråleglans"
"specials.name.the_queens_speech","Dronningens tale"
"specials.name.the_two_sides_of_the_moon","Månens to sider"
"specials.name.the_undercover_investigation","Undercover-efterforskningen"
"specials.name.thieving_shot","Tyveskud"
"specials.name.thorned_slam_dunk","Slam Dunk med torne"
"specials.name.thousand_cuts","Et tusinde sår"
"specials.name.thousand_palm_strikes","Tusind håndflader-angreb"
"specials.name.three_bandit_mice","Tre banditmus"
"specials.name.three_blind_mice","Tre blinde mus"
"specials.name.three_little_rams","Tre små væddere"
"specials.name.thresher_worms","Tærskeorme"
"specials.name.thrilling_clash","Nervepirrende sammenstød"
"specials.name.throwing_daggers","Kastedolke"
"specials.name.throwing_stars","Kastestjerner"
"specials.name.thunder_ultimatum","Tordensultimatum"
"specials.name.thunderbolt","Lyn"
"specials.name.thundering_strike","Tordnende slag"
"specials.name.thunderstorm","Tordenstorm"
"specials.name.thunderstrike","Tordensultimatum"
"specials.name.tidal_force","Tidevandskraft"
"specials.name.tidal_vortex","Tidevandshvirvel"
"specials.name.tidal_wave","Rebelsk bølge"
"specials.name.tidal_waves","Flodbølger"
"specials.name.tidy_up","Ryd op!"
"specials.name.time_rewind","Tidsspoling"
"specials.name.timeless_timepiece","Tidløst ur"
"specials.name.titanbone_chain_slash","Kædehug med titanknogle"
"specials.name.titanium_antler_attack","Titaniumgevirangreb"
"specials.name.titantooth_blade","Titantandsklinge"
"specials.name.to_the_rescue","Redningen er på vej!"
"specials.name.tokri_of_resources","Ressourcernes tokri"
"specials.name.tome_of_the_stag","Hjortens bog"
"specials.name.toon_annihilation","Tegneserietilintetgørelse"
"specials.name.toon_athenas_bow","Athenas tegneseriebue"
"specials.name.toon_attack","Tegneserieangreb"
"specials.name.toon_barrage","Tegneseriebyge"
"specials.name.toon_bash","Tegneserietæsk"
"specials.name.toon_bite","Tegneseriebid"
"specials.name.toon_blast","Tegneseriebrag"
"specials.name.toon_brew","Tegnet bryg"
"specials.name.toon_chop","Tegneseriehug"
"specials.name.toon_cleave","Tegneseriehak"
"specials.name.toon_counter","Tegneseriefigurens nødværge"
"specials.name.toon_cut","Tegneseriesår"
"specials.name.toon_finisher","Tegneserieafslutter"
"specials.name.toon_fury","Tegneserieraseri"
"specials.name.toon_hit","Tegneserietræffer"
"specials.name.toon_jolt","Tegneseriechok"
"specials.name.toon_lament","Tegneserieklage"
"specials.name.toon_link","Tegneserielink"
"specials.name.toon_mirror","Tegneseriespejl"
"specials.name.toon_mist","Tegneseriedis"
"specials.name.toon_of_the_depths","Dybets tegneseriefigur"
"specials.name.toon_of_the_seas","Havenes tegneseriefigur"
"specials.name.toon_prowess","Tegneserietapperhed"
"specials.name.toon_riposte","Tegneserieripost"
"specials.name.toon_shot","Tegnet skud"
"specials.name.toon_slam","Tegneseriebrag"
"specials.name.toon_slash","Tegneseriesnit"
"specials.name.toon_stab","Tegnet stik"
"specials.name.toon_stars","Tegneseriestjerner"
"specials.name.toon_storm","Tegneseriestorm"
"specials.name.toon_strike","Tegneserieangreb"
"specials.name.toon_traps","Tegneseriefælder"
"specials.name.toon_ultimatum","Tegneserieultimatum"
"specials.name.toon_vines","Tegneserieranker"
"specials.name.toon_wave","Tegneseriebølge"
"specials.name.toon_waza","Tegneserie-waza"
"specials.name.toonball","Tegneseriebold"
"specials.name.tooncry","Tegneserieråb"
"specials.name.toonpower_pulverizer","Tegneserietotaltilintetgørelse"
"specials.name.toons_luck","Tegneserieheld"
"specials.name.toons_order","Tegneserieorden"
"specials.name.toontastic_feast","Tegneserietastisk festmåltid"
"specials.name.toontastic_fog","Tegneserietastisk tåge"
"specials.name.toontastic_link","Tegnetastisk link"
"specials.name.toontastic_protection","Tegneserietastisk beskyttelse"
"specials.name.toontastic_pulverizer","Tegnetastiske tæsk"
"specials.name.toontastic_riposte","Tegnetastisk ripost"
"specials.name.toontastic_smash","Tegneserietastisk dunk"
"specials.name.toontastic_strike","Tegneserietastisk slag"
"specials.name.total_beatdown","Slået i gulvet"
"specials.name.tough_love","Kærlighedskanon"
"specials.name.towers_curse","Sandkuling"
"specials.name.toxic_berry_blast","Giftig bæreksplosion"
"specials.name.toxic_bile","Giftig galde"
"specials.name.toxic_flames","Giftige flammer"
"specials.name.toxic_fumes","Giftige dampe"
"specials.name.toxic_gas_cloud","Giftig gassky"
"specials.name.toxic_headbutt","Giftigt hovedstød"
"specials.name.toxic_incense","Giftig røgelse"
"specials.name.toxic_spit","Giftigt spyt"
"specials.name.toxic_stinger","Giftig brod"
"specials.name.toxic_traps","Giftfælder"
"specials.name.toxic_tricks","Giftnumre"
"specials.name.toxicadendra","Accelereret vækst"
"specials.name.trainer_blast","Trænereksplosion"
"specials.name.trainer_slash","Trænerslag"
"specials.name.tranquil_mist","Rolig tåge"
"specials.name.transcendental_charge","Genfærdsudladning"
"specials.name.transcendental_frame","Genfærdsramme"
"specials.name.transfigure","Forvandling"
"specials.name.travelers_snack","Rejsendes snack"
"specials.name.treasure_ale","Skatteøl"
"specials.name.trial_of_darkness","Mørkeprøven"
"specials.name.trial_of_fauna","Dyreprøven"
"specials.name.trial_of_fire","Ildprøven"
"specials.name.trial_of_flames","Flammeprøven"
"specials.name.trial_of_flora","Planteprøven"
"specials.name.trial_of_frost","Frostprøven"
"specials.name.trial_of_ice","Isprøven"
"specials.name.trial_of_nature","Naturens prøvelse"
"specials.name.trial_of_pain","Smerteprøven"
"specials.name.trial_of_the_moon","Måneprøven"
"specials.name.trial_of_the_sun","Solprøven"
"specials.name.trial_of_the_waters","Vandets prøve"
"specials.name.tribal_rage","Stammevrede"
"specials.name.tribal_rage_pve","Stammevrede"
"specials.name.trick_of_the_trade","Tips og tricks"
"specials.name.trickster_grenades","Drilske granater"
"specials.name.tricksters_buff","Flaske"
"specials.name.tricksters_damage","Sværd"
"specials.name.tricksters_exchange","Svindlers gambit"
"specials.name.tricksters_lullaby","Slynglens vuggevise"
"specials.name.tricksters_malice","Svindlerens skumle hensigter"
"specials.name.tricksters_mischief","Svindlerens skælmeri"
"specials.name.tricksters_negative","Frys"
"specials.name.tricksters_transformation","Svindlerens forvandling"
"specials.name.triple_stab","Tre stik"
"specials.name.triumph_of_strategy","Strategiens triumf"
"specials.name.tropical_ambush","Tropisk baghold"
"specials.name.tumbling_dragon","Trillende drage"
"specials.name.tumbling_dragon2","Trillende drage"
"specials.name.turquoise_falcon","Turkis falk"
"specials.name.twilight_of_crimes","Forbrydelsens tusmørke"
"specials.name.twilight_of_ruin","Ruinernes tusmørke"
"specials.name.twilight_of_sorrow","Sorgens skumring"
"specials.name.twilight_star_strike","Skumringsstjerne-slag"
"specials.name.twilight_tricks","Tusmørketricks"
"specials.name.twist_of_fate","Skæbnetvist"
"specials.name.twist_of_fate_minor","Forkrøblet skæbne"
"specials.name.twostep_swing","To-trins swing"
"specials.name.ultimate_giftsack","Ultimativ gavesæk"
"specials.name.unbreakable_brawler","Ukuelig slagsbror"
"specials.name.unbroken_assault","Ubrudt angreb"
"specials.name.unchained_jaws","Uhæmmede kæber"
"specials.name.unchained_jaws_ultimate_boss","Uhæmmede kæber"
"specials.name.undead_obliteration","Udød udsletter"
"specials.name.undead_penance_poetic","Udød bod"
"specials.name.undead_rage","Pilebesværgelsen"
"specials.name.undead_razer","Udødt blad"
"specials.name.under_the_surf","Under bølgen"
"specials.name.underwater_magma_cube","Undervandsmagmakube"
"specials.name.underwater_riddle","Undervandsgåde"
"specials.name.undying_heads","Udødelige hænder"
"specials.name.undying_heads_ultimate_boss","Hydra-hoveder"
"specials.name.undying_incantation","Udødelig besværgelse"
"specials.name.undying_summon","Udødelig hidkaldelse"
"specials.name.unerring_course","Sikker kurs"
"specials.name.unfeeling_assailing","Ufølsomt angribende"
"specials.name.unhallowed_spirits","Ugudelige ånder"
"specials.name.unholy_light","Uhelligt lys"
"specials.name.unholy_power","Vanhellig kraft"
"specials.name.unholy_rain","Uhellig regn"
"specials.name.unite_and_oppose","Bekæmp og vælt"
"specials.name.unnatural_pact","Sluger af liv"
"specials.name.unrelenting_hunter","Utrættelig jæger"
"specials.name.unrelenting_riposte","Utrættelig ripost"
"specials.name.unstoppable_charge","Ustoppeligt angreb"
"specials.name.unstoppable_growl","Ustoppelig vækst"
"specials.name.unwavering_devotion","Usvigelig hengivenhed"
"specials.name.unwavering_devotion_pve","Usvigelig hengivenhed"
"specials.name.unwavering_focus","Urokkeligt fokus"
"specials.name.unyielding_protector","Ubøjelig beskytter"
"specials.name.unyielding_stance","Urokkelig stilling"
"specials.name.unyielding_sword","Urokkeligt sværd"
"specials.name.urgent_gift_delivery","Bydende gavelevering"
"specials.name.ursine_protection","Bjørnebeskyttelse"
"specials.name.valiant_lunge","Tappert angreb"
"specials.name.valkyrie_charge","Valkyrieangreb"
"specials.name.valkyrie_defense","Valkyrieforsvar"
"specials.name.valkyrie_resistance","Valkyriemodstand"
"specials.name.valkyrie_rush","Valkyriehast"
"specials.name.valkyries_fortitude","Valkyriens mod"
"specials.name.valorant_strike","Tapperhedsslag"
"specials.name.valuable_contribution","Værdifuldt bidrag"
"specials.name.vampire_killer","Vampyrdræber"
"specials.name.vampiric_cleave","Vampyrflænge"
"specials.name.vampiric_curse","Vampyrens forbandelse"
"specials.name.vampiric_heist","Vampyrrov"
"specials.name.vampiric_touch","Vampyrberøring"
"specials.name.vanguard_of_passion","Lidenskabens fortrop"
"specials.name.vantage_point","Udsigtspunkt"
"specials.name.vapors_of_the_underworld","Underverdenens dampe"
"specials.name.vast_ward","Robust beskyttelse"
"specials.name.vengeance_of_owlhalla","Uglehallas hævn"
"specials.name.vengeful_backstab","Hævngerrigt bagholdsangreb"
"specials.name.vengeful_scythe","Hævngerrig le"
"specials.name.venom_slash","Giftigt hug"
"specials.name.venomfang_concoction","Giftig blanding"
"specials.name.venomous_claws","Giftige kløer"
"specials.name.venomous_jab","Giftigt hug"
"specials.name.venomous_spores","Giftige sporer"
"specials.name.venomous_sting_dragon_pve","Giftigt stik"
"specials.name.verdant_mirror","Grønt spejl"
"specials.name.verdant_trap","Grønklædt fælde"
"specials.name.vertical_slash","Lodret hug"
"specials.name.vicious_axe","Brutal økse"
"specials.name.vicious_cyclone","Grum cyklon"
"specials.name.vicious_strike","Ondskabsfuldt angreb"
"specials.name.vicious_trap","Ond fælde"
"specials.name.vigilante_punch","Selvtægtsslag"
"specials.name.vigorous_aegis","Livlig Aegis"
"specials.name.vigorous_villanelle","Veloplagt Villanelle"
"specials.name.vile_blessing","Svækkelsesforbandelse"
"specials.name.villain_swing","Skurkesving"
"specials.name.viper_blade","Slangeklinge"
"specials.name.viper_blade_costume_bear_slayer","Bjørneklinge"
"specials.name.viscous_shield_justico","Klæbrigt skjold"
"specials.name.vitalizing_show","Oplivende skue"
"specials.name.vitrail_flames","Vitrail-flammer"
"specials.name.viziers_curse","Sandkuling"
"specials.name.voice_of_authority","Autoritetens stemme"
"specials.name.void_blast","Tomrumseksplosion"
"specials.name.void_bomb","Tomrumsbombe"
"specials.name.void_orb_dragon_pve","Tomrumskugle"
"specials.name.voidshield","Tomrumsskjold"
"specials.name.volatile_crystal_conduit","Flygtig krystalledning"
"specials.name.volcanic_blast","Vulkansk brag"
"specials.name.volcanic_boulders","Vulkaniske kampesten"
"specials.name.volcanic_eruption","Vulkanudbrud"
"specials.name.volcanic_explosion","Vulkansk eksplosion"
"specials.name.volcanic_flareup","Vulkansk lysskær"
"specials.name.volcanic_rush","Vulkansk fremstød"
"specials.name.volcanic_shell","Vulkansk skal"
"specials.name.volcanic_tantrum","Tegneserieeksplosion"
"specials.name.voluminous_vigor","Voluminøs vitalitet"
"specials.name.wall_of_ice","Ismur"
"specials.name.wall_of_ki","Mur af ki"
"specials.name.wall_of_ki2","Mur af ki"
"specials.name.wall_of_swords","Sværdmur"
"specials.name.wallet_pulverizer","Pulveriserende kugler"
"specials.name.wand_of_mana_control","Manatryllestav"
"specials.name.wand_of_mana_trickery","Manadrilleriets stav"
"specials.name.wandering_star_shot","Vandrende stjerneskud"
"specials.name.war_feast","Krigsmåltid"
"specials.name.war_song","Krigssang"
"specials.name.warcry","Kampråb"
"specials.name.warcry_of_the_hunt","Jagtens kampråb"
"specials.name.warcry_of_the_jungle","Junglens kampråb"
"specials.name.warding_off_evil","Afværgelse af ondskaben"
"specials.name.warped_timepiece","Forskruet tidsmåler"
"specials.name.watchful_duty","Vagtsom pligt"
