"specials.name.a_cozy_break","Sıcak Bir Mola"
"specials.name.princess_unleashed","Zincirlerinden Kurtulmuş Prenses"
"specials.name.prosperity_for_domain","Alan için Refah"
"specials.name.protective_stance","Koruyucu Duruş"
"specials.name.protector_of_the_blue_river","Mavi Nehir'in Koruyucusu"
"specials.name.protein_corruption","Protein Bozulması"
"specials.name.protein_eater","Protein Yiyen"
"specials.name.pulsar_blast","Pulsar Patlaması"
"specials.name.pulsarstrike","Pulsar Darbesi"
"specials.name.pulverizing_ham","Öğüten Jambon"
"specials.name.pummeling","Yumruklamak"
"specials.name.punishing_shot","Cezalandırıcı Darbe"
"specials.name.punishing_shot_pve","Cezalandırıcı Darbe"
"specials.name.punishing_strike","Cezalandıran Darbe"
"specials.name.puppy_tales","Yavru Köpek Hikayeleri"
"specials.name.pure_shot","Saf Atış"
"specials.name.purification","Arınma"
"specials.name.purifying_flame","Arıtıcı Alev"
"specials.name.purifying_flame_pve","Arıtıcı Alev"
"specials.name.purifying_hit","Arındırıcı Darbe"
"specials.name.purifying_ki","Arındırıcı Ki"
"specials.name.purifying_light","Arındırıcı Işık"
"specials.name.purifying_strike","Arındırıcı Vuruş"
"specials.name.purple_beetloid_bite","Mor Böcekoid Isırığı"
"specials.name.pursuing_shot","Takip Eden Atış"
"specials.name.putrid_perfume","Leş Kokulu Parfüm"
"specials.name.puzzling_paint","Kara Karıştırıcı Boya"
"specials.name.puzzling_riddle","Kafa Karıştırıcı Bilmece"
"specials.name.qilin_blade","Qilin Bıçağı"
"specials.name.queen_of_cards","Kartların Kraliçesi"
"specials.name.queen_of_the_depths","Derinliklerin İmparatoriçesi"
"specials.name.queen_of_the_depths_final","Derinliklerin İmparatoriçesi"
"specials.name.queens_blood_poisoning","Matem Tozu"
"specials.name.queens_curse","Kum Fırtınası"
"specials.name.queens_curse_pve","Kum Fırtınası"
"specials.name.quick_and_nimble","Hızlı ve Çevik"
"specials.name.rabbits_watch","Tavşan Saati"
"specials.name.raccoon_bite","Rakun Isırığı"
"specials.name.radiant_comeback","Parlak Dönüş"
"specials.name.radiant_rapid_fire","Parlak Hızlı Ateş"
"specials.name.radiant_shackles","Parlak Kelepçeler"
"specials.name.radiant_sweep_dragon_pve","Parlak Süpürme"
"specials.name.radiating_frost","Işın Yayan Ayaz"
"specials.name.rage_of_grimnir","Grimnir'in Hiddeti"
"specials.name.raging_tempest","Şiddetli Fırtına"
"specials.name.rain_of_arrows","Ok Yağmuru"
"specials.name.rain_of_fire","Ateş Yağmuru"
"specials.name.rain_of_fire_ultimate_boss","Ateş Yağmuru"
"specials.name.raising_morale","Moral Yükselişi"
"specials.name.rally_of_the_deep","Derinlik Toplantısı"
"specials.name.ramming_pulverizer","Çarpıcı Öğütücü"
"specials.name.ramming_rush","Şahmerdan Saldırısı"
"specials.name.rapid_shots","Hızlı Atışlar"
"specials.name.rattle_of_confusion","Kafa Karıştırıcı Çıngırak"
"specials.name.ravaging_talons","Yıkıcı Pençeler"
"specials.name.ravening_blade","Obur Kılıç"
"specials.name.ravenous_pounce","Açgözlü Pençe"
"specials.name.ravens_vigil","Kuzgunların Bekçisi"
"specials.name.ravens_watch","Kuzgunların Saati"
"specials.name.ray_strike","Işın Vuruşu"
"specials.name.razor_smile","Jilet Gülücük"
"specials.name.reanimated_spite","Canlandırılan Garez"
"specials.name.reanimated_spite_pve","Canlandırılan Garez"
"specials.name.reckless_charge","Pervasız Hücum"
"specials.name.reckless_finisher","Pervasız Sonlandırıcı"
"specials.name.reckless_slash","Pervasız Kesik"
"specials.name.reckless_stab","Pervasız Bıçaklama"
"specials.name.reckless_swing","Pervasız Savurma"
"specials.name.reckless_sword_swings","Pervasız Kılıç Hamleleri"
"specials.name.red_lizard_charge","Kırmızı Kamuflajlı Kertenkele Hücumu"
"specials.name.red_shoes","Kırmızı Ayakkabılar"
"specials.name.red_sparks_dragon_pve","Kırmızı Işıltılar"
"specials.name.reef_blast","Kayalık Patlaması"
"specials.name.reflecting_stance","Düşünce Duruşu"
"specials.name.regal_claws","Kraliyet Pençeleri"
"specials.name.regal_spearhead","Krallık Mızrağı"
"specials.name.regeneration","Yenileme"
"specials.name.rejuvenating_elixir","Gençleştiren İksir"
"specials.name.rejuvenating_leap","Yenileyen Sıçrayış"
"specials.name.relaxing_riddle","Rahatlatıcı Bilmece"
"specials.name.relentless_brawler","Acımasız Dövüşçü"
"specials.name.remedies_and_diseases","Devalar ve Hastalıklar"
"specials.name.rending_dagger","Paralayan Hançer"
"specials.name.reporting_for_duty","Görev Yerinde"
"specials.name.resolute_spirit","Azimli Ruh"
"specials.name.resolute_spirit2","Azimli Ruh"
"specials.name.restoration_and_annihilation","Onarım ve Yıkım"
"specials.name.resurrection_of_the_fallen","Düşmüşlerin Dirilişi"
"specials.name.resurrection_of_the_fallen_kemeny","Düşmüşlerin Dirilişi"
"specials.name.revengeful_smite","Kindar Yakma"
"specials.name.reverse_recovery","Ters İyileşme"
"specials.name.reversed_lifeforce","Tersine Yaşam Gücü"
"specials.name.revitalizing_melody","Canlandırıcı Melodi"
"specials.name.revitalizing_orb","Canlandırıcı Küre"
"specials.name.revitalizing_sludge","Canlandırıcı Çamur"
"specials.name.reviving_touch","Dirilten Dokunuş"
"specials.name.rhythm_of_havoc","Yıkımın Ritmi"
"specials.name.riches_to_poor","Zenginden Fakire"
"specials.name.ricochet_bolt","Seken Ok"
"specials.name.riddle_of_the_moon","Ay Bilmecesi"
"specials.name.riddle_of_the_sun","Güneş Bilmecesi"
"specials.name.riders_arrow","Süvari Oku"
"specials.name.riders_lance","Süvari Zıpkını"
"specials.name.rift_blade","Yarık Bıçağı"
"specials.name.righteous_pulverizer","Meşru Püskürtücü"
"specials.name.righteous_revenge","Haklı İntikam"
"specials.name.righteous_stance","Haklı Duruş"
"specials.name.righteous_strike","Meşru Darbe"
"specials.name.rime_heart","Kırağı Yürek"
"specials.name.ring_around_the_rosie","Gül Çemberi"
"specials.name.rite_of_cuteness","Yargı Çizgisi"
"specials.name.rite_of_glass","Cam Yargısı"
"specials.name.rite_of_judgement","Yargı Ayini"
"specials.name.rites_of_inner_knowledge","İç Bilgi Ayinleri"
"specials.name.ritual_of_judgement","Yargı Ritüeli"
"specials.name.ritual_of_the_deep","Derinliklerin Ayini"
"specials.name.ritual_of_the_elements","Element Ritüeli"
"specials.name.roadside_surprise","Yol Kenarı Sürprizi"
"specials.name.roar_of_the_panther","Panterin Kükremesi"
"specials.name.rockfall_bash","Düşen Kaya Darbesi"
"specials.name.rod_of_freedom","Özgürlük Asası"
"specials.name.rod_of_torment","Eziyet Sopası"
"specials.name.roman_cleave","Spartalı Hücumu"
"specials.name.roots_of_wrath","Gazap Kökleri"
"specials.name.roots_of_yggdrasil","Yggdrasili'in Kökleri"
"specials.name.rose_bouquet_blast","Gül Buketi Patlaması"
"specials.name.rotting_wound_dragon_pve","Çürüyen Yara"
"specials.name.rottman","Deli Fare Cinneti"
"specials.name.rough_and_tumble","Sert ve Kargaşa"
"specials.name.royal_assault","Kraliyet Saldırısı"
"specials.name.royal_blades","Kraliyet Kılıçları"
"specials.name.royal_meatball_buffet","Kraliyet Köfte Büfesi"
"specials.name.royal_poisoner","Kraliyet Zehirleyicisi"
"specials.name.ruby_rush","Yakut Saldırısı"
"specials.name.rude_awakening","Kaba Uyanış"
"specials.name.ruler_of_seas","Denizlerin Hakimi"
"specials.name.ruler_of_seas_deadly","Denizlerin Hakimi"
"specials.name.rural_chop","Taşra Doğraması"
"specials.name.rush_of_flame","Alev Hücumu"
"specials.name.rushed_melody","Harekete Geçiren Melodi"
"specials.name.rusty_blade","Paslı Kılıç"
"specials.name.ruthless_gambit","Acımasız Hamle"
"specials.name.sable_slasher","Samur Kesicisi"
"specials.name.sacrament_of_salvation","Kurtuluş Ayini"
"specials.name.sacred_horns","Kutsal Boynuzlar"
"specials.name.sacred_reflection","Kutsal Yansıma"
"specials.name.saga_of_deliverance","Kurtuluş Efsanesi"
"specials.name.saga_of_protection","Koruma Efsanesi"
"specials.name.salty_splash_dragon_pve","Tuzlu Sıçrama"
"specials.name.sanction_for_heresy","Sapkınlık için Yaptırım"
"specials.name.sanctuary_of_light","Işık Mabedi"
"specials.name.sand_cyclone","Kum Kasırgası"
"specials.name.sand_cyclone_pve","Kum Kasırgası"
"specials.name.sand_wave_rana","Yükselen Dalgalar"
"specials.name.sand_wave_yunan","Yok Etme"
"specials.name.sandstorm_strike","Kum Fırtınası Vuruşu"
"specials.name.sandworm_strike","Kum Solucanı Vuruşu"
"specials.name.sapphire_eyes","Safir Gözler"
"specials.name.saturated_suffering","Doygun Istırap"
"specials.name.savage_gobble_blue","Vahşice Yiyip Yutma"
"specials.name.savage_gobble_green","Vahşice Yiyip Yutma"
"specials.name.savage_gobble_purple","Vahşice Yiyip Yutma"
"specials.name.savage_gobble_red","Vahşice Yiyip Yutma"
"specials.name.savage_gobble_yellow","Vahşice Yiyip Yutma"
"specials.name.savage_talons","Vahşi Pençeler"
"specials.name.scale_of_the_newt","Semender Derisi"
"specials.name.scaly_skin","Pullu Deri"
"specials.name.scar_of_the_depths","Derinliklerin Yarası"
"specials.name.scar_of_the_depths_deadly","Derinliklerin Yarası"
"specials.name.scarab_barrage","Böcek Yaylım Ateşi"
"specials.name.scarab_blitz","Böcek Baskını"
"specials.name.scarab_bombardment","Kutsal Böcek Bombardımanı"
"specials.name.scarab_rush","Kutsal Böcek Saldırısı"
"specials.name.scarab_throw","Kutsal Böcek Atışı"
"specials.name.scavenging_dash","Toplama Atılması"
"specials.name.scepter_of_bundelkhand","Bundelkhand'in Asası"
"specials.name.scepter_of_constellations","Takımyıldızların Asası"
"specials.name.scion_sword","Fidan Kılıcı"
"specials.name.scion_sword_costume_white_raven","Aşı Kılıcı"
"specials.name.scorching_orb","Kavurucu Küre"
"specials.name.scoundrel_swing","Alçak Savurması"
"specials.name.scourge_of_joy","Neşe Cezası"
"specials.name.scourge_of_the_strong","Güçlünün Kamçısı"
"specials.name.scouts_spyglass","Gözcünün Dürbünü"
"specials.name.scroll_of_equations","Denklemlerin Parşömeni"
"specials.name.scroll_of_fellowship","Arkadaşlık Parşömeni"
"specials.name.scroll_of_navigation","Seyrüsefer Parşömeni"
"specials.name.scroll_of_new_beginnings","Yeni Başlangıçların Parşömeni"
"specials.name.scroll_of_spite","Garez Parşömeni"
"specials.name.scythe_of_sorceries","Büyülerin Tırpanı"
"specials.name.seabed_pirouette","Deniz Yatağı Dönüşü"
"specials.name.seabed_sissonne","Deniz Yatağı Sissonne'u"
"specials.name.seal_of_ares","Ares'in Mührü"
"specials.name.seal_of_fire","Ateş Mührü"
"specials.name.searing_frost","Yakıcı Ayaz"
"specials.name.searing_strike","Kavurucu Vuruş"
"specials.name.seastar_burst","Deniz Yıldızı Patlaması"
"specials.name.seaweed_flail","Yosun Harmanı"
"specials.name.second_skin","İkinci Deri"
"specials.name.seeking_shots","Arayan Atışlar"
"specials.name.self_preservation","Kendini Koruma"
"specials.name.sense_of_wonder","Merak Duygusu"
"specials.name.serenade_of_sedition","Fitne Serenadı"
"specials.name.servants_aid","Uşağın Yardımı"
"specials.name.set_phase2","Serbest Kalan Karanlık"
"specials.name.set_phase3","Son Çaba"
"specials.name.severed_seal","Kırılmış Mühür"
"specials.name.severing_strike","Ayıran Vuruş"
"specials.name.sewing_back_together","Birlikte Dikiş"
"specials.name.shackles_of_the_sea","Denizin Zincirleri"
"specials.name.shade_cloak","Gölge Pelerini"
"specials.name.shadow_link","Çelik Bağlantı"
"specials.name.shadow_lunge","Gölge Hamlesi"
"specials.name.shadow_monster_form","Tuhaf Kesiği"
"specials.name.shadow_sidestep","Yan Çizen Gölge"
"specials.name.shadow_strike","Gölge Vuruşu"
"specials.name.shadow_sweep","Gölge Taraması"
"specials.name.shady_concerto","Şüpheli Konçerto"
"specials.name.shapeshifters_deception","Şekil Değiştiricinin Aldatması"
"specials.name.shards_of_sun","Güneş Kırıkları"
"specials.name.shared_compassion","Paylaşılan Şefkat"
"specials.name.shared_visage","Paylaşılan Yüz"
"specials.name.shark_bite","Köpek Balığı Isırığı"
"specials.name.sharp_cut","Keskin Kesik"
"specials.name.sharp_knife","Keskin Bıçak"
"specials.name.sharp_stingers","Keskin İğne"
"specials.name.shatter_psyche","Paramparça Tin"
"specials.name.shatter_soul","Ruh Parçalayan"
"specials.name.shattering_shriek","Yıkıcı Feryat"
"specials.name.shattering_warcry","Yıkıcı Savaş Çığlığı"
"specials.name.shed_skin","Dökülen Deri"
"specials.name.shieldmaidens_protection","Savaşçı Kadının Koruması"
"specials.name.shifting_mindless_attack","Değişken Akılsız Saldırı"
"specials.name.shimmering_shield","Pırıldayan Kalkan"
"specials.name.shock_bolt","Şok Cıvata"
"specials.name.shock_ultimatum","Şok Ultimatum"
"specials.name.shocking_news","Şaşırtıcı Haber"
"specials.name.shrill_announcement","Tiz Duyuru"
"specials.name.shy_jab_dragon_pve","Utangaç Yumruk"
"specials.name.sickening_glow","Hasta Eden Işıltı"
"specials.name.sickle_of_eradication","İmha Orağı"
"specials.name.sickle_of_wu","Wu'nun Orağı"
"specials.name.sickle_trouble","Orak Belası"
"specials.name.sideswipe","Yandan darbe"
"specials.name.sigil_of_the_sun","Güneş Mührü"
"specials.name.silencing_stick_up","Susturucu Savunma"
"specials.name.silent_takedown","Sessiz Baltalama"
"specials.name.sinister_enlace","Kötü Niyetli Bağlar"
"specials.name.sinister_enlace_deadly","Kötü Niyetli Bağlar"
"specials.name.sinister_siphon","Kötücül Cadı"
"specials.name.sir_agony","Akıtan Bıçak"
"specials.name.sir_pain","Kindar Tırpan"
"specials.name.situational_awareness","Duruma Bağlı Farkındalık"
"specials.name.sky_attack","Gökyüzü Saldırısı"
"specials.name.skyfall_crumble","Gökten Düşen Parçalar"
"specials.name.slash_and_support","Kes ve Destekle"
"specials.name.slash_of_four_blades","Dört Bıçak Kesiği"
"specials.name.slash_of_glass_blades","Cam Bıçakların Kesiği"
"specials.name.slash_of_seven_blades","Yedi Bıçak Kesiği"
"specials.name.slash_of_seven_daggers","Yedi Hançer Kesiği"
"specials.name.slash_of_seven_toons","Yedi Çizginin Kesiği"
"specials.name.slash_of_the_seven_stilettos","Yedi Kama Kesiği"
"specials.name.slaying_stake","Öldüren Kazık"
"specials.name.sledge_bash","Kızak Darbesi"
"specials.name.slice_and_dice","Dilimle ve Doğra"
"specials.name.slice_and_dice_pve","Dilimle ve Doğra"
"specials.name.slime_coated_sword","Balçık Kaplı Kılıç"
"specials.name.slime_serving","Balçık Servisi"
"specials.name.slime_slap","Balçık Tokadı"
"specials.name.slimy_balls","Balçık Topları"
"specials.name.slingja_attack_chingiriko","Sling-ja Saldırısı"
"specials.name.slumber_spores","Uyuyan Sporlar"
"specials.name.slumbering_beatdown","Uyutan Dayak"
"specials.name.smoldering_tear_dragon_pve","Yakıcı Gözyaşı"
"specials.name.smooth_treatment","Pürüzsüz Tedavi"
"specials.name.snapping_jaws","Takırdayan Çeneler"
"specials.name.snowlit_slices","Kar Işıklı Dilimler"
"specials.name.soaring_blast","Süzülen Patlama"
"specials.name.sock_and_block","Vur ve Engelle"
"specials.name.solar_beam","Güneş Işını"
"specials.name.solar_strike","Güneş Vuruşu"
"specials.name.soldiers_curse","Kum Meltemi"
"specials.name.solid_frozen_fist","Donmuş Katı Yumruk"
"specials.name.song_of_calamity","Musibet Şarkısı"
"specials.name.song_of_hoot_and_holler","Eğlence Şarkısı"
"specials.name.song_of_regression","Gerileme Ağıdı"
"specials.name.song_of_the_morass","Bataklık Şarkısı"
"specials.name.song_of_the_skies","Göklerin Şarkısı"
"specials.name.songs_of_the_cherry_tree","Kiraz Ağacının Şarkıları"
"specials.name.sonic_infusion_arrow","Sonik İnfüzyon Oku"
"specials.name.sonic_roar","Sonik Kükreme"
"specials.name.sonic_wall","Sonik Duvar"
"specials.name.sonorous_spear","Çınlayan Mızrak"
"specials.name.soothing_melody","Yatıştıran Melodi"
"specials.name.soothing_song","Yatıştırıcı Şarkı"
"specials.name.soul_cage","İskelet Çağrısı"
"specials.name.soul_guardian","Ruh Muhafızı"
"specials.name.sour_berry_blast_dragon_pve","Ekşi Yemiş Patlaması"
"specials.name.sparking_star_slash","Işıldayan Yıldız Kesiği"
"specials.name.sparrow_fury","Serçe Öfkesi"
"specials.name.spartan_cleave","Spartalı Ayırma"
"specials.name.spartan_slash","Sparta Kesiği"
"specials.name.spear_of_blood_pact","Kan Paktının Mızrağı"
"specials.name.spear_of_loyalty","Sadakat Mızrağı"
"specials.name.spear_of_shu","Shu'nun Mızrağı"
"specials.name.spearwand_gale","Mızraklı Asa Fırtınası"
"specials.name.spectacular_bite","Müthiş Isırık"
"specials.name.spectral_visions","Spektral Görüş"
"specials.name.spectral_wings","Spektral Kanatlar"
"specials.name.spectres_flail","Hayalet Sancağı"
"specials.name.spell_lock","Büyü Kilitleme"
"specials.name.spell_of_camaraderie","Yoldaşlık Büyüsü"
"specials.name.spicy_berry_blast_dragon_pve","Baharatlı Yemiş Patlaması"
"specials.name.spike_burst","Diken Patlaması"
"specials.name.spilled_decoctions","Dökülen Öz"
"specials.name.spirit_arrow","Ruh Oku"
"specials.name.spirit_drain","Ruh Çekişi"
"specials.name.spirit_of_spring","Bahar Ruhu"
"specials.name.spirit_of_winter","Kış Ruhu"
"specials.name.spirit_rally","Ruh Toplantısı"
"specials.name.spirits_of_the_mountain","Dağın Ruhları"
"specials.name.spiritual_unity","Muhteşem Şölen"
"specials.name.spiritual_wire","Ruhani Tel"
"specials.name.splintering_shot","Parçalara Ayıran Atış"
"specials.name.splintering_shot2","Parçalara Ayıran Atış"
"specials.name.spotting_trouble","Bela Tespiti"
"specials.name.spreading_gossip","Yayılan Dedikodu"
"specials.name.spreading_shadow","Yayılan Gölge"
"specials.name.spreading_traps","Tuzak Yayma"
"specials.name.sprite_ballad","Ruh Baladı"
"specials.name.sprite_hymn","Peri Şarkısı"
"specials.name.squeak_of_protection","Koruma Gıcırtısı"
"specials.name.squire_strike","Ağa Saldırısı"
"specials.name.squires_squirrel","Ağanın Sincabı"
"specials.name.squish_squash_achillea","Ezici Büzücü"
"specials.name.stab_of_four_blades","Dört Bıçak Saplaması"
"specials.name.staff_of_mana_control","Mana Kontrolü Kadrosu"
"specials.name.staff_of_mana_control_pve","Mana Kontrolü Kadrosu"
"specials.name.staff_of_the_seastar","Deniz Yıldızının Ekibi"
"specials.name.staggering_blows","Sarsıcı Darbeler"
"specials.name.stalling_spell","Oyalayan Büyü"
"specials.name.stalling_strike","Oyalayan Vuruş"
"specials.name.stalwart_rally","Cesur Seferberlik"
"specials.name.stalwart_to_the_end","Sonuna Kadar Yiğit"
"specials.name.standing_fortress","Dik Duran Hisar"
"specials.name.standing_fortress3","Dik Duran Hisar"
"specials.name.star_construct","Yıldız Yapısı"
"specials.name.star_trail","Yıldız İzi"
"specials.name.starplay","Yıldız Oyunu"
"specials.name.stately_retribution","Görkemli İntikam"
"specials.name.steel_rush","Çelik Hücumu"
"specials.name.stellar_beam","Yıldız Işını"
"specials.name.sticky_express","Yapışkan Ekspres"
"specials.name.sticky_spear","Yapışkan Mızrak"
"specials.name.stiletto_cyclone","Kama Kasırgası"
"specials.name.stolen_tarts","Çalıntı Turtalar"
"specials.name.stomp","Tepeleme"
"specials.name.stone_skin","Ruh Bağlantısı"
"specials.name.storm_of_blades","Bıçak Fırtınası"
"specials.name.strange_incense","Tuhaf Tütsü"
"specials.name.strategic_slash","Ornitolojik Kesik"
"specials.name.strength_of_the_accursed","Lanetlilerin Kuvveti"
"specials.name.strength_of_the_benemoth","Behemoth'un Gücü"
"specials.name.strength_of_the_volcano","Volkanın Gücü"
"specials.name.strengthening_draught","Güçlendiren Akım"
"specials.name.strengthening_smash","Güçlendirici Darbe"
"specials.name.strict_standards","Katı Standartlar"
"specials.name.strike_and_support","Saldır ve Destekle"
"specials.name.strike_from_the_shadows","Gölgelerden Gelen Saldırı"
"specials.name.strike_from_the_skies","Gökten Gelen Saldırı"
"specials.name.strike_of_a_thousand_howls","Binlerce Feryat Vuruşu"
"specials.name.strike_of_the_ancients","Antiklerin Vuruşu"
"specials.name.strike_of_the_cobra","Kobra Vuruşu"
"specials.name.strike_of_the_monolith","Anıt Saldırısı"
"specials.name.strike_of_the_toons","Çizgilerin Darbesi"
"specials.name.strike_of_the_underworld","Yer Altı Dünyasının Vuruşu"
"specials.name.struck_by_thunder","Şimşek Çarpması"
"specials.name.stubby_reap","Kısa Biçme"
"specials.name.stunning_blow","Felç Darbesi"
"specials.name.stunning_spear","Çarpıcı Mızrak"
"specials.name.stunning_steel","Çarpıcı Çelik"
"specials.name.stunning_strike","Çarpıcı Vuruş"
"specials.name.stupendous_break_in","Müthiş Giriş"
"specials.name.sturdy_riposte","Sağlam Karşılık"
"specials.name.stylish_chop","Şık Doğrama"
"specials.name.stylish_counterattack","Şık Karşı Saldırı"
"specials.name.stylish_eruption","Şık Patlama"
"specials.name.stylish_fireball","Şık Ateş Topu"
"specials.name.stylish_heal","Şık Şifa"
"specials.name.stylish_pulverizer","Şık Öğütücü"
"specials.name.stylish_slash","Şık Kesik"
"specials.name.stylish_spear","Şık Mızrak"
"specials.name.stylish_strike","Şık Vuruş"
"specials.name.stylish_strike_caedmon","Şık Vuruş"
"specials.name.stylish_warcry","Şık Savaş Çığlığı"
"specials.name.subduing_strike","Diz Çöktüren Vuruş"
"specials.name.sublime_pastry","Balıklı Hamur İşi"
"specials.name.sudden_attack","Ani Saldırı"
"specials.name.suffocating_smoke","Boğucu Duman"
"specials.name.suffocating_smoke2","Boğucu Duman"
"specials.name.suffocating_smoke3","Boğucu Duman"
"specials.name.sugar_rush","Şeker Yükselmesi"
"specials.name.summer_carol","Yaz Temalı Carol"
"specials.name.summers_end","Dondurucu Final"
"specials.name.summon_ballerina_fiend","Balerinlere Çağrı"
"specials.name.summon_celestial_guardians","Göksel Muhafızları çağır"
"specials.name.summon_rock_golems","Kaya Golemlerini çağır"
"specials.name.summon_sand_golems","Kum Golemlerini Çağır"
"specials.name.summon_temple_guardians","Tapınak Muhafızları Çağır"
"specials.name.sunken_abyss","Batık Uçurum"
"specials.name.sunken_magma_cube","Çökmüş Magma Küpü"
"specials.name.sunscreen_blast","Güneş Kremi Patlaması"
"specials.name.sunstone_glare_dragon_pve","Güneş Taşı Parıltısı"
"specials.name.super_duper_spray","Efsane Süper Sprey"
"specials.name.super_porridge","Süper Lapa"
"specials.name.superb_sake","Süper Sake"
"specials.name.supercharged_fireball_dragon_pve","Aşırı Yüklü Ateş Topu"
"specials.name.supernova","Süpernova"
"specials.name.supernova_boss_phase1","Süpernova"
"specials.name.supernova_boss_phase2","Supernova Aeternus"
"specials.name.suppressing_ki","Bastıran Ki"
"specials.name.sure_fire_combustion","Sağlam Yanma"
"specials.name.surprise_goo","Sürpriz Sıvısı!"
"specials.name.suspicious_stew","Şüpheli Yahni"
"specials.name.swamp_skin","Bataklık Derisi"
"specials.name.swashbuckling_stab","Kabadayı Bıçaklaması"
"specials.name.sweet_berry_blast_dragon_pve","Tatlı Yemiş Patlaması"
"specials.name.sweet_dreams","Tatlı Rüyalar"
"specials.name.swift_little_friends","Atik Küçük Dostlar"
"specials.name.swift_maneuvers","Hızlı Manevralar"
"specials.name.swift_stingers","Hızlı İğneler"
"specials.name.swooping_support","Saldıran Destek"
"specials.name.swooping_talon","Saldırı Pençesi"
"specials.name.sword_barricade","Kılıç Barikatı"
"specials.name.sword_dance","Kılıç Dansı"
"specials.name.sword_of_swan_song","Kuğu Şarkısının Kılıcı"
"specials.name.sword_of_wei","Wei'nin Bıçağı"
"specials.name.sylvan_blessings","Orman Kutsamaları"
"specials.name.symphonic_pulverizer","Senfonik Öğütücü"
"specials.name.tackle","Yaklaş"
"specials.name.tactical_cut","Taktik Kesik"
"specials.name.tail_bash","Kuyruk Darbesi"
"specials.name.tail_slam","Kuyruk Smacı"
"specials.name.tail_slam_deadly","Kuyruk Smacı"
"specials.name.tail_sting","Kuyruk Sokması"
"specials.name.tail_sting_deadly","Kuyruk Sokması"
"specials.name.tainted_axe","Lekeli Balta"
"specials.name.tambourine_solo","Tef Solosu"
"specials.name.tangy_berry_blast_dragon_pve","Keskin Yemiş Patlaması"
"specials.name.tantrum_of_forest","Çizgilerin Öfkesi"
"specials.name.teeth_of_the_river","Nehrin Dişleri"
"specials.name.tempered_blade","Tavlı Kılıç"
"specials.name.tentacle_jab","Dokunaç Yumruğu"
"specials.name.tentacle_slash","Dokunaç Kesiği"
"specials.name.terrifying_screech","Korkutucu Çığlık"
"specials.name.terror_shriek","Dehşet Çığlığı"
"specials.name.testudo_rock","Siperlik Kaya"
"specials.name.testudo_roll","Yuvarlanan Testudo"
"specials.name.testudo_roll_deadly","Yuvarlanan Testudo"
"specials.name.the_call_to_hibernate","Kış Uykusu Çağrısı"
"specials.name.the_dukes_investigation","Dükün Soruşturması"
"specials.name.the_eagles_blessing","Kartalın Kutsaması"
"specials.name.the_mighty_crescendo","Güçlü Kreşendo"
"specials.name.the_perfect_throw","Mükemmel Atış"
"specials.name.the_piranha_incident","Pirana Olayı"
"specials.name.the_queens_radiance","Kraliçenin Görkemi"
"specials.name.the_queens_speech","Kraliçenin Konuşması"
"specials.name.the_two_sides_of_the_moon","Ay'ın İki Yüzü"
"specials.name.the_undercover_investigation","Gizli Soruşturma"
"specials.name.thieving_shot","Hırsızın Vuruşu"
"specials.name.thorned_slam_dunk","Dikenli Smaç"
"specials.name.thousand_cuts","Binlerce Kesik"
"specials.name.thousand_palm_strikes","Bin Avuç Darbesi"
"specials.name.three_bandit_mice","Üç Haydut Fare"
"specials.name.three_blind_mice","Üç Kör Fare"
"specials.name.three_little_rams","Üç Küçük Koç"
"specials.name.thresher_worms","Harmancı Kurtlar"
"specials.name.thrilling_clash","Nefes Kesici Çarpışma"
"specials.name.throwing_daggers","Hançer Fırlatma"
"specials.name.throwing_stars","Yıldız Fırlatma"
"specials.name.thunder_ultimatum","Şimşek Ültimatomu"
"specials.name.thunderbolt","Şimşek Oku"
"specials.name.thundering_strike","Uğultulu Darbe"
"specials.name.thunderstorm","Sağanak"
"specials.name.thunderstrike","Şimşek Ültimatomu"
"specials.name.tidal_force","Gelgit Gücü"
"specials.name.tidal_vortex","Gelgit Girdabı"
"specials.name.tidal_wave","Düzenbaz Dalgası"
"specials.name.tidal_waves","Gelgit Dalgaları"
"specials.name.tidy_up","Topla!"
"specials.name.time_rewind","Zamanı Geriye Sar"
"specials.name.timeless_timepiece","Zamansız Zaman Parçası"
"specials.name.titanbone_chain_slash","Titan Kemiği Zincir Kesiği"
"specials.name.titanium_antler_attack","Titanyum Boynuz Saldırısı"
"specials.name.titantooth_blade","Titan Dişli Kılıç"
"specials.name.to_the_rescue","Kurtarmaya gidiyoruz!"
"specials.name.tokri_of_resources","Kaynak Tokrisi"
"specials.name.tome_of_the_stag","Geyiğin Kitabı"
"specials.name.toon_annihilation","Çizgi Yıkımı"
"specials.name.toon_athenas_bow","Çizgi Athena'nın Yayı"
"specials.name.toon_attack","Çizgi Saldırı"
"specials.name.toon_barrage","Çizgi Yaylım Ateşi"
"specials.name.toon_bash","Çizgi Darbesi"
"specials.name.toon_bite","Çizgi Isırık"
"specials.name.toon_blast","Çizgi Patlaması"
"specials.name.toon_brew","Çizgi Bira"
"specials.name.toon_chop","Çizgi Doğraması"
"specials.name.toon_cleave","Çizgi Bölmesi"
"specials.name.toon_counter","Çizgi Film ve Karşılaşma"
"specials.name.toon_cut","Çizgi Kesik"
"specials.name.toon_finisher","Çizgi İş Bitirici"
"specials.name.toon_fury","Çizgi Öfkesi"
"specials.name.toon_hit","Çizgi Darbe"
"specials.name.toon_jolt","Çizgi Sarsıntı"
