"heroes.name_fancy.astral_cosmicspeaker","星体精灵天文学家"
"heroes.name_fancy.sand_queen","飞沙帝国王后"
"heroes.name_fancy.sand_queen_costume_surfer","冲浪女王"
"heroes.name_fancy.sand_roc","飞沙帝国保护者"
"heroes.name_fancy.sand_roc_costume_juice","海滩守护者"
"heroes.name_fancy.sand_soldier","飞沙帝国士兵"
"heroes.name_fancy.sand_tower","飞沙帝国狂战士"
"heroes.name_fancy.sand_vizier","飞沙帝国大臣"
"heroes.name_fancy.shadow_abigail","调查记者"
"heroes.name_fancy.shadow_asketel","失落学识探索者"
"heroes.name_fancy.shadow_atwood","谜之追逐者"
"heroes.name_fancy.shadow_burton","人造人调查员"
"heroes.name_fancy.shadow_cthuwu","旧神造物"
"heroes.name_fancy.shadow_dolores","鲁莽的私人侦探"
"heroes.name_fancy.shadow_gwendoline","狂热考古学家"
"heroes.name_fancy.shadow_hunter","旧神后裔"
"heroes.name_fancy.shadow_hysteria","神器收藏家"
"heroes.name_fancy.shadow_melancholia","旧神追随者"
"heroes.name_fancy.shadow_omen","魔鬼礁赐福之人"
"heroes.name_fancy.shadow_penelope","残暴的前图书管理员"
"heroes.name_fancy.shadow_rashan","虎戮金属使用者"
"heroes.name_fancy.shadow_rosanna","百步穿杨"
"heroes.name_fancy.shadow_salvatore","扭曲灵媒"
"heroes.name_fancy.shadow_shoggo","变形向导"
"heroes.name_fancy.shadow_wulfstan","上古邪神弹药匠师"
"heroes.name_fancy.shadow_zavinia","深渊混合体"
"heroes.name_fancy.slayer_aodhan","浴火者"
"heroes.name_fancy.slayer_caitlin","天启者"
"heroes.name_fancy.slayer_caitlin_costume_crusader","正义十字军战士"
"heroes.name_fancy.slayer_cathal","无畏者"
"heroes.name_fancy.slayer_cillian","不死者"
"heroes.name_fancy.slayer_maeve","无影者"
"heroes.name_fancy.slayer_noril","暴虐者"
"heroes.name_fancy.slayer_orla","可敬者"
"heroes.name_fancy.slayer_rian","刚毅者"
"heroes.name_fancy.slayer_saoirse","不屈者"
"heroes.name_fancy.slayer_saoirse_costume_knight","征服者"
"heroes.name_fancy.slayer_senan","受咒者"
"heroes.name_fancy.slayer_senan_costume_tentacles","头足体仆从"
"heroes.name_fancy.slime_charmione","魅惑的歌剧粘物"
"heroes.name_fancy.slime_choozen","害羞宝箱史莱姆"
"heroes.name_fancy.slime_fruitio","水果迷史莱姆"
"heroes.name_fancy.slime_fungustine","复苏森林史莱姆"
"heroes.name_fancy.slime_gloozmer","温柔戏法师史莱姆"
"heroes.name_fancy.slime_goldrip","黄金史莱姆之王"
"heroes.name_fancy.slime_gooldron","书呆子气的大釜史莱姆"
"heroes.name_fancy.slime_goorian","野蛮污泥"
"heroes.name_fancy.slime_gooric","睿智的圣所粘物"
"heroes.name_fancy.slime_gooze","出逃的炼金实验室粘物"
"heroes.name_fancy.slime_gunktus","冷血战斗黏团"
"heroes.name_fancy.slime_harubo","巡逻史莱姆"
"heroes.name_fancy.slime_knightus","骑士神殿史莱姆"
"heroes.name_fancy.slime_labblub","好奇科学家史莱姆"
"heroes.name_fancy.slime_magistine","织法史莱姆"
"heroes.name_fancy.slime_mucktus","残忍的森林黏团"
"heroes.name_fancy.slime_slaymire","顽固史莱姆执行者"
"heroes.name_fancy.slime_slimgo","鬼祟的盗贼史莱姆"
"heroes.name_fancy.slime_sliposi","滑溜信使史莱姆"
"heroes.name_fancy.slime_sludgus","歌唱的酒馆史莱姆"
"heroes.name_fancy.slime_verdigoo","粘糊糊翡翠仲裁者"
"heroes.name_fancy.slime_zestique","绯红甜霜史莱姆"
"heroes.name_fancy.styx_amphitrite","海之女神"
"heroes.name_fancy.styx_arges","药商独眼巨人"
"heroes.name_fancy.styx_brontes","农夫独眼巨人"
"heroes.name_fancy.styx_charon","冥河摆渡人"
"heroes.name_fancy.styx_dante","冥界冒险者"
"heroes.name_fancy.styx_erebus","幽暗之神"
"heroes.name_fancy.styx_hypnos","睡神"
"heroes.name_fancy.styx_nemesis","天谴女神"
"heroes.name_fancy.styx_nyx","黑夜之母"
"heroes.name_fancy.styx_steropes","画家独眼巨人"
"heroes.name_fancy.styx_thanatos","安息之神"
"heroes.name_fancy.styx_virgil","冥界向导"
"heroes.name_fancy.tales1_aqualith","元素重装步兵"
"heroes.name_fancy.tales1_aqualith_costume_purple","元素巨人"
"heroes.name_fancy.tales1_atlanteia","冷若冰霜的深海仙女"
"heroes.name_fancy.tales1_atlanteia_costume_siren","冷若冰霜的深海女妖"
"heroes.name_fancy.tales1_bagreg","鱼人突击小队队长"
"heroes.name_fancy.tales1_bagreg_costume_scout","鱼仔斥候"
"heroes.name_fancy.tales1_ceto","原始海怪女神"
"heroes.name_fancy.tales1_ceto_costume_queen","原始海怪女王"
"heroes.name_fancy.tales1_domiventus","不死的超深渊生物"
"heroes.name_fancy.tales1_domiventus_costume_supreme","至高超深渊生物"
"heroes.name_fancy.tales1_ephyra","海仙女公主"
"heroes.name_fancy.tales1_ephyra_costume_reef","暗礁公主"
"heroes.name_fancy.tales1_galapago","海洋智者"
"heroes.name_fancy.tales1_galapago_costume_quarry","聪明的采石场翻滚者"
"heroes.name_fancy.tales1_gelert","深渊寻宝人"
"heroes.name_fancy.tales1_gelert_costume_scavenger","深渊清道夫"
"heroes.name_fancy.tales1_gestalt","永恒深渊王子"
"heroes.name_fancy.tales1_gestalt_costume_pearls","永恒明珠王子"
"heroes.name_fancy.tales1_jaco","深渊奸商"
"heroes.name_fancy.tales1_jaco_costume_alchemist","狡猾的深渊炼金术师"
"heroes.name_fancy.tales1_lasalle","浮夸的亚特兰蒂斯骑兵"
"heroes.name_fancy.tales1_lasalle_costume_jockey","浮夸的亚特兰蒂斯骑师"
"heroes.name_fancy.tales1_medea","深渊纳迦女王"
"heroes.name_fancy.tales1_medea_costume_goddess","深渊纳迦女神"
"heroes.name_fancy.tales1_mulgog","鱼人掠夺者"
"heroes.name_fancy.tales1_mulgog_costume_bard","鱼人吟游诗人"
"heroes.name_fancy.tales1_persa","掠夺的水精灵"
"heroes.name_fancy.tales1_persa_costume_jellyfish_noble","水母贵族"
"heroes.name_fancy.tales1_phorcys","原始深渊之神"
"heroes.name_fancy.tales1_phorcys_costume_warrior_god","深渊战神"
"heroes.name_fancy.tales1_sharkhai","大叛徒"
"heroes.name_fancy.tales1_sharkhai_costume_butcher","锯齿屠夫"
"heroes.name_fancy.tales1_spartoi","纳迦狂战士"
"heroes.name_fancy.tales1_spartoi_costume_guard","纳迦守卫"
"heroes.name_fancy.tales1_thalassa","原始海洋女神"
"heroes.name_fancy.tales1_thalassa_costume_crystals","原始水晶女神"
"heroes.name_fancy.tales1_ultrox","深渊司祝"
"heroes.name_fancy.tales1_ultrox_costume_ethereal","深渊虹吸者"
"heroes.name_fancy.tales2_aethslegaur","矮人觅火者"
"heroes.name_fancy.tales2_andvari","矮人神谕者"
"heroes.name_fancy.tales2_bragi","矮人拳手"
"heroes.name_fancy.tales2_bryggvir","矮人羊骑士"
"heroes.name_fancy.tales2_dagr","矮人山脉萨满"
"heroes.name_fancy.tales2_dain","矮人攻城大师"
"heroes.name_fancy.tales2_dularfulr","矮人黑暗先知"
"heroes.name_fancy.tales2_fafnir","马克海姆的矮人王"
"heroes.name_fancy.tales2_fimafeng","矮人求生专家"
"heroes.name_fancy.tales2_fjalar","矮人黄金吟游诗人"
"heroes.name_fancy.tales2_gandr","矮人疾风战士"
"heroes.name_fancy.tales2_helgi","矮人怒火神行者"
"heroes.name_fancy.tales2_hogne","矮人重骑士"
"heroes.name_fancy.tales2_hreidmarr","矮人山脉之王"
"heroes.name_fancy.tales2_motsognir","矮人边境野人"
"heroes.name_fancy.tales2_ott","矮人乐天骗徒"
"heroes.name_fancy.tales2_regin","矮人传奇王子"
"heroes.name_fancy.tales2_snorri","矮人说书人"
"heroes.name_fancy.tales2_svafa","矮人巨兽猎人"
"heroes.name_fancy.tales2_thrivaldi","矮人觅火者"
"heroes.name_fancy.trainer","无主剑客"
"heroes.name_fancy.tribal_chief","部落首领"
"heroes.name_fancy.tribal_chief_costume_conqueror","部落复仇者"
"heroes.name_fancy.tribal_chief_costume_cute","卡通酋长"
"heroes.name_fancy.tribal_chief_costume_glass","首席彩绘师"
"heroes.name_fancy.tribal_chief_costume_leopard","猎豹酋长"
"heroes.name_fancy.undead_captain_warrior","驭死领主"
"heroes.name_fancy.undead_captain_warrior_costume_cute","卡通驭死领主"
"heroes.name_fancy.undead_captain_warrior_costume_glass","驭死彩绘"
"heroes.name_fancy.undead_captain_warrior_costume_prince","不死王子"
"heroes.name_fancy.undead_captain_warrior_costume_reveller","驭死狂欢者"
"heroes.name_fancy.undead_female_warrior","驭死夫人"
"heroes.name_fancy.undead_female_warrior_costume_cute","不死卡通"
"heroes.name_fancy.undead_female_warrior_costume_princess","不死公主"
"heroes.name_fancy.undead_female_warrior_costume_rococo","驭死公主"
"heroes.name_fancy.undead_horned_skeleton","无情神迹"
"heroes.name_fancy.undead_horned_skeleton_costume_cute","无情卡通"
"heroes.name_fancy.undead_horned_skeleton_costume_fool","残躯小丑"
"heroes.name_fancy.undead_running_skeleton","庄严神迹"
"heroes.name_fancy.undead_running_skeleton_costume_cute","庄严卡通"
"heroes.name_fancy.undead_running_skeleton_costume_roman","罗马神迹"
"heroes.name_fancy.undead_screaming_zombie","欲坠神迹"
"heroes.name_fancy.underworld_champion","禁卫守护"
"heroes.name_fancy.underworld_champion_costume_champion","禁卫角斗士"
"heroes.name_fancy.underworld_champion_costume_cute","禁卫卡通"
"heroes.name_fancy.underworld_champion_costume_glass","禁卫彩绘"
"heroes.name_fancy.underworld_champion_costume_vampire","禁卫吸血鬼"
"heroes.name_fancy.valentines_anteros","回应之爱神"
"heroes.name_fancy.valentines_cupido","倾心之爱神"
"heroes.name_fancy.valentines_elba","爱的坚定守护者"
"heroes.name_fancy.valentines_eros","欲望之爱神"
"heroes.name_fancy.valentines_himeros","单恋之爱神"
"heroes.name_fancy.valentines_kabeiroi","热恋中的机械脑"
"heroes.name_fancy.valentines_matchmaker_dodgrom","兽人约会顾问"
"heroes.name_fancy.valentines_phthonus","嫉妒之爱神"
"heroes.name_fancy.valentines_voluptas","喜乐之爱神"
"heroes.name_fancy.valentines_zarola","心碎之爱神"
"heroes.name_fancy.vampire_king","吸血鬼之王"
"heroes.name_fancy.vampire_king_costume_mafia","罪恶之王"
"heroes.name_fancy.vampire_lord","吸血鬼侍从"
"heroes.name_fancy.vampire_queen","暗夜之子"
"heroes.name_fancy.villain_asterius","巨型弥诺陶洛斯"
"heroes.name_fancy.villain_crystalis","钻石皇后"
"heroes.name_fancy.villain_dark_lord","卡莱姆多灾祸"
"heroes.name_fancy.villain_dark_lord_costume_astronomer","卡莱姆多天文学者"
"heroes.name_fancy.villain_edd","愚笨暴徒"
"heroes.name_fancy.villain_ingolf","绝命哈尔西"
"heroes.name_fancy.villain_isrod","绝命亚尔"
"heroes.name_fancy.villain_karnov","彪悍战士"
"heroes.name_fancy.villain_karnov_costume_jammies","昏睡战士"
"heroes.name_fancy.villain_sanngrior","堕落女武神"
"heroes.name_fancy.villain_skrekok","鼠人无赖"
"heroes.name_fancy.villain_toxicandra","塞尔贝拉的君王"
"heroes.name_fancy.villain_toxicandra_costume_rose","草木君主"
"heroes.name_fancy.wild_cat_leonie","里奥尔幸存者"
"heroes.name_fancy.wild_cat_rajesh","底格里斯美食酋长"
"heroes.name_fancy.witch_king","地穴大师"
"heroes.name_fancy.witch_king_costume_cosmic","宇宙魔术师"
"heroes.name_fancy.wonderland_alice","仙境冒险家"
"heroes.name_fancy.wonderland_alice_costume_warping","仙境槌球公主"
"heroes.name_fancy.wonderland_bear","仙境野兽"
"heroes.name_fancy.wonderland_captain","仙境侍从"
"heroes.name_fancy.wonderland_cheshire_cat","淘气小猫"
"heroes.name_fancy.wonderland_cheshire_cat_costume_malicious","蛇蝎猫咪"
"heroes.name_fancy.wonderland_hatter","仙境谜语人"
"heroes.name_fancy.wonderland_hatter_costume_tea","仙境鉴茶家"
"heroes.name_fancy.wonderland_jabberwocky","仙境之怖"
"heroes.name_fancy.wonderland_jabberwocky_costume_moth","炸脖蛾"
"heroes.name_fancy.wonderland_knave_of_hearts","仙境小偷"
"heroes.name_fancy.wonderland_phoenicus","仙境智者"
"heroes.name_fancy.wonderland_queen","仙境女王"
"heroes.name_fancy.wonderland_queen_costume_benefactor","仙境行善者"
"heroes.name_fancy.wonderland_tweedles","仙境双胞胎"
"heroes.name_fancy.wonderland_white_rabbit","仙境领路人"
"heroes.name_fancy.wonderland_white_rabbit_costume_mask","疯狂面具"
