"heroes.name_fancy.astral_cosmicspeaker","星界精靈天文學家"
"heroes.name_fancy.s5_ahmose","木乃伊法老"
"heroes.name_fancy.s5_ahmose_costume_reborn","法老重生"
"heroes.name_fancy.s5_anubis","來世之神"
"heroes.name_fancy.s5_anubis_costume_dancefloor","舞池裁判"
"heroes.name_fancy.s5_aqeela","混世頑童"
"heroes.name_fancy.s5_aqeela_costume_sorcerer","混世術士"
"heroes.name_fancy.s5_azmia","冷酷的旅館老闆"
"heroes.name_fancy.s5_azmia_costume_dancing","跳舞的旅館老闆"
"heroes.name_fancy.s5_bastet","月亮之眼"
"heroes.name_fancy.s5_bastet_costume_forest","森林之眼"
"heroes.name_fancy.s5_bennu","造物之靈"
"heroes.name_fancy.s5_bennu_costume_heron","創造之蒼鷺"
"heroes.name_fancy.s5_cleopatra","神聖法老"
"heroes.name_fancy.s5_cleopatra_costume_feline","貓法老"
"heroes.name_fancy.s5_el_naddaha","河中女妖"
"heroes.name_fancy.s5_el_naddaha_costume_sea","海妖"
"heroes.name_fancy.s5_eset","萬千名諱之女"
"heroes.name_fancy.s5_eset_costume_goldensun","黃金太陽小姐"
"heroes.name_fancy.s5_faiez","好運農夫"
"heroes.name_fancy.s5_faiez_costume_miner","好運礦工"
"heroes.name_fancy.s5_hathor","母愛女神"
"heroes.name_fancy.s5_hathor_costume_starlit","星輝之母"
"heroes.name_fancy.s5_hetepheres","狡猾的斯芬克斯"
"heroes.name_fancy.s5_hetepheres_costume_spa","Spa斯芬克斯"
"heroes.name_fancy.s5_horus","狩獵之神"
"heroes.name_fancy.s5_horus_costume_golden","黃金獵人"
"heroes.name_fancy.s5_jarif","壓力爆表的抄寫員"
"heroes.name_fancy.s5_jarif_costume_curator","焦慮館長"
"heroes.name_fancy.s5_junaid","守誓士兵"
"heroes.name_fancy.s5_junaid_costume_champion","守誓勇士"
"heroes.name_fancy.s5_khafre","機敏的斯芬克斯"
"heroes.name_fancy.s5_khafre_costume_aquatic","水生斯芬克斯"
"heroes.name_fancy.s5_khepri","聖甲蟲神"
"heroes.name_fancy.s5_khepri_costume_overlord","聖甲蟲霸王"
"heroes.name_fancy.s5_khonshu","月亮之神"
"heroes.name_fancy.s5_khonshu_costume_knight","月之騎士"
"heroes.name_fancy.s5_maat","和諧之女"
"heroes.name_fancy.s5_maat_costume_river","尼羅河女神"
"heroes.name_fancy.s5_meresankh","太陽斯芬克斯"
"heroes.name_fancy.s5_meresankh_costume_disco","迪斯可斯芬克斯"
"heroes.name_fancy.s5_papyros","沙紙巨像"
"heroes.name_fancy.s5_papyros_costume_colossus","紙沙巨人"
"heroes.name_fancy.s5_ptolemy","年長的法老"
"heroes.name_fancy.s5_ptolemy_costume_log","年邁圓木"
"heroes.name_fancy.s5_rekhetre","年輕的斯芬克斯"
"heroes.name_fancy.s5_rekhetre_costume_artist","年輕藝術家"
"heroes.name_fancy.s5_scoratek","聖甲蟲守衛"
"heroes.name_fancy.s5_scoratek_costume_sentinel","聖甲蟲哨兵"
"heroes.name_fancy.s5_sekhmet","太陽之眼"
"heroes.name_fancy.s5_sekhmet_costume_warden","太陽獄長"
"heroes.name_fancy.s5_set","暗黑篡位者"
"heroes.name_fancy.s5_set_costume_tyrant","暗黑暴君"
"heroes.name_fancy.s5_sneferu","月亮斯芬克斯"
"heroes.name_fancy.s5_sneferu_costume_vanquisher","月之征服者"
"heroes.name_fancy.s5_sobek","河神"
"heroes.name_fancy.s5_sobek_costume_guardian","河流守護者"
"heroes.name_fancy.s5_tetisheri","木乃伊女王"
"heroes.name_fancy.s5_tetisheri_costume_molten","熔融皇后"
"heroes.name_fancy.s5_waqas","法老之盾"
"heroes.name_fancy.s5_waqas_costume_blade","法老王之刃"
"heroes.name_fancy.sand_horse","飛沙帝國可靠駿馬"
"heroes.name_fancy.sand_king","飛沙帝國之王"
"heroes.name_fancy.sand_king_costume_lifeguard","救生員之王"
"heroes.name_fancy.sand_queen","飛沙帝國王后"
"heroes.name_fancy.sand_queen_costume_surfer","衝浪之后"
"heroes.name_fancy.sand_roc","飛沙帝國守護者"
"heroes.name_fancy.sand_roc_costume_juice","海灘保衛者"
"heroes.name_fancy.sand_soldier","飛沙帝國士兵"
"heroes.name_fancy.sand_tower","飛沙帝國狂戰士"
"heroes.name_fancy.sand_vizier","飛沙帝國大臣"
"heroes.name_fancy.shadow_abigail","調查報導記者"
"heroes.name_fancy.shadow_asketel","失落知識探求者"
"heroes.name_fancy.shadow_atwood","被未知抓捕"
"heroes.name_fancy.shadow_burton","荷姆克魯斯調查者"
"heroes.name_fancy.shadow_cthuwu","舊時代的子嗣"
"heroes.name_fancy.shadow_dolores","魯莽的私家偵探"
"heroes.name_fancy.shadow_gwendoline","狂熱的考古學家"
"heroes.name_fancy.shadow_hunter","舊時代的後裔"
"heroes.name_fancy.shadow_hysteria","神秘文物收藏家"
"heroes.name_fancy.shadow_melancholia","古神侍祭"
"heroes.name_fancy.shadow_omen","魔鬼礁石聖化"
"heroes.name_fancy.shadow_penelope","兇猛前圖書館員"
"heroes.name_fancy.shadow_rashan","乎魯金屬使用者"
"heroes.name_fancy.shadow_rosanna","精準射手"
"heroes.name_fancy.shadow_salvatore","扭曲媒體"
"heroes.name_fancy.shadow_shoggo","變形嚮導"
"heroes.name_fancy.shadow_wulfstan","怪異彈藥工匠"
"heroes.name_fancy.shadow_zavinia","深淵混血"
"heroes.name_fancy.slayer_aodhan","燃燒者"
"heroes.name_fancy.slayer_caitlin","啟蒙者"
"heroes.name_fancy.slayer_caitlin_costume_crusader","正義十字軍"
"heroes.name_fancy.slayer_cathal","勇敢之心"
"heroes.name_fancy.slayer_cillian","不死之身"
"heroes.name_fancy.slayer_maeve","無形者"
"heroes.name_fancy.slayer_noril","狂暴者"
"heroes.name_fancy.slayer_orla","可敬者"
"heroes.name_fancy.slayer_rian","堅貞不渝者"
"heroes.name_fancy.slayer_saoirse","無法馴服者"
"heroes.name_fancy.slayer_saoirse_costume_knight","征服者"
"heroes.name_fancy.slayer_senan","被詛咒者"
"heroes.name_fancy.slayer_senan_costume_tentacles","頭狀僕從"
"heroes.name_fancy.slime_charmione","魅力戲劇黏液"
"heroes.name_fancy.slime_choozen","害羞寶箱史萊姆"
"heroes.name_fancy.slime_fruitio","熱愛水果史萊姆"
"heroes.name_fancy.slime_fungustine","活力森林史萊姆"
"heroes.name_fancy.slime_gloozmer","溫柔戲法師史萊姆"
"heroes.name_fancy.slime_goldrip","黃金史萊姆之王"
"heroes.name_fancy.slime_gooldron","書呆子煉藥鍋史萊姆"
"heroes.name_fancy.slime_goorian","野蠻汙泥"
"heroes.name_fancy.slime_gooric","智慧聖殿黏液"
"heroes.name_fancy.slime_gooze","逃跑的煉金術實驗室黏液"
"heroes.name_fancy.slime_gunktus","無情戰鬥體"
"heroes.name_fancy.slime_harubo","巡邏史萊姆"
"heroes.name_fancy.slime_knightus","騎士神殿史萊姆"
"heroes.name_fancy.slime_labblub","好奇科學家史萊姆"
"heroes.name_fancy.slime_magistine","施咒史萊姆"
"heroes.name_fancy.slime_mucktus","惡魔森林黏液體"
"heroes.name_fancy.slime_slaymire","頑固史萊姆執行者"
"heroes.name_fancy.slime_slimgo","鬼祟盜賊史萊姆"
"heroes.name_fancy.slime_sliposi","滑溜信使史萊姆"
"heroes.name_fancy.slime_sludgus","唱歌酒館史萊姆"
"heroes.name_fancy.slime_verdigoo","黏糊翡翠裁判"
"heroes.name_fancy.slime_zestique","甜美緋紅史萊姆"
"heroes.name_fancy.styx_amphitrite","海之女神"
"heroes.name_fancy.styx_arges","獨眼巨人藥水商人"
"heroes.name_fancy.styx_brontes","獨眼巨人農夫"
"heroes.name_fancy.styx_charon","冥河船夫"
"heroes.name_fancy.styx_dante","地獄冒險者"
"heroes.name_fancy.styx_erebus","深暗之神"
"heroes.name_fancy.styx_hypnos","沈睡大師"
"heroes.name_fancy.styx_nemesis","神罰女神"
"heroes.name_fancy.styx_nyx","暗夜之母"
"heroes.name_fancy.styx_steropes","獨眼巨人藝術家"
"heroes.name_fancy.styx_thanatos","安息之神"
"heroes.name_fancy.styx_virgil","冥府嚮導"
"heroes.name_fancy.tales1_aqualith","元素重裝步兵"
"heroes.name_fancy.tales1_aqualith_costume_purple","元素巨人"
"heroes.name_fancy.tales1_atlanteia","深淵冰河海仙女"
"heroes.name_fancy.tales1_atlanteia_costume_siren","深淵女妖"
"heroes.name_fancy.tales1_bagreg","漁夫衝突戰首領"
"heroes.name_fancy.tales1_bagreg_costume_scout","魚孩密探"
"heroes.name_fancy.tales1_ceto","海怪太古女神"
"heroes.name_fancy.tales1_ceto_costume_queen","海怪太古女王"
"heroes.name_fancy.tales1_domiventus","永恆超深淵生物"
"heroes.name_fancy.tales1_domiventus_costume_supreme","至尊超深淵生物"
"heroes.name_fancy.tales1_ephyra","海仙女公主"
"heroes.name_fancy.tales1_ephyra_costume_reef","礁石公主"
"heroes.name_fancy.tales1_galapago","海洋智者"
"heroes.name_fancy.tales1_galapago_costume_quarry","採石場的睿智推滾者"
"heroes.name_fancy.tales1_gelert","深淵寶藏獵人"
"heroes.name_fancy.tales1_gelert_costume_scavenger","深淵拾荒者"
"heroes.name_fancy.tales1_gestalt","永恆深淵王子"
"heroes.name_fancy.tales1_gestalt_costume_pearls","永恆珍珠王子"
"heroes.name_fancy.tales1_jaco","深淵狡猾商人"
"heroes.name_fancy.tales1_jaco_costume_alchemist","深淵狡猾鍊金術士"
"heroes.name_fancy.tales1_lasalle","亞特蘭蒂斯的浮華驃騎兵"
"heroes.name_fancy.tales1_lasalle_costume_jockey","亞特蘭蒂斯的浮華騎師"
"heroes.name_fancy.tales1_medea","深淵納迦女王"
"heroes.name_fancy.tales1_medea_costume_goddess","深淵女神"
"heroes.name_fancy.tales1_mulgog","漁夫掠奪者"
"heroes.name_fancy.tales1_mulgog_costume_bard","魚人吟遊詩人"
"heroes.name_fancy.tales1_persa","掠奪水靈"
"heroes.name_fancy.tales1_persa_costume_jellyfish_noble","水母貴族"
"heroes.name_fancy.tales1_phorcys","深淵太古神"
"heroes.name_fancy.tales1_phorcys_costume_warrior_god","深淵戰神"
"heroes.name_fancy.tales1_sharkhai","大背叛者"
"heroes.name_fancy.tales1_sharkhai_costume_butcher","鋸齒屠夫"
"heroes.name_fancy.tales1_spartoi","納迦狂戰士"
"heroes.name_fancy.tales1_spartoi_costume_guard","納迦守衛"
"heroes.name_fancy.tales1_thalassa","海洋太古女神"
"heroes.name_fancy.tales1_thalassa_costume_crystals","水晶太古女神"
"heroes.name_fancy.tales1_ultrox","深淵神殿看守者"
"heroes.name_fancy.tales1_ultrox_costume_ethereal","深淵虹吸者"
"heroes.name_fancy.tales2_aethslegaur","矮人尋火者"
"heroes.name_fancy.tales2_andvari","矮人神諭者"
"heroes.name_fancy.tales2_bragi","矮人職業拳擊手"
"heroes.name_fancy.tales2_bryggvir","矮人山羊騎士"
"heroes.name_fancy.tales2_dagr","矮人山地薩滿"
"heroes.name_fancy.tales2_dain","矮人圍城大師"
"heroes.name_fancy.tales2_dularfulr","矮人暗黑先知"
"heroes.name_fancy.tales2_fafnir","矮人米爾克海姆領主"
"heroes.name_fancy.tales2_fimafeng","矮人生存主義者"
"heroes.name_fancy.tales2_fjalar","矮人黃金吟遊詩人"
"heroes.name_fancy.tales2_gandr","矮人風之戰士"
"heroes.name_fancy.tales2_helgi","矮人狂怒奔跑者"
"heroes.name_fancy.tales2_hogne","矮人大騎士"
"heroes.name_fancy.tales2_hreidmarr","矮人山地王"
"heroes.name_fancy.tales2_motsognir","矮人邊境野人"
"heroes.name_fancy.tales2_ott","矮人開心戲法師"
"heroes.name_fancy.tales2_regin","矮人傳說王子"
"heroes.name_fancy.tales2_snorri","矮人說書人"
"heroes.name_fancy.tales2_svafa","矮人巨物獵人"
"heroes.name_fancy.tales2_thrivaldi","矮人尋霜者"
"heroes.name_fancy.trainer","戰國無賴"
"heroes.name_fancy.tribal_chief","部落首領"
"heroes.name_fancy.tribal_chief_costume_conqueror","部落報復者"
"heroes.name_fancy.tribal_chief_costume_cute","公仔酋長"
"heroes.name_fancy.tribal_chief_costume_glass","彩繪玻璃首領"
"heroes.name_fancy.tribal_chief_costume_leopard","獵豹首領"
"heroes.name_fancy.undead_captain_warrior","馭死領主"
"heroes.name_fancy.undead_captain_warrior_costume_cute","馭死公仔"
"heroes.name_fancy.undead_captain_warrior_costume_glass","馭死彩繪玻璃"
"heroes.name_fancy.undead_captain_warrior_costume_prince","不死王子"
"heroes.name_fancy.undead_captain_warrior_costume_reveller","馭死狂歡者"
"heroes.name_fancy.undead_female_warrior","馭死夫人"
"heroes.name_fancy.undead_female_warrior_costume_cute","不朽公仔"
"heroes.name_fancy.undead_female_warrior_costume_glass","馭死彩繪玻璃"
"heroes.name_fancy.undead_female_warrior_costume_princess","不死公主"
"heroes.name_fancy.undead_female_warrior_costume_rococo","赴死公主"
"heroes.name_fancy.undead_horned_skeleton","無情殘跡"
"heroes.name_fancy.undead_horned_skeleton_costume_cute","無情公仔"
"heroes.name_fancy.undead_horned_skeleton_costume_fool","殘軀小丑"
"heroes.name_fancy.undead_horned_skeleton_costume_glass","無情彩繪玻璃"
"heroes.name_fancy.undead_running_skeleton","莊嚴殘跡"
"heroes.name_fancy.undead_running_skeleton_costume_cute","莊嚴公仔"
"heroes.name_fancy.undead_running_skeleton_costume_glass","玻璃殘跡"
"heroes.name_fancy.undead_running_skeleton_costume_roman","羅馬殘跡"
"heroes.name_fancy.undead_screaming_zombie","蹣跚殘跡"
"heroes.name_fancy.underworld_champion","禁衛守護"
"heroes.name_fancy.underworld_champion_costume_champion","禁衛角鬥士"
"heroes.name_fancy.underworld_champion_costume_cute","禁衛卡通"
"heroes.name_fancy.underworld_champion_costume_glass","禁衛彩繪玻璃"
"heroes.name_fancy.underworld_champion_costume_vampire","禁衛吸血鬼"
"heroes.name_fancy.valentines_anteros","愛神邱比特再世"
"heroes.name_fancy.valentines_cupido","摯愛邱比特"
"heroes.name_fancy.valentines_elba","愛情捍衛力士"
"heroes.name_fancy.valentines_eros","慾望邱比特"
"heroes.name_fancy.valentines_himeros","暗戀邱比特"
"heroes.name_fancy.valentines_kabeiroi","愛神之箭"
"heroes.name_fancy.valentines_matchmaker_dodgrom","半獸人婚友顧問"
"heroes.name_fancy.valentines_phthonus","嫉妒邱比特"
"heroes.name_fancy.valentines_voluptas","愉悅邱比特"
"heroes.name_fancy.valentines_zarola","負心邱比特"
"heroes.name_fancy.vampire_king","吸血鬼之王"
"heroes.name_fancy.vampire_king_costume_mafia","罪惡國王"
"heroes.name_fancy.vampire_lord","吸血鬼侍從"
"heroes.name_fancy.vampire_queen","暗夜之子"
"heroes.name_fancy.vegetable_bartholomew","甜椒野蠻人"
"heroes.name_fancy.vegetable_elsbeth","甜菜根騎士"
"heroes.name_fancy.villain_asterius","殘酷牛頭人"
"heroes.name_fancy.villain_crystalis","水晶女皇"
"heroes.name_fancy.villain_dark_lord","卡萊姆多的禍根"
"heroes.name_fancy.villain_dark_lord_costume_astronomer","卡倫多爾天文學家"
"heroes.name_fancy.villain_edd","笨蛋惡棍"
"heroes.name_fancy.villain_ingolf","亡命赫爾西爾"
"heroes.name_fancy.villain_isrod","亡命賈爾"
"heroes.name_fancy.villain_karnov","冠軍格鬥者"
"heroes.name_fancy.villain_karnov_costume_jammies","睡前格鬥者"
"heroes.name_fancy.villain_sanngrior","墮落女武神"
"heroes.name_fancy.villain_skrekok","鼠人無賴"
"heroes.name_fancy.villain_toxicandra","塞伯拉最高統治者"
"heroes.name_fancy.villain_toxicandra_costume_rose","花之君主"
"heroes.name_fancy.wild_cat_ferni","愛冒險的雨林貓"
"heroes.name_fancy.wild_cat_imagus","毛茸茸占星家"
"heroes.name_fancy.wild_cat_lennart","銳眼山貓"
"heroes.name_fancy.wild_cat_leonie","來奧爾倖存者"
"heroes.name_fancy.wild_cat_rajesh","美食家底格里斯首領"
"heroes.name_fancy.wild_cat_stravia","欽塔里信使"
"heroes.name_fancy.wild_cat_tunes","山貓音樂家"
"heroes.name_fancy.witch_king","地穴大師"
"heroes.name_fancy.witch_king_costume_cosmic","宇宙咒法師"
"heroes.name_fancy.wonderland_alice","秘境冒險家"
"heroes.name_fancy.wonderland_alice_costume_warping","仙境槌球公主"
"heroes.name_fancy.wonderland_bear","仙境獸人"
"heroes.name_fancy.wonderland_captain","仙境無賴"
"heroes.name_fancy.wonderland_cheshire_cat","淘氣小貓"
"heroes.name_fancy.wonderland_cheshire_cat_costume_malicious","惡毒小貓咪"
"heroes.name_fancy.wonderland_hatter","仙境神秘人"
"heroes.name_fancy.wonderland_hatter_costume_tea","仙境品茶行家"
"heroes.name_fancy.wonderland_jabberwocky","仙境驚慄"
"heroes.name_fancy.wonderland_jabberwocky_costume_moth","賈伯摩斯"
"heroes.name_fancy.wonderland_knave_of_hearts","仙境小偷"
"heroes.name_fancy.wonderland_phoenicus","仙境智者"
"heroes.name_fancy.wonderland_queen","仙境尊爵"
"heroes.name_fancy.wonderland_queen_costume_benefactor","仙境慈善家"
"heroes.name_fancy.wonderland_tweedles","仙境雙胞胎"
"heroes.name_fancy.wonderland_white_rabbit","仙境嚮導"
"heroes.name_fancy.wonderland_white_rabbit_costume_mask","瘋狂面具"
